P26436	Q9NRM0
Q92793	Q93074
Q92918	Q9Y2H0
O00327	P12931
O00329	P06241
O00410	P41743
O00410	Q13188
O00470	Q05682
Q96JB5	Q96SZ6
Q96KR7	Q96QC0
Q96P70	Q9HAV4
Q96RU7	Q9Y297
Q96S37	Q9H015
Q99619	Q9UK73
Q99623	Q9UBK9
Q9BUN8	Q9UNN5
Q9BW61	Q9NX09
Q9BXM0	Q9Y5Y9
Q9BYX4	Q9UII4
O00505	Q15653
O00571	P62249
O00571	P68371
O00622	P01100
O00743	P04150
Q9H0N0	Q9UI14
Q9H4M9	Q9UNF0
Q9HCE7	Q9Y2U8
Q9NS87	Q9UQ84
Q9NZ42	Q9Y2W7
Q9NZJ0	Q9UBU7
Q9UM01	Q9UPY5
Q9UPA5	Q9UQ16
Q9Y618	Q9Y6K9
O14498	P21810
O14543	P62877
O14617	O15027
O14733	P31751
O14744	O60341
O14746	O95619
O14757	P18858
O14920	P46782
O14920	P62241
O14920	Q9UM73
O14983	P17540
O15111	P18031
O15143	P02745
O15143	P08571
O15151	P68400
O15151	Q66K89
O15151	Q6WCQ1
O15350	P17676
O15371	P62249
O15371	Q9UBK9
O15372	P62424
O15392	P00374
O15392	Q8NI77
O15519	O95999
O43164	P04156
O43294	P55268
O43318	P60510
O43390	Q71UI9
O43390	Q8WXD5
O43426	Q13153
O43439	P55055
O43463	O75182
O43505	Q05193
O43524	Q9P0K7
O43592	Q3ZCQ8
O43610	P22681
O43719	P62314
O43734	P07437
O43734	P43489
O60285	Q13233
O60307	P04637
O60333	O95970
O60583	Q4G0J3
O60674	P04637
O60674	P45983
O60674	P61968
O60674	Q08334
O60869	P06400
O60934	Q92793
O75122	Q6GYQ0
O75330	Q8NI77
O75330	Q99618
O75385	Q13188
O75400	Q13547
O75436	P31946
O75446	Q07869
O75469	P48552
O75489	O95178
O75530	P06400
O75533	P31483
O75792	Q99618
O75899	Q13554
O75914	Q9NPB6
O75925	P19838
O75928	P11161
O75937	Q9BWJ5
O75995	Q14761
O94907	Q16649
O95067	P10275
O95067	Q6PL18
O95157	P78352
O95229	Q8NI77
O95232	Q06124
O95251	Q92993
O95373	P50213
O95478	P39023
O95487	P61077
O95711	Q02556
O95793	P31946
O95816	P21580
O95816	P54652
O95831	P54652
O95925	Q6IB77
O95983	O96028
O95983	Q92841
O96017	Q16539
O96020	P51946
O96028	Q969S8
P00374	Q08050
P00488	Q92686
P00519	P16284
P00519	P19338
P00519	P78347
P00519	Q92831
P00533	P52757
P00558	P78352
P00966	P31327
P01100	P25054
P01106	P19438
P0DML2	Q4AE62
P0DML3	Q4AE62
P01567	P17181
P01570	Q8TCN5
P01571	P82251
P01584	Q9NP60
P01903	Q9Y6Y9
P01920	P31358
P02452	Q6NZI2
P02461	P39060
P02788	P14780
P03372	P12004
P04085	P15692
P04150	P32121
P04150	Q13363
P04183	Q9H0H5
P04350	Q96CV9
P04350	Q9H169
P04350	Q9UQF2
P04629	Q15078
P04637	Q01826
P04637	Q02156
P04637	Q13323
P04637	Q9HAW4
P04818	Q9BPX3
P05014	Q8NCG5
P05141	P62258
P05141	P78371
P05162	Q06643
P05164	P61626
P05198	Q13217
P05412	Q16659
P05455	P61604
P06213	P18084
P06213	Q13239
P06239	P08922
P06241	P15941
P06241	Q16825
P06400	P14316
P06493	Q13813
P06730	Q9UHI6
P06748	P49321
P06753	P11532
P07196	Q12791
P07196	Q14982
P07306	Q9BZZ2
P07355	P63261
P07766	Q92918
P07858	P08571
P07948	Q07889
P08047	Q14839
P0DMV8	P31150
P0DMV9	P31150
P0DMV9	Q13501
P0DMV9	Q16543
P08238	P14868
P08238	P17844
P08579	Q7L014
P08590	P50461
P08631	Q05655
P08631	Q9Y5X1
P08670	P19105
P08670	Q96EY1
P08754	P0DMS8
P08754	P0DMS9
P08922	P29597
P09471	P63104
P09603	P78324
P09619	P35222
P09619	Q14112
P09651	P60660
P09874	P62195
P09912	Q9UMW8
P09914	Q13568
P0C0S5	P35249
P0C0S5	Q9NZJ0
P10275	P29350
P10275	Q9UNL4
P10276	P24385
P10301	Q13905
P10398	Q86Y07
P10415	P12830
P10415	P42226
P10809	P63165
P10912	P42768
P10912	Q03135
P10914	Q9UL19
P11021	Q2KHT4
P11142	P49721
P11217	Q01105
P11388	Q92841
P11473	P12956
P12110	P13611
P12110	Q9BX67
P12111	Q4L180
P12277	P15259
P12883	Q96A32
P12931	P49815
P12931	P78324
P12931	Q13588
P13500	P42830
P13639	P62750
P13693	P25398
P13747	P25774
P13929	Q00872
P14222	P19838
P14373	Q14653
P14416	P26436
P14616	P61981
P14616	Q13882
P14635	Q13616
P14672	P68133
P14678	Q9UKK6
P14867	Q8IW70
P14867	Q9UQM7
P14920	P21918
P14921	Q9UKL3
P15173	Q8IZQ8
P15336	Q13573
P15498	P41279
P15498	Q13571
P15941	Q68CZ2
P16070	P42224
P16070	Q13813
P16104	Q05655
P16144	P18084
P16284	P19235
P16452	Q02094
P17174	P61088
P0DP23	P17252
P0DP24	P17252
P0DP25	P17252
P17535	Q14192
P17612	P19784
P17676	Q9UNL4
P17844	P62847
P18065	P24593
P18084	P56199
P18621	P50990
P18846	P45983
P19086	P31946
P19105	Q13813
P19174	Q8NER1
P19338	P62306
P19338	Q13185
P19438	P46940
P19525	Q00653
P19525	Q9BQI3
P19793	Q13263
P19878	Q8N423
P20138	Q7Z6A9
P20290	P62891
P20290	Q02878
P20333	Q02223
P20336	P62820
P20338	P62491
P20700	Q8NEM2
P20700	Q99618
P21333	Q92734
P21397	Q9H0R8
P21579	Q01814
P21579	Q9Y6K8
P22223	Q92793
P22626	Q13043
P22736	P63165
P22736	Q07817
P23443	Q96B36
P24310	Q96AC1
P24592	Q9BRK3
P24593	Q07954
P24863	P24928
P24864	P52292
P24928	Q99504
P25101	P29536
P25205	Q9BPX3
P25208	Q15796
P25440	Q9Y294
P25445	P31689
P25445	P53355
P25445	Q99836
P25490	Q13227
P25788	P30153
P25788	P55209
P25788	Q92905
P26358	P33991
P26583	Q13185
P26992	Q14626
P27348	Q06413
P27361	Q92934
P27361	Q92952
P27695	P49005
P27986	Q13574
P28482	P42574
P28482	P50549
P28482	Q04637
P28482	Q05639
P28482	Q13309
P28482	Q5JVS0
P28749	P30304
P28749	Q5H9I0
P29083	Q09472
P29536	Q14315
P29597	Q14451
P30273	P31358
P30281	P49736
P30511	Q96AZ6
P31749	Q9P286
P31946	P49754
P31946	Q8WVM8
P31946	Q96SB3
P31946	Q9UH92
P31946	Q9Y6V0
P32004	P32942
P32004	P49023
P32249	Q13651
P32927	P42680
P32927	Q07889
P32927	Q13571
P33076	Q15853
P33151	P49768
P33552	Q5TB30
P34931	Q7Z434
P34931	Q9Y5U5
P35221	Q12913
P35222	Q8N2W9
P35222	Q9UKT5
P35226	Q8NHM5
P35232	P42224
P35268	Q14978
P35269	Q53T94
P35659	Q15185
P36575	P98175
P36956	Q13501
P37023	Q9Y3F4
P38398	Q8IXJ9
P38398	Q9Y6X2
P38646	Q07020
P38646	Q9UHB6
P39023	P47897
P39086	Q15700
P40305	Q15646
P40818	Q9UQC2
P41240	P52630
P41250	P54577
P41743	Q13043
P42224	Q08211
P42262	P45983
P42338	Q9UBF8
P42574	Q04206
P42658	Q9BWQ8
P42677	Q9Y230
P42681	Q9UKW4
P42684	Q96J02
P43243	Q9NV70
P43403	Q12929
P43487	P52294
P46108	Q16832
P46527	Q9H211
P46782	Q12905
P46940	Q04206
P48052	Q00889
P48436	P48552
P48436	Q96PN7
P48443	Q05516
P48443	Q15406
P48552	Q92993
P48552	Q9NYJ8
P48729	Q15796
P49116	Q14541
P49368	Q9BUF5
P49407	Q16236
P49427	Q13620
P49454	Q7L590
P49736	Q01094
P49792	P61970
P49841	Q92934
P49917	Q14676
P49959	Q9NUX5
A0JLT2	P11473
P50748	Q96R06
P50990	Q05639
P50991	Q9BVA1
P51531	Q08999
P51812	P78536
P51991	Q07955
P52732	Q6PL18
P52907	Q7L2H7
P53779	Q86UL8
P53814	Q14315
P54259	Q96RU7
P55345	Q9Y6Q9
P56282	Q9H0H5
P56524	Q9H4A3
P56945	Q14451
P60568	Q04864
P60880	Q96C24
P61619	Q00325
P61978	Q9UPN6
P62140	Q05639
P62140	Q99759
P62244	P62316
P62258	Q93009
P62277	Q71U36
P62277	Q99623
P62304	Q7RTV0
P62701	Q5JTH9
P62826	Q13772
P62829	Q01105
P62913	Q01105
P62979	Q9Y6I3
P63104	Q9H4A6
P63215	Q8IVT5
P63279	Q8IZL8
P63279	Q99986
P68363	P78352
P78324	Q86WV1
P78347	Q9UKV0
P78352	Q16658
P78352	Q9UBL6
P84022	Q02447
P98170	Q96BH1
Q00889	Q76N89
Q00889	Q96LB8
Q01081	Q02040
Q01851	Q12837
Q04206	Q9UBU9
Q04917	Q16566
Q05086	Q13489
Q05086	Q9NS56
Q05513	Q92558
Q05639	Q15750
Q06124	Q9UKW4
Q07011	Q92956
P0DPH7	Q08211
P0DPH8	Q08211
Q08379	Q14703
Q08881	Q14315
Q08881	Q9BZL6
A7KAX9	Q96B97
Q08999	Q13315
Q09472	Q16594
Q12788	Q9BQG0
Q12791	Q8N126
Q12834	Q99640
Q12879	Q9P1A6
Q12888	Q92993
Q12929	Q92997
Q13009	Q9NPB6
Q13009	Q9UQB8
Q13023	Q9UKA4
Q13153	Q9NZQ3
Q13177	Q9UQB8
Q13233	Q15349
Q13309	Q9NZJ0
Q13330	Q9UM07
Q13351	Q92598
Q13480	Q9UPX8
Q13501	Q9BQS8
Q13526	Q9H1A4
P0DPH7	Q92956
P0DPH8	Q92956
Q13772	Q15788
Q14324	Q14896
Q14515	Q9BQJ4
Q14541	Q9Y466
Q14738	Q9Y3A3
Q14765	Q15303
Q15554	Q9UBU7
Q15560	Q6P1J9
Q15642	Q9UKI2
Q15746	Q53GG5
Q15788	Q9NVC6
Q15818	Q9NZU7
Q15843	Q99759
Q16352	Q9NTI2
Q16531	Q9Y263
Q16665	Q9UNL4
Q16667	Q5TB30
Q4L180	Q99969
Q5XLA6	Q9Y239
Q6FHJ7	Q99983
Q6IE81	Q92831
Q7L590	Q96R06
Q7Z412	Q9Y5Y5
Q7Z6J2	Q99767
Q86VP1	Q8IUC6
Q86X27	Q8TEW0
Q8IW00	Q92743
O00148	P11388
O00160	Q9UM01
O00165	Q9UM54
Q8N5C8	Q99759
O00213	Q13813
O00255	Q12888
O00255	Q13156
Q8NI77	Q96B01
Q8WWQ0	Q9Y4H2
Q8WXF1	Q9UHD2
Q92558	Q9P286
Q92616	Q9NVI1
Q92698	Q9NYZ3
Q92890	Q9BUN8
Q92905	Q96CS3
Q92985	Q9Y616
Q96BD5	Q9UM07
Q96BD6	Q96L50
O00311	O95347
O00410	Q9UPU7
O00463	P51617
Q96DZ5	Q9UBS5
Q96NW4	Q9UL25
Q96RN5	Q9UBK2
Q99741	Q9NTJ3
Q9BVA1	Q9BXW9
Q9BVK8	Q9H0R3
Q9BX66	Q9Y490
Q9BYG5	Q9HD26
O00571	P62244
O00571	P62424
O00584	P14317
O00602	O75015
O00750	Q9Y4K4
Q9GZS1	Q9Y262
Q9H0E9	Q9NRQ2
Q9HAT8	Q9NYJ8
Q9HAU4	Q9UPN9
Q9NPD3	Q9UK41
Q9NPD8	Q9NVI1
Q9NS87	Q9Y248
Q9NVI1	Q9UBU7
Q9NWZ3	Q9Y2C9
Q9UK53	Q9Y618
Q9UPX8	Q9Y4K4
O00762	Q86XI2
O14490	Q9Y698
O14495	P78352
O14543	Q14451
O14594	P51693
O14594	Q99767
O14654	P40763
O14733	P34931
O14757	P35250
O14782	O94805
O14782	Q12840
O14796	Q06124
O14836	O43734
O14920	P20749
O14957	O95178
O15111	Q13509
O15111	Q13838
O15204	Q9P0V8
O15218	P26436
O15264	P78352
O15350	P29034
O15357	P35968
O15525	P15336
O15530	Q13489
O15530	Q86XP3
O15551	O43278
O15553	P48023
O15553	Q01201
O43187	Q9Y2C9
O43293	P51668
O43318	P04626
O43318	Q00613
O43482	P33991
O43505	Q9UPA5
O43524	Q99717
O43561	Q12866
O43683	Q96KB5
O43684	Q9UJX3
O43734	Q9HAV5
O43791	Q13489
O43813	P78352
O43914	P00746
O43915	P01127
O60229	Q13554
O60234	Q9NSI8
O60313	P14672
O60318	P52333
O60603	P15498
O60641	P49418
O60641	Q9BT88
O60674	O60716
O60674	P22455
O60675	Q9ULX9
O60684	P62263
O60711	P08631
O60759	Q13651
O60907	Q96T58
O75182	P68400
O75376	Q9Y2Y4
O75444	Q99967
O75496	P35227
O75582	P10276
O75608	P49458
O75643	Q13627
O75663	P48643
O75821	P62906
O75821	Q99623
O75886	Q14451
O75925	P11388
O75925	P32780
O75925	P56693
O75925	Q9HC62
O94776	P12755
O94832	O95831
O94832	P48643
O94832	P62249
O95096	P14136
O95163	P0DP23
O95163	P0DP24
O95163	P0DP25
O95168	O95178
O95182	Q86Y39
O95196	Q9BT88
O95210	P46934
O95382	Q9NYL2
O95425	Q14192
O95644	P29460
O95670	Q9Y328
O95741	P07196
O95816	P60660
O95831	P52272
O95863	P10275
O95997	P56282
O96017	P50750
O96019	Q13352
P00519	Q99728
P00533	P14859
P00533	Q14765
P00736	P78539
P01112	Q13393
P0DML2	Q8TC59
P0DML3	Q8TC59
P01571	P33681
P01579	P05113
P01903	P13796
P01920	P14317
P02511	Q12791
P02549	Q15942
P02745	Q9UM01
P02746	Q13094
P02776	P14780
P02778	P19320
P02778	P50591
P03956	P41597
P03973	Q14508
P04049	Q6PKG0
P04083	P51617
P04179	P08174
P04198	Q92830
P04234	P05107
P04271	Q13491
P04350	P08138
P04626	P63244
P04637	Q9UNN5
P05014	P34972
P05067	Q9NRI5
P05107	P14780
P05107	P48551
P05109	P14780
P05121	Q9UL52
P05141	P39656
P05141	P49327
P05154	P22891
P05362	P17676
P05412	P07333
P05412	P29353
P05549	P14921
P06241	P07766
P06241	P52757
P06401	Q14686
P06401	Q9Y466
P06576	P32119
P06748	Q01094
P06748	P0DPH7
P06748	P0DPH8
P07333	Q9Y279
P07357	P10643
P07437	Q9UHB6
P07814	P35580
P07814	P41279
P07947	Q02763
P07951	Q12791
P08069	Q9H4A3
P0DMV8	Q93009
P0DMV9	Q93009
P08238	P45983
P08246	P35030
P08247	Q00536
P08567	Q92608
P08575	Q9NWQ8
P08581	P12814
P08631	Q13153
P08670	P09874
P09001	Q8WVM8
P09603	Q99759
P09661	Q96I25
P09874	Q71U36
P09884	Q9Y5N6
P09912	P50591
P0CG48	P40429
P10144	P49662
P10144	Q13489
P10244	Q9HBM1
P10276	P84022
P10415	Q99836
P10523	Q14004
P10588	P61201
P10636	P60880
P10721	P10747
P10912	Q9ULW0
P11021	P62244
P11142	Q8TEL6
P11274	P41240
P11308	P84022
P12034	Q8TCN5
P12236	P83731
P12318	Q8N423
P12931	P14784
P12931	Q13387
P13010	P17676
P13010	Q9UGN5
P13056	Q13950
P13612	P32927
P13667	P14672
P13861	Q13224
P14136	Q8IZD9
P14136	Q9UF11
P14316	P25490
P14625	P30101
P14859	P55055
P14867	P46459
P14923	Q9Y490
P15153	Q16617
P15169	Q99801
P15336	P15923
P15884	P43694
P15884	Q04864
P15923	Q08050
P15941	Q12929
P16144	P43405
P16519	P61764
P17096	P24534
P17542	P61296
P17612	P62136
P17676	P81172
P17677	P30086
P17677	Q99767
P17706	Q16288
P17844	P78344
P17844	Q13485
P17858	Q13224
P17948	Q92569
P17987	Q6IN85
P18031	Q9UGK3
P0DP23	P18124
P0DP24	P18124
P0DP25	P18124
P19012	P36952
P19022	P31946
P19105	Q9BVA1
P19174	Q8IVH8
P19419	Q15796
P19447	P33993
P20248	Q03252
P20591	P28838
P20929	P26641
P20936	P55196
P21283	P31946
P21291	Q13642
P21333	Q00839
P21579	Q3SXP7
P21580	P30291
P21817	Q9Y6F6
P21918	Q02779
P21918	Q9NZQ3
P22626	Q9UKY7
P22681	P63000
P22681	Q92574
P22736	Q9UER7
P23396	Q9Y265
P23443	P42574
P23443	Q9HBH9
P23458	P25942
P23458	P30530
P23469	Q05513
P24534	P55209
P24534	Q13541
P24941	Q09028
P25101	Q01995
P25490	P48552
P25963	Q02078
P26436	Q96S42
P27348	Q06124
P27361	P40939
P27361	Q15370
P27361	Q8IVT5
P27448	Q96F86
P27448	Q9UKV3
P27635	Q13895
P27986	Q99759
P28288	P31946
P28360	Q13485
P28482	Q06187
P28482	Q14686
P28482	Q15648
P28482	Q6PJF5
P28482	Q9UQM7
P28715	P29083
P30041	P47712
P30273	Q16548
P30281	P78396
P30291	Q96F86
P30305	Q12802
P0DP23	P30519
P0DP24	P30519
P0DP25	P30519
P30531	P60880
P31350	Q5TB30
P31483	Q13523
P31785	Q16539
P31946	P42704
P31946	Q5JTD0
P31946	Q9HCM3
P31946	Q9NZN3
P31946	Q9UPA5
P31947	Q13131
P32246	Q9Y6Y9
P32780	Q9Y4A5
P33176	Q9Y4H2
P33241	Q13571
P33316	P35249
P33552	Q8NI77
P34910	Q9NUV9
P34931	Q16531
P34932	Q15185
P34972	Q00887
P35222	Q15759
P35580	Q13224
P36956	Q96HR3
P38936	Q8WV16
P38936	Q96JK2
P40763	Q15759
P40763	Q9HBE5
P40818	Q12802
P40818	Q53ET0
P40818	Q9UBF8
P40925	Q8TBC4
P40939	Q14257
P41218	Q16617
P42229	Q99683
P42285	P78371
P42336	P43403
P42575	P49662
P42684	Q04759
P42685	P43405
P43235	Q15113
P43268	Q99733
P45973	Q96T88
P46940	Q9BYG4
P46940	Q9NPB6
P48145	P48146
P48643	Q12933
P48643	Q15233
P49366	Q9UI14
P49368	P49721
P49411	P63104
P49450	Q9H4H8
P49917	Q9BQ15
P50213	Q9NTJ3
P50591	Q6GQQ9
P50748	Q9NVI1
P50990	Q9BVA1
P50991	P62280
P50993	Q99784
P51114	Q15041
P51531	Q9Y6Q9
P51532	Q05195
P51532	Q9NXR8
P51617	Q02246
P51617	Q92851
P51679	P61073
P51681	Q13651
P51693	Q70YC5
P51693	Q99689
P51911	Q14164
P51955	Q9BWT6
P52179	Q02221
P52272	P63261
P52333	P78347
P52435	Q9NVC6
P52735	Q13322
P53350	Q9P0N9
P53355	Q02156
P53539	Q15796
P53634	Q9Y6Y9
P53779	P84022
P53779	Q13523
P54257	Q12840
P54727	P61764
P55210	P78527
P55212	Q12933
P55212	Q13546
P55854	Q92793
P56192	P63261
P56192	P68366
P56192	Q99558
P56279	Q9UKI3
P56524	Q99759
P59901	Q06124
P60484	Q06124
P60510	Q05513
P60510	Q13136
P60842	Q9HBH9
P60866	P61586
P60900	Q9Y224
P61024	P62308
P61254	P62899
P61586	P84022
P61604	P62191
P61764	Q9UBS5
P61968	Q14192
P0DP23	Q13489
P0DP24	Q13489
P0DP25	Q13489
P0DP23	Q8N668
P0DP24	Q8N668
P0DP25	Q8N668
P62195	Q09028
P62241	Q08211
P62241	Q16543
P62258	P84103
P62258	Q14C86
P62280	Q8N163
P62330	Q9NPE3
P62495	Q16236
P62736	Q9Y281
P62753	P63261
P62805	Q00610
P62834	Q15139
P62841	Q9NP98
P62873	P78371
P62873	Q01082
P62879	Q13224
P62888	P67809
P62888	Q5JWF2
P62899	Q01085
P62913	Q9Y262
P62993	Q02750
P62993	Q15628
P63000	P78352
P63104	Q92752
P63104	Q92796
P63165	P78344
P63165	Q15311
P63165	Q92547
P63165	Q9UBS8
P63244	Q13177
P63244	Q14511
P63279	Q15796
P63279	Q99836
P67809	P83731
P68366	Q00526
P68366	Q14203
P68366	Q96T76
P68400	Q05397
P68400	Q9Y572
P78352	Q12765
P78352	Q9UK22
P78352	Q9Y6R1
P78356	Q99755
P78371	Q9Y230
P78504	Q7Z3S9
P84022	Q13164
P84022	Q14164
P84074	Q12791
P84103	Q6WCQ1
P84550	Q15796
P98077	Q9NRF2
P98170	Q9UQF2
P98177	Q99717
Q00403	Q13469
Q00526	Q8N488
Q00537	Q86W92
Q00610	Q13224
Q00610	Q71U36
Q00613	Q9UHX1
Q00889	Q8WYR1
Q00987	Q5VTR2
Q01085	Q9HBD1
Q01130	Q9BTX3
Q01484	Q03001
Q01995	Q13418
Q01995	Q16558
Q01995	Q8IWU6
Q02078	Q96ST3
Q02078	Q9Y618
Q02223	Q16633
Q02241	Q9HBM1
Q02252	Q12791
Q02763	Q06418
Q03001	Q9UL68
Q03164	Q14686
Q03167	Q04771
Q03518	Q96HE7
Q04206	Q13885
Q04724	Q16531
Q04726	Q13950
Q04912	Q06124
Q04917	Q14012
Q05086	Q6PCD5
Q05397	Q15149
Q05516	Q15648
Q05516	Q9UIG0
Q05655	Q96BR1
Q05655	Q99952
Q05682	Q6FHJ7
Q06124	Q8N149
Q06124	Q92783
Q07021	Q9NVI1
Q07157	Q9NYJ8
Q07654	Q9BV36
Q07666	Q9ULV8
Q07812	Q14457
Q08050	Q9UBU7
Q08117	Q96L73
Q08379	Q9BUL8
Q08397	Q12841
Q08629	Q8IUX7
Q08881	Q9Y490
A7KAX9	P16885
A7KAX9	P49023
Q09028	Q9UQ80
Q09472	Q14186
Q09472	Q15717
Q12778	Q92831
Q12791	Q16352
Q12802	Q8TEW0
Q12802	Q92974
Q12815	Q15645
Q12815	Q99741
Q12834	Q69YH5
Q12873	Q9P2H0
Q13111	Q9UBC3
Q13158	Q9Y4K3
Q13163	Q92618
Q13164	Q99759
Q13224	Q9NQ66
Q13257	Q9NYZ3
Q13387	Q8TAC9
Q13485	Q9UPW0
Q13489	Q6ZNA4
Q13501	Q8IXH6
Q13523	Q5VTL8
Q13526	Q13568
Q13541	Q9NRA8
Q13546	Q15121
Q13547	Q9Y4A5
Q13554	Q9BRK0
Q13627	Q6PKG0
Q13627	Q9Y2U5
Q13683	Q9UH65
P0DPH7	Q71UM5
P0DPH8	Q71UM5
P0DPH7	Q9UHB6
P0DPH8	Q9UHB6
Q13875	Q9Y342
Q13885	Q99558
Q13952	Q92793
Q14155	Q9Y2A7
Q14192	Q92993
Q14257	Q14790
Q14289	Q15654
Q14674	Q15021
Q14781	Q9UBC3
Q14814	Q8WUI4
Q14894	Q9BR01
Q14916	Q86UT5
Q14934	Q9BY84
Q15080	Q9H2W1
Q15139	Q99759
Q15303	Q9UM73
Q15311	Q92851
Q15427	Q92945
Q15831	Q8IXZ2
Q15853	Q9UKV0
Q16539	Q86YT6
Q16539	Q9BUZ4
Q16594	Q96EB6
Q16611	Q9NQC3
Q16630	Q9UQM7
Q16653	Q16880
Q16799	Q9Y6Y1
Q16832	Q99704
Q3SXP7	Q9NWB1
Q53ET0	Q9H0H5
Q53HL2	Q9NSP4
Q59EK9	Q8N4C8
Q5BJF2	Q99741
Q5BJF2	Q9NVI1
Q5TEJ8	Q6GTX8
Q5TEJ8	Q9UM01
Q69YH5	Q9BXS6
Q6IQ16	Q9Y4K3
Q6WCQ1	Q92574
Q70YC5	Q9UI15
Q71UM5	Q9UM54
Q7L590	Q9NPD8
Q86TM6	Q92542
Q86XR8	Q92769
Q8IUC6	Q9Y6K9
Q8IW00	Q9BX67
Q8IW41	Q9BV47
Q8IY34	Q9UM01
O00154	P78352
O00159	Q13546
O00160	P42081
O00165	P07437
O00165	Q07021
Q8IZD9	Q9BZQ4
Q8NBT2	Q9BXS6
O00206	Q01638
O00221	P23396
O00268	Q9Y3C7
O00291	P32121
O00300	O14798
O00303	O75530
Q8TAQ2	Q9UKV0
Q8TCN5	Q9Y278
Q8TF65	Q9C0C4
Q8WUI4	Q96L91
Q92529	Q9NSE2
Q92743	Q9NRN5
Q92769	Q9UBL3
Q92793	Q92844
Q92905	Q99728
Q92905	Q9UNN5
Q93009	Q96PM5
Q96B97	Q9H204
Q96BH1	Q9BY78
Q96BP3	Q9H307
O00308	Q13526
O00311	Q15468
O00401	P56945
O00422	Q15583
O00445	O60359
Q96G25	Q9UBK2
Q96J94	Q9NQI0
Q96JC9	Q9Y4A5
Q96KB5	Q9UQ84
Q96L73	Q9Y618
Q99259	Q9NYQ7
Q99618	Q9UQ84
Q99661	Q9NQW6
Q99784	Q9H2X9
Q99836	Q9H4P4
Q9BWF2	Q9H857
O00555	P60880
O00571	P08708
O00571	P46782
O00590	P51679
O00635	Q9Y572
O00750	Q8WV28
Q9H0H5	Q9Y5N6
Q9H254	Q9UL68
Q9NP31	Q9NSE2
Q9NXR8	Q9UPT9
Q9NZQ3	Q9UPX8
Q9UBC3	Q9UPS6
Q9UBS5	Q9UGV2
Q9UBS5	Q9UJ04
Q9UBS8	Q9Y6Q9
Q9UJY5	Q9Y6I3
Q9UKT5	Q9UNN5
Q9UKT7	Q9UNN5
Q9UPA5	Q9Y6Y1
O00762	Q9H211
O14490	P48050
O14492	P11274
O14498	P00736
O14543	P43405
O14576	Q9BZQ4
O14578	Q13224
O14625	P23381
O14641	O43541
O14654	P38646
O14654	P51692
O14654	Q13882
O14654	Q9BVA1
O14654	Q9ULV8
O14733	P19419
O14757	O60282
O14757	P23921
O14757	P54278
O14763	Q9UKL3
O14776	P31483
O14777	P0C0S5
O14782	P27348
O14782	Q9BR01
O14836	P28908
O14842	Q9NPQ8
O14879	Q5K651
O14920	O95793
O14920	P22392
O14920	P29084
O14920	P48730
O14920	Q5JVS0
O14920	Q9UM54
O14948	O15117
O14958	P14672
O14958	Q02156
O14964	Q9H204
O14965	Q9BW19
O14974	P27348
O14976	Q99665
O14980	Q07666
O15056	Q9P1A6
O15061	P56693
O15069	P14415
O15105	P04350
O15111	P12236
O15111	P13010
O15111	Q08050
O15111	Q14469
O15111	Q93008
O15117	O43516
O15117	Q9H2W1
O15151	Q8WUI4
O15169	Q13616
O15264	P51617
O15264	Q13115
O15265	P11474
O15273	P45378
O15350	Q5JVS0
O15350	Q9Y297
O15350	Q9Y6Q9
O15360	Q12778
O15379	P18146
O15379	P42226
O15379	Q15750
O15392	P09874
O15397	Q13077
O15397	Q92616
O15438	P22352
O15516	P13631
O15516	P48552
O15519	P07437
O15530	P63000
O15530	Q13224
O15530	Q96B36
O43143	Q01081
O43166	Q9NYY3
O43187	Q12933
O43290	Q13569
O43294	Q16558
O43294	Q9GZV5
O43304	Q96RT6
O43463	P29374
O43464	Q13546
O43474	P48552
O43521	P49810
O43524	P10398
O43526	Q9UPA5
O43559	Q8IYT8
O43586	P62993
O43592	P51571
O43592	P62979
O43592	Q71UM5
O43663	O75792
O43699	Q16288
O43707	Q01082
O43707	Q53GG5
O43719	Q01130
O43734	P28908
O43741	Q8TF40
O43795	P19105
O43823	Q7L590
O43914	P13747
O43914	P15498
O60216	Q92845
O60234	O95379
O60234	P01903
O60238	Q96LC9
O60282	P37840
O60333	P22001
O60333	Q9BTT6
O60346	P30291
O60397	P00403
O60603	P42684
O60610	Q15691
O60641	Q13387
O60671	Q14566
O60684	P63261
O60825	P40818
O60921	Q92769
O75015	P25025
O75030	P04150
O75052	P57105
O75150	P22314
O75182	P29590
A6NCE7	Q15424
O75323	Q8TD19
O75335	P23468
O75376	P07900
O75376	Q9BQG0
O75391	P48201
O75400	P16333
O75448	O75925
O75448	P48552
O75493	Q9P2U7
O75530	P17542
O75553	Q9UQF2
O75676	P15336
O75792	Q9NZJ0
O75800	P04553
O75899	P31946
O75899	Q13387
O75940	Q7L014
O76021	P62917
O94763	Q8ND56
O94776	O95243
O94776	Q92831
O94850	Q9NWB1
O94874	Q92769
O94921	P11802
O94972	Q93009
O95163	P40763
O95185	Q06124
O95197	Q92581
O95210	Q9NX00
O95373	Q5VYK3
O95382	P53779
O95382	Q16890
O95487	Q9Y6B6
O95502	P21579
O95502	Q9UM19
O95602	P19387
O95644	P01579
O95670	Q70YC5
O95813	P01571
O95831	P38398
O95831	P58107
O95944	Q00889
O95999	P11021
O95999	P45985
O96017	P20226
O96017	Q8N2W9
O96020	P20700
P00367	P31946
