Q96RS0	Q9UI43
Q14CS0	Q969M7
Q5QGZ9	Q9BXN2
Q92830	Q9H8M2
Q07108	Q9NY25
Q6UXB4	Q9NZS2
Q5QGZ9	Q9P126
Q6WCQ1	Q9UF11
Q8TD55	Q9UH65
O95297	Q9UIR0
O75596	Q9UJ71
O60449	Q9ULY5
P07307	Q9ULY5
Q8WXI8	Q9ULY5
P46379	Q9Y3P4
Q8IYU4	Q9Y679
P47736	Q969Q5
P47736	Q96AX2
P01023	P07203
P22830	Q9P2R7
P07766	P40933
P46934	Q13886
P78367	Q8TAX0
P49767	Q07325
Q5TH69	Q9NZ72
Q02447	Q9UQQ2
O95716	Q99719
P10586	P11277
P46934	Q8TBB1
P34130	Q12929
P01375	P08922
Q07889	Q12802
P15498	P21757
Q07699	Q8NB66
P09936	Q9C026
O00628	O15492
Q13253	Q9HB63
Q9NZN1	Q9UPW8
P24530	Q01718
O95376	Q9H6Y7
O43149	Q14999
O43149	Q8IWT3
P07306	P35247
O43818	Q9Y5J1
Q92667	Q9UN86
P61968	Q86YM7
Q99607	Q9NZQ7
Q6UXK2	Q9Y639
O95429	Q8WW22
P20336	Q8WXF7
A1IGU5	P46379
P46379	P60604
P60604	P68543
P20929	Q71RG4
Q71RG4	Q7Z6B7
O15393	Q8IUA0
P00736	Q8IUA0
P00749	Q8IUA0
Q14D04	Q8IZC4
Q8IW93	Q8N157
P60604	Q8N7F7
Q8N157	Q8NFA2
Q14449	Q8TED9
P60604	Q8WUN7
P63279	Q8WUN7
P40198	Q96DU3
Q8TEJ3	Q96HU1
Q04756	Q96NZ8
Q8TEJ3	Q96RF0
Q14D04	Q96TA1
Q71RG4	Q99469
Q14D04	Q9BST9
Q6XZF7	Q9BVT8
Q7Z6B7	Q9BVT8
Q8IW93	Q9BVT8
P46379	Q9H347
Q8WUN7	Q9H347
Q8N157	Q9H6S3
Q71RG4	Q9H7E2
Q96CS7	Q9HB19
Q9BVT8	Q9NQ75
Q460N5	Q9NR21
Q8IXQ6	Q9NR21
Q6MZW2	Q9NRS4
Q8IUA0	Q9NRS4
Q14D04	Q9UF11
Q53GL0	Q9UH65
Q96NZ8	Q9UI38
Q9BQI7	Q9ULM0
Q16584	Q9UNZ2
Q86WV1	Q9Y2H5
Q8N157	Q9Y5K6
Q8WYQ5	Q9NX74
P28358	Q9Y261
P19235	Q00888
Q15223	Q9HCU4
O00746	P27708
P55042	P61018
P43034	Q9NVX2
O00308	Q04759
Q8WWQ8	Q9H112
O95429	P06850
O14786	P13497
P09619	P78368
A6NIZ1	Q2M1Z3
P61224	Q2M1Z3
P52735	Q3MIN7
Q13795	Q7L0Q8
A6NIZ1	Q96M96
P61224	Q96M96
O15530	Q9H093
P23443	Q9H093
P41743	Q9H093
P49841	Q9H093
Q00535	Q9H093
Q9C0K7	Q9H093
Q9H093	Q9H2X6
P31943	Q9H6E5
P52272	Q9H6E5
P52756	Q9H6E5
Q12849	Q9H6E5
Q13795	Q9UL26
Q76G19	Q9UQ26
Q9H5P4	Q9UQ26
P04141	P12544
P04141	P20718
O75832	P48730
P47712	Q96RU7
P15692	Q96T37
P84022	Q14623
O15105	Q86UX7
Q02410	Q9HBZ2
P37023	Q9NPG4
O60259	Q9BQL6
Q13356	Q8IXY8
P42772	Q99728
P78414	Q15475
O43353	P06213
P49759	Q8NEV4
P29074	P78352
P29074	Q92796
P29074	Q9HAP6
P16333	Q9UKN7
O14933	Q9Y508
O95072	Q96M93
O60939	Q8N3J6
Q15223	Q8N3J6
Q8TDQ0	Q99062
O43603	P25105
Q13618	Q9UJX6
P06729	P13611
P57727	Q6UXH9
P13611	Q86YT9
Q6UXH9	Q8IU80
P13611	Q9HBG7
P13611	Q9UIB8
P13611	Q9Y279
P19256	Q9Y336
O43353	Q96RU8
P30679	Q92888
Q6PHR2	Q9H4B4
O14966	Q7L804
Q13637	Q7L804
Q15286	Q7L804
Q16760	Q8WZ64
Q9BZM6	Q9NQ25
P26599	Q8WXF0
P43146	P98172
O75494	Q9NW64
P04216	Q16650
Q14721	Q9ULS6
Q7Z5Q1	Q8N9W6
Q07890	Q99877
P45974	P51784
P13010	Q92794
Q8WWQ8	Q9NY15
O43424	P41594
O95835	Q12798
P22692	Q14393
Q05586	Q14832
P31268	P50281
P02747	Q02556
P49023	Q14112
P01911	Q29980
O95696	Q92833
P01023	Q92692
P52564	Q96M96
Q96T58	Q9Y2E6
O75832	P42574
Q6NVY1	Q9HCC0
Q13017	Q9NRY4
P10586	Q9H3S7
Q12967	Q6IQ22
Q96M96	Q9H422
O95150	Q9BY67
Q9Y5E3	Q9Y5E4
Q9UN67	Q9Y5E6
P49418	Q86YT6
Q13163	Q13705
P07996	Q08211
O14786	Q9UHC6
Q13402	Q9UM54
P24821	Q7Z4K8
O95336	P46926
O15075	P10721
O00308	Q8TEY7
Q7Z7A4	Q96BR1
Q6ZWE6	Q9Y2J2
P09564	P98172
P54253	Q13322
Q7Z3B1	Q86WK6
Q7Z3B1	Q9Y639
Q9BXJ3	Q9UPW8
P09493	P35368
P16157	P41743
P13726	P55290
Q86VW2	Q8NDX1
O14931	Q92823
Q15057	Q9NYI0
Q96GD4	Q9UQ88
O14763	P17948
P02549	P55055
P50219	Q00444
P08134	Q06187
P16410	Q9P1W8
O14763	Q9UKJ0
Q99466	Q9ULT8
Q9NQA5	Q9Y210
P08069	P17612
O95096	P35462
P05067	Q9HCK4
Q02779	Q8IV63
Q6U736	Q9NYV7
O15357	P18065
O75843	P53677
Q8WY64	Q9HCE7
O60259	P17252
P17252	Q16651
Q9HCC8	Q9NZC3
A6NCE7	P68543
P06241	P54284
O75398	O94813
O00194	P63096
P12111	P32927
P20248	P48729
Q13043	Q92888
Q13043	Q96P48
O15530	Q9UQ16
P43405	Q9UL17
P06493	Q9P2K8
P11234	Q6T310
Q9P0V3	Q9UJU6
P61626	P80075
Q8WZ92	Q9H339
Q8WZ92	Q9H340
Q9H339	Q9Y3N9
Q9H340	Q9Y3N9
O75940	Q9UK45
P43403	Q13554
O00391	Q8IXB1
Q6ZRP7	Q8IXB1
Q8IXB1	Q9H1E5
P21554	Q8TDS4
P54646	Q02750
P12319	Q86YW5
A1L453	P35030
O43240	Q6ZWK6
O60259	Q6ZWK6
P08217	Q6ZWK6
P08311	Q6ZWK6
P20160	Q6ZWK6
P20231	Q6ZWK6
P24158	Q6ZWK6
P51124	Q6ZWK6
Q6ZMR5	Q6ZWK6
Q6UWY2	Q86T26
A1L453	Q8NHM4
O00187	Q8NHM4
P12544	Q8NHM4
Q15661	Q8NHM4
P20231	Q8NHM4
P48740	Q8NHM4
P51124	Q8NHM4
Q86T26	Q8NHM4
Q8NF86	Q8NHM4
Q8NHM4	Q9BQR3
P00746	Q9UKQ9
P00748	Q9UKQ9
P00750	Q9UKQ9
P12544	Q9UKQ9
P48740	Q9UKQ9
P51124	Q9UKQ9
Q2L4Q9	Q9UKQ9
Q6ZMR5	Q9UKQ9
Q86T26	Q9UKQ9
Q9BQR3	Q9UKQ9
Q6ZWK6	Q9UKR3
Q6ZWK6	Q9UL52
Q9UKQ9	Q9UL52
Q6ZWK6	Q9Y337
Q9UKQ9	Q9Y6M0
P01730	P17948
Q15223	Q6ZN44
P01133	Q9GZP0
Q86YT6	Q9Y4K3
Q16394	Q92935
Q9GZX7	Q9Y235
P03951	Q8IZT8
Q13555	Q14012
Q6DHY5	Q9BXI6
Q8IZP1	Q9BXI6
A6NDS4	Q9NU19
P0C7X1	Q9NU19
P06213	Q9NY43
P11362	Q9NY43
P78310	Q9NY43
Q8IZP1	Q9Y3P9
P53350	Q6PHR2
Q6PHR2	Q8N5S9
P43250	Q9H4B4
Q6PHR2	Q9NYY3
P55060	Q9ULC3
Q8N5S9	Q9UQB9
O60260	Q8WVZ7
P10070	Q96A47
O95980	P00750
O60229	P36406
O95365	P40337
P19174	P54725
O75962	P61204
Q15311	Q6T310
P02760	Q8IU80
O43307	Q8IYK8
O43182	Q8IZ41
O43182	Q92963
Q8TAI7	Q96HU1
P62745	Q96P48
O43182	Q9H0H5
A6NDS4	Q5TC63
P0C7X1	Q5TC63
Q8IZP1	Q9P2M4
O60503	P29992
O60503	P30679
P40616	P47224
P11234	P53365
P11233	P53367
Q14011	Q9H6T0
P54821	Q06546
O00182	P04233
P01133	Q9BR39
O95235	Q9ULI4
O14763	Q9Y4K3
P04899	P17081
P04629	P29320
P29323	P35916
P05771	P42684
P36888	P54762
O15350	P78545
O95835	Q04323
P63000	Q96RU3
P84077	Q9H0T7
P60568	Q9HB65
Q9H6T0	Q9NZI8
Q9BYG5	Q9P202
Q9UK80	Q9UMW8
P35241	Q9Y6R0
O00194	P50148
P20339	Q03113
Q03113	Q14088
P61026	Q14344
P11234	Q969Q5
Q969Q5	Q96BM9
P29992	Q96P47
P63092	Q96P47
P01112	Q99490
Q96HU8	Q99490
Q03113	Q9BW83
Q99490	Q9H4E5
Q03113	Q9NP90
O95755	Q9NVJ2
Q99578	Q9NVJ2
Q14344	Q9NYR9
Q9BYG5	Q9UHG0
Q9NVJ2	Q9UL26
Q9H4E5	Q9UPQ3
P35367	P47901
P42226	Q5ZPR3
P29323	Q6ZUT3
Q6U736	Q9Y5X5
Q03405	Q7KYR7
P29320	Q06187
P02452	Q15465
P0DPH7	Q9H169
P0DPH8	Q9H169
Q6PEY2	Q9H169
P15924	P18206
P00748	Q86UP6
P12883	Q9P2D1
Q96QS3	Q9UPM6
P21333	Q02413
P62745	Q9HBH0
P52298	Q96J87
P21554	Q9UKP6
P22087	Q9UET6
P23560	Q13253
P08134	P11234
P11234	P52198
O00602	Q08830
O00622	P05997
P19438	P29317
P02452	P49023
P12757	P50461
O43581	Q13555
O14763	Q9UKW4
P80192	Q13555
P42679	Q9C098
P80192	Q9UQM7
P42771	Q04759
Q13011	Q6NVY1
P51659	Q8NBQ5
P01111	P24821
P01588	P05113
O00291	P31483
O75385	Q96S79
Q8WYQ5	Q9H9Z2
P62745	Q12979
P49810	Q14896
P35713	Q01860
Q01860	Q9BT81
P04626	Q13554
P31483	P52597
P61956	Q96T88
P51956	Q7Z7A4
Q13017	Q9Y6D5
P06340	P31994
P41743	P52824
P00736	Q13322
Q01082	Q15375
P45983	Q8N5S9
P04439	Q9NP99
P07949	Q12852
Q92835	Q96JZ2
O15524	Q9HA38
P62820	Q9NZM3
Q13464	Q9Y689
P41217	Q15223
Q7Z6M3	Q9NZC2
P07766	P61769
O60260	P61981
P16871	Q96JZ2
P11047	Q15654
Q02447	Q9NPG4
P52951	Q9P2D1
P46379	P54578
O75420	P18065
P10415	P78367
P22735	P49221
P09917	Q9BYJ1
O43524	O43638
O43707	Q8WXH0
Q01151	Q8IZU9
P01112	Q9UNA1
O95096	P31276
P09017	P40424
P09629	P40426
P14652	P40426
P17482	P48742
P09629	P50222
P12272	Q00888
P78413	Q03014
P06241	Q08289
O95147	Q6B8I1
P48742	Q92826
O00238	Q99988
P16471	Q9HCK4
P40426	Q9NYD6
Q96IS3	Q9NZR4
O95147	Q9UII6
Q13322	Q9UKS6
Q8IXY8	Q9UNP9
P16109	P19876
P16581	P19876
P05231	P54760
P01225	Q8WXD0
P19544	Q96MM3
P35226	Q96PM5
O14520	P55087
Q96RU7	Q9Y4H2
Q07890	Q5HYI8
Q8IXI1	Q92565
P06133	P22309
Q15003	Q96FF9
P37840	Q9Y639
Q6ZWJ1	Q92569
P17301	Q7RTX0
Q8IZP1	Q9ULP9
Q07699	Q71H61
O60494	Q9BY79
Q8N474	Q9BY79
O76039	P16234
Q04323	Q8WY64
P11177	Q9P2R7
Q07954	Q99471
O94953	P16333
O14640	Q9Y3R0
O00321	P19419
A6NJG6	P52945
P02649	P41159
O94953	O96028
P01024	P02549
Q9H0X9	Q9Y4H2
P07093	Q96P63
P14210	P29353
P14210	P43405
Q12802	Q3KR16
O60890	Q5JSP0
P61586	Q9BVC4
O00273	Q9NRC6
P11362	P43146
P51805	Q92752
P01023	P20333
Q15735	Q9P1Y5
P42679	Q6PKX4
P13861	Q12809
P23919	Q9Y6K8
O60663	P06493
P83731	Q13422
O96017	Q02750
O75147	O94856
Q15699	Q9NY43
Q96NU0	Q9ULB1
O95970	P04275
P14653	P20719
P00533	P36888
P28360	P56177
P50222	Q14774
P01024	Q15109
P07550	Q15109
Q5ZPR3	Q9NPF7
P49711	Q92833
P08571	Q9Y239
O43896	O95235
Q99661	Q9ULI4
P08319	Q00796
P14061	Q8IZV5
P11234	Q5VVW2
Q5VVW2	Q9BPW5
P23771	P43694
Q7Z4P5	Q9Y2U8
P06681	Q9HBG7
O76064	P05129
P20160	Q9NPY3
P52952	P54274
P29466	P61812
O14559	Q5JT25
P07766	Q9NR97
Q9BZS1	Q9HC29
Q13595	Q9BZC1
P19022	P25942
O43711	P42574
P43146	P48023
P52952	P55210
P24043	P61812
Q5SW96	Q92888
P42574	Q99801
Q8TD84	Q9Y5H5
P21549	Q9Y697
O15178	P20827
P12755	Q13705
P08567	Q86UW7
P11215	Q00013
Q96FX7	Q9UNQ2
P14778	Q9UHI8
Q9Y275	Q9Y4H2
O60687	P51671
O95716	P17252
Q8IYX1	Q92609
O00144	O43603
O43603	P08908
P20309	P28221
P08912	P30518
P30874	P51677
P41146	P51677
P52952	Q06546
P43699	Q15375
Q92752	Q96I82
P32971	P48023
P00736	P80075
P51159	Q92930
Q9H209	Q9H255
P04216	Q9HCN6
A6NI72	P19174
O14770	Q3C1V8
P0C0E4	Q8WZ42
Q5HYI8	Q8WZ42
Q8WXH6	Q8WZ42
P07550	P24530
P14921	P31268
P32247	Q15761
Q14246	Q9BY15
Q13239	Q9P2A4
P31150	P60763
P35240	P98174
P98174	Q15283
P52272	Q15696
Q13637	Q2M1Z3
P98174	Q5JS13
P11234	Q6IQ22
P26599	Q8N6W0
O95294	Q969H4
O15020	Q96M96
Q96PX9	Q9BYX2
Q9BVG8	Q9NRH3
Q92974	Q9NSC5
O60890	Q9NYT0
P08567	Q9ULH1
P08567	Q9Y275
O43896	P33176
P08908	Q01718
P40426	Q07687
P53778	Q15831
Q03405	Q86YW5
Q6ZMT4	Q92831
P08887	Q96MS0
O43704	Q9BR01
O75688	Q9H0C8
P16157	Q9H1D0
P78424	Q9UBC0
P42574	Q9UM47
Q15080	Q96B97
P04275	P37173
P25025	P42081
P19086	P42356
P38405	P42356
P62136	Q12834
P32241	Q15223
Q00535	Q7Z6Z7
Q14982	Q86UN2
P43489	Q9NPY3
Q9NZ72	Q9Y4C0
A4FU49	Q14511
Q96L92	Q9P202
O15528	Q6V0L0
P61586	Q9H422
P05156	P07357
Q01105	Q9BZS1
O00443	P19174
Q92729	Q9HCU4
O15085	P61026
Q07343	Q9NP56
O96013	Q9NX57
O15034	O60880
O75995	P54760
P41182	Q6TDP4
P41182	Q9NXS3
P01732	Q9UL17
O00213	P48745
O00444	P49841
P62491	P63165
O95835	Q00059
P00750	Q99075
P23560	Q9P202
P98174	Q9UHR4
O75367	Q9NVW2
Q99418	Q99704
Q6JQN1	Q9UKU7
P36405	Q9UH03
P49418	Q96MF2
Q8N2Y8	Q9BX66
Q8TEC5	Q9UQB8
P14416	P25025
P25025	P32239
P46934	Q6Q0C0
Q01826	Q96JN0
O60543	P16885
O00144	Q96HF1
P02654	P02792
O75460	P27361
P08476	Q8NER5
P35125	Q8TBP0
P19793	Q9H2W2
P02765	Q9GZV9
O60229	Q8N8L6
P51858	Q9Y483
P05093	P08684
Q7Z628	Q96Q42
Q86Z02	Q9NYL2
O00220	P08138
P04275	P26012
P30550	P35368
P52803	P98172
Q12947	Q12948
Q08722	Q14116
Q06710	Q5XKR4
Q12947	Q99958
O15151	Q9Y3I1
P61088	Q6ZYL4
P16949	Q9H4B7
P50750	Q02750
Q27J81	Q9C0D6
P35580	Q7Z406
Q14183	Q99584
O43739	Q9BST9
A6NHT5	P10275
Q02413	Q9Y5E4
Q02413	Q9Y5E7
O15455	P04233
P01137	P08575
O00555	P11229
P08253	P13612
P04234	P15813
P08648	P16109
O95970	P21728
P08887	P21730
P11215	P21730
O15123	P29317
P08588	P31644
P08575	P42229
O75899	P47870
P17787	P48058
P30872	P48058
O75899	P48169
P01137	P78552
Q00535	Q08209
O60603	Q14116
P08588	Q15784
P43405	Q16581
P15924	Q63HQ2
P07196	Q66K74
P28223	Q92736
P28335	Q92736
O15056	Q96PC2
O95754	Q9BZR6
P48167	Q9H254
P49407	Q9UQ13
P35222	Q9Y4D7
P04201	Q15615
Q8IZF2	Q9H255
P01597	P01903
P01593	P01889
O43293	Q13976
O14562	P54578
O00160	P0CG47
O00160	P0CG48
O00160	P62979
O00160	P62987
P0CG47	P19174
P0CG48	P19174
P19174	P62979
P19174	P62987
P0CG47	Q12965
P0CG48	Q12965
P62979	Q12965
P62987	Q12965
Q6EEV6	Q96B97
P05155	Q96P63
P31483	Q01130
P19838	P22301
P10644	Q9HCS4
P31271	Q14863
P63146	Q03164
P17252	P53667
O15259	P56715
O14640	P17787
P09382	P17936
P84103	Q96BT7
O14770	P58304
P55347	P58304
P51452	Q9H1R2
P08476	Q8N143
P55290	Q16650
Q14258	Q9HB58
P09429	P22301
P10072	Q6ZS27
P16415	Q8N972
Q02386	Q8NEK5
Q70J99	Q9HBE5
P32856	Q9BXF3
Q96QB1	Q9ULT8
P15882	Q96D21
O95361	P01375
P14550	P15121
O60469	P36897
O14983	P50993
P16615	P50993
O43639	Q13643
O14807	Q15759
P01112	Q15759
P51153	Q8N4G2
P36405	Q8WXH6
P43146	Q8WZ75
Q15286	Q9Y689
A5PKW4	P01111
O43680	O95096
O43711	P46531
P46663	P47900
P10600	Q02413
P41182	Q15464
Q07954	Q92765
P21802	Q9Y639
P01911	P09564
O75582	P22694
P22694	P51956
O15530	P61204
P41240	Q13233
P05771	Q14012
P22694	Q96BR1
Q8WYQ5	Q9H9B1
P06850	Q9NR48
Q04759	Q9NYY3
P80511	Q9HCY8
A6NDE4	A6NEQ0
A6ND48	A6NKK0
A6NF89	A6NKK0
A6NIJ9	A6NKK0
A4D2G3	A6NMS3
A6NKK0	A6NMS3
A6NKK0	A6NND4
A6NMU1	O95007
A6NND4	O95221
A6NDL8	P0C7N5
A6NDE4	P0C7P1
A6NEQ0	P0C7P1
A6NCV1	P30954
A6ND48	P30954
A6NMS3	P30954
P0C7N1	P47881
P0C7N1	P47888
A6NKK0	P58170
P30954	P58170
A6NDE4	P0DJD3
A6NDE4	P0DJD4
A6NEQ0	P0DJD3
A6NEQ0	P0DJD4
P0C7P1	P0DJD3
P0C7P1	P0DJD4
A6NDE4	Q15415
P0C7P1	Q15415
P0DJD4	Q15415
A6NIJ9	Q6IEY1
P30954	Q6IFH4
A6NDL8	Q7Z3T1
A6NET4	Q7Z3T1
A6NND4	Q7Z3T1
P0C7N1	Q7Z3T1
P58170	Q7Z3T1
Q6IEY1	Q7Z3T1
P30954	Q8IXE1
P47893	Q8IXE1
A6NKK0	Q8N127
A6NMU1	Q8N127
P0C7N1	Q8N127
P30954	Q8N127
A6NKK0	Q8NG81
P30954	Q8NG81
O76099	Q8NG83
P0C7N5	Q8NG94
A6NKK0	Q8NGA6
A6NKK0	Q8NGA8
P30954	Q8NGA8
P0C7N1	Q8NGB4
A6NCV1	Q8NGB6
A6NF89	Q8NGB6
P0C7N5	Q8NGB6
Q6IFH4	Q8NGB6
Q8N127	Q8NGB6
Q8NG81	Q8NGB6
Q8NGA8	Q8NGB6
Q8NGB4	Q8NGB6
P30954	Q8NGB9
A6NDL8	Q8NGC1
A6NET4	Q8NGC1
A6NKK0	Q8NGC1
O76100	Q8NGC1
P30954	Q8NGC1
P58181	Q8NGC1
Q6IEY1	Q8NGC1
Q6IFN5	Q8NGC1
Q8N349	Q8NGC1
Q8NG94	Q8NGC1
Q8NGA6	Q8NGC1
A4D2G3	Q8NGC4
P30954	Q8NGC4
Q8NG94	Q8NGC4
A6NET4	Q8NGC7
A6NIJ9	Q8NGC7
A6NKK0	Q8NGC7
O76099	Q8NGC7
O76100	Q8NGC7
O95221	Q8NGC7
Q7Z3T1	Q8NGC7
Q8N349	Q8NGC7
Q8NGA6	Q8NGC7
A4D2G3	Q8NGC9
A6NDL8	Q8NGC9
A6NET4	Q8NGC9
A6NIJ9	Q8NGC9
A6NKK0	Q8NGC9
A6NND4	Q8NGC9
P0C7N1	Q8NGC9
P30954	Q8NGC9
P47893	Q8NGC9
P58181	Q8NGC9
Q6IEY1	Q8NGC9
Q6IFN5	Q8NGC9
Q8N349	Q8NGC9
Q8NG94	Q8NGC9
Q8NG98	Q8NGC9
Q8NGC1	Q8NGC9
Q8NGC7	Q8NGC9
O76099	Q8NGD1
P0C7N5	Q8NGD1
Q7Z3T1	Q8NGD1
Q8NGC1	Q8NGD1
Q8NGC4	Q8NGD1
Q8NGC9	Q8NGD1
Q8NGC1	Q8NGD2
Q8NGC9	Q8NGD2
A6NKK0	Q8NGD5
P30954	Q8NGD5
A6NKK0	Q8NGE1
P30954	Q8NGE1
A4D2G3	Q8NGE3
A6NKK0	Q8NGE3
A6NMU1	Q8NGE3
Q8NG94	Q8NGE5
P30954	Q8NGE8
P30954	Q8NGF3
A6NKK0	Q8NGF4
Q7Z3T1	Q8NGF4
Q8NGC7	Q8NGF4
Q8NGC9	Q8NGF4
Q8NGC4	Q8NGF6
Q8NGC9	Q8NGF6
A6NKK0	Q8NGF9
P0C7N1	Q8NGF9
P30954	Q8NGF9
A6NDL8	Q8NGG2
A6NIJ9	Q8NGG2
A6NKK0	Q8NGG2
A6NMS3	Q8NGG2
O76100	Q8NGG2
P58170	Q8NGG2
Q15617	Q8NGG2
Q6IFN5	Q8NGG2
Q7Z3T1	Q8NGG2
Q8N127	Q8NGG2
Q8N349	Q8NGG2
Q8NG83	Q8NGG2
Q8NGC1	Q8NGG2
Q8NGC7	Q8NGG2
Q8NGC9	Q8NGG2
Q8NGD1	Q8NGG2
Q8NGE3	Q8NGG2
Q8NGF4	Q8NGG2
A6NKK0	Q8NGG3
O76099	Q8NGG3
Q7Z3T1	Q8NGG3
Q8NGC1	Q8NGG3
Q8NGC7	Q8NGG3
Q8NGC9	Q8NGG3
Q8NGG2	Q8NGG3
A6NDL8	Q8NGG4
A6NKK0	Q8NGG4
A6NND4	Q8NGG4
P30954	Q8NGG4
P58181	Q8NGG4
Q6IEY1	Q8NGG4
Q8NG83	Q8NGG4
Q8NG94	Q8NGG4
Q8NG98	Q8NGG4
Q8NGC7	Q8NGG4
Q8NGC9	Q8NGG4
Q8NGD1	Q8NGG4
Q8NGD2	Q8NGG4
Q8NGE8	Q8NGG4
Q8NGC1	Q8NGG8
Q8NGG4	Q8NGG8
A6NND4	Q8NGH5
O76100	Q8NGH5
P47881	Q8NGH5
P58170	Q8NGH5
Q15617	Q8NGH5
Q6IFN5	Q8NGH5
Q8N127	Q8NGH5
Q8N349	Q8NGH5
Q8NGC1	Q8NGH5
Q8NGC7	Q8NGH5
Q8NGC9	Q8NGH5
Q8NGE3	Q8NGH5
A4D2G3	Q8NGI0
A6NDL8	Q8NGI0
A6NET4	Q8NGI0
A6NIJ9	Q8NGI0
A6NKK0	Q8NGI0
A6NND4	Q8NGI0
P30954	Q8NGI0
P58181	Q8NGI0
Q8N349	Q8NGI0
Q8NG94	Q8NGI0
Q8NGC7	Q8NGI0
Q8NGC9	Q8NGI0
Q8NGD1	Q8NGI0
Q8NGD2	Q8NGI0
Q8NGF4	Q8NGI0
Q8NGF6	Q8NGI0
Q8NGG2	Q8NGI0
Q8NGG3	Q8NGI0
Q8NGG4	Q8NGI0
Q8NGH5	Q8NGI0
A6NKK0	Q8NGI4
O76099	Q8NGI4
Q8NGC1	Q8NGI4
Q8NGC9	Q8NGI4
Q7Z3T1	Q8NGI7
Q8NGC1	Q8NGI7
Q8NGC9	Q8NGI7
Q8NGG4	Q8NGI7
Q8NGH5	Q8NGI7
Q8NGI0	Q8NGI7
A6NKK0	Q8NGI9
Q8NGC7	Q8NGI9
A6NKK0	Q8NGJ2
Q8NGB6	Q8NGJ2
Q8NGC7	Q8NGJ2
Q8NGG2	Q8NGJ2
A6ND48	Q8NGJ5
A6NIJ9	Q8NGJ5
Q8NG81	Q8NGJ5
Q8NGC9	Q8NGJ5
Q8NGE5	Q8NGJ5
Q8NGE8	Q8NGJ5
A6NMS3	Q8NGJ8
P0C7N5	Q8NGJ8
P47888	Q8NGJ8
Q7Z3T1	Q8NGJ8
Q8IXE1	Q8NGJ8
Q8NGB9	Q8NGJ8
Q8NGC1	Q8NGJ8
Q8NGC4	Q8NGJ8
Q8NGC9	Q8NGJ8
Q8NGD5	Q8NGJ8
Q8NGE3	Q8NGJ8
Q8NGF9	Q8NGJ8
Q8NGI0	Q8NGJ8
A6NDL8	Q8NGK0
A6NKK0	Q8NGK0
P0C7N1	Q8NGK0
P30954	Q8NGK0
P58181	Q8NGK0
Q6IEY1	Q8NGK0
Q8NG94	Q8NGK0
Q8NGC1	Q8NGK0
Q8NGC9	Q8NGK0
Q8NGD1	Q8NGK0
Q8NGD2	Q8NGK0
Q8NGG2	Q8NGK0
Q8NGH5	Q8NGK0
Q8NGI7	Q8NGK0
Q8NGJ8	Q8NGK0
A6NKK0	Q8NGK1
P30954	Q8NGK1
A6NKK0	Q8NGK9
A6NND4	Q8NGK9
Q6IFN5	Q8NGK9
Q7Z3T1	Q8NGK9
Q8N349	Q8NGK9
Q8NGC1	Q8NGK9
Q8NGC7	Q8NGK9
Q8NGC9	Q8NGK9
Q8NGG3	Q8NGK9
A6NKK0	Q8NGL4
A6NMU1	Q8NGL4
P30954	Q8NGL4
Q8NGG2	Q8NGL4
Q8NGH5	Q8NGL4
P0C7N1	Q8NGL7
P30954	Q8NGL7
Q8NGB6	Q8NGL7
Q8NGC9	Q8NGL9
Q8NGG4	Q8NGL9
A6ND48	Q8NGN2
A6NIJ9	Q8NGN2
Q6IFN5	Q8NGN2
Q8NGE8	Q8NGN2
Q8NGG4	Q8NGN2
Q8NGI4	Q8NGN2
A6NKK0	Q8NGN5
O76099	Q8NGN5
P0C7N5	Q8NGN5
Q7Z3T1	Q8NGN5
Q8NGC1	Q8NGN5
Q8NGC4	Q8NGN5
Q8NGC9	Q8NGN5
Q8NGE5	Q8NGN5
Q8NGG2	Q8NGN5
Q8NGG4	Q8NGN5
Q8NGH5	Q8NGN5
Q8NGI0	Q8NGN5
Q8NGK0	Q8NGN5
A6NKK0	Q8NGN8
O76100	Q8NGN8
P30954	Q8NGN8
Q8NG94	Q8NGN8
A4D2G3	Q8NGP0
A6NKK0	Q8NGP0
P30954	Q8NGP0
Q8NGJ5	Q8NGP0
Q8NGC9	Q8NGQ1
Q8NGE3	Q8NGQ1
Q8NGI0	Q8NGQ1
A6NDL8	Q8NGQ4
A6NKK0	Q8NGQ4
P0C7N1	Q8NGQ4
P30954	Q8NGQ4
P47893	Q8NGQ4
P58181	Q8NGQ4
Q8NG94	Q8NGQ4
Q8NGC7	Q8NGQ4
Q8NGC9	Q8NGQ4
Q8NGD1	Q8NGQ4
Q8NGI0	Q8NGQ4
Q8NGJ8	Q8NGQ4
Q8NGN5	Q8NGQ4
A6NDL8	Q8NGQ5
A6NND4	Q8NGQ5
O76100	Q8NGQ5
P30954	Q8NGQ5
P47893	Q8NGQ5
P58170	Q8NGQ5
Q6IFN5	Q8NGQ5
Q8N349	Q8NGQ5
Q8NG94	Q8NGQ5
Q8NG98	Q8NGQ5
Q8NGB6	Q8NGQ5
Q8NGC1	Q8NGQ5
Q8NGC7	Q8NGQ5
Q8NGG4	Q8NGQ5
Q8NGI4	Q8NGQ5
Q8NGI7	Q8NGQ5
Q8NGJ5	Q8NGQ5
Q8NGJ8	Q8NGQ5
Q8NGL9	Q8NGQ5
Q8NGN5	Q8NGQ5
Q8NGQ1	Q8NGQ5
