O00273	Q9GZV5
P19838	Q9H173
P20151	Q99726
P20226	Q6P2C8
P20265	Q15672
P20290	Q8IZL8
P20290	Q9UBL3
P20333	Q92608
P20333	Q9H857
P20823	P38398
P20823	Q8WUI4
P20908	Q96D15
P21333	Q9Y463
P21918	P49758
P22004	Q14192
P22736	Q9H4B4
P23142	Q6ZWJ1
P23284	Q9BWF2
P23396	Q9BWF2
P23467	Q16825
P23528	Q9UHP3
P23771	Q8NCL4
P24522	Q13547
P25024	P51677
P25208	Q05397
P25440	Q8NCD3
P25490	Q06330
P25774	P43405
P26639	P31350
P26641	Q8IZL8
P27816	Q9Y4K4
P28065	Q06643
P28223	P53779
P28340	Q8WZ19
P28482	Q14596
P28827	Q9Y2T1
P29323	Q14449
P29376	P51451
P29466	Q02878
P29475	P50549
P29992	Q14677
P30153	Q96PY6
P30153	Q9H0H5
P30154	Q96KP1
P30279	Q66K89
P30874	P50052
P31151	Q6Q0C0
P31327	Q969H4
P31947	Q9C004
P31949	Q86SG5
P32121	Q9P2K5
P32248	Q15027
P32455	P42081
P32780	Q15652
P33681	Q9NR48
P33992	Q13164
P35244	Q9H668
P35251	Q9ULX6
P35269	Q15418
P35346	Q15027
P36956	Q9ULV5
P39656	P53675
P41134	Q99750
P41182	Q16520
P41212	P47712
P41235	Q13153
P41238	Q9Y478
P41252	Q14152
P41743	Q15642
P41970	Q9H222
P42224	Q92529
P42574	Q13033
P42680	Q96S53
P42684	Q13574
P42685	P50750
P42858	Q99558
P43243	P46782
P43487	P48436
P43487	P55209
P45983	P62304
P46063	Q8NFW8
P46087	Q13823
P46108	Q15796
P46108	Q99418
P46527	Q92922
P46782	Q96CV9
P46821	Q92922
P46976	Q92636
P48023	Q13796
P48023	Q9NWB1
P48643	P55209
P48751	Q16322
P49407	Q96PM5
P51608	Q96A56
P51955	Q99543
P54253	Q9BUX1
P55072	Q96Q80
P62487	Q9Y333
P62993	Q16626
P63162	Q9Y5V3
Q00839	Q13885
Q01826	Q14526
Q02962	Q96QF0
Q03252	Q86XI2
Q06265	Q9H9D4
Q08380	Q9Y263
Q09161	Q9HBH9
Q12852	Q96EY1
Q13315	Q14686
Q13523	Q7Z460
Q13573	Q99497
Q14739	Q9H2X6
Q14974	Q15645
Q15582	Q9NR99
Q16143	Q99962
Q32P44	Q9P2M7
Q69YQ0	Q9HAV0
Q76N89	Q8NCG5
Q86T24	Q96T58
O00160	Q16617
Q8N7W2	Q9UKG1
Q8N9N2	Q99966
Q8TAC9	Q9UPV7
Q8WV24	Q96LL4
Q8WV99	Q9NQB0
Q92574	Q9NYL2
Q92750	Q96JB5
O00329	Q12967
Q96DZ5	Q96PE2
Q96QK1	Q9NYF8
Q9BXW9	Q9Y6Q9
Q9GZL7	Q9Y285
O00487	P31948
O00628	Q8IWV8
O00750	P45984
Q9H2A3	Q9HBZ2
O14649	P07858
O14757	Q96S44
O14920	Q2LD37
O14920	Q9Y4A5
O15056	Q9Y5X2
O15069	Q14982
O15085	Q8WU20
O15131	P49815
O15182	P29218
O15304	O15392
O15527	O95622
O43283	P35222
O43294	Q9BZ71
O43609	P09917
O43889	Q06546
O60264	P48382
O60449	P25774
O60637	P11049
O60870	Q9BZE4
O75144	P06340
O75293	Q9Y2S7
O75420	P06213
O75448	P30305
O75486	Q01658
O75593	P78368
O75807	Q03111
O75962	Q8WUP2
O94967	Q9UPP5
O94973	P21860
O95185	Q6ZN44
O95365	Q14209
O95376	Q70YC5
O95944	P21731
O96020	P27348
P00533	Q7M4L6
P00533	Q9NQ76
P01138	P02649
P04406	P22314
P04626	Q7M4L6
P04839	P09912
P05231	Q9Y2K7
P05388	Q9Y262
P06396	P19438
P06400	Q14919
P06401	Q8IZ40
P07737	P25791
P07900	Q9ULX6
P08247	P84074
P08571	Q99538
P08588	Q09470
P08637	Q08881
P08709	Q00887
P08887	P32927
P10828	Q16665
P11021	Q15464
P11217	P41252
P11234	P30301
P11532	Q99784
P12956	Q6UWZ7
P14222	Q07820
P15056	P21333
P15056	Q9UL15
P15498	P51452
P16104	P20226
P17301	P24821
P17600	Q13319
P17600	Q13634
P17931	Q15303
P18669	P22303
P19022	P20823
P19320	Q9UKX5
P20810	Q9P1A6
P22234	Q9NS73
P23246	P62837
P23246	Q9NWB6
P23443	P78371
P23458	P42566
P24534	Q15046
P25105	P46778
P25205	Q8NEM2
P25398	P61254
P25815	Q16548
P30301	P35611
P30305	Q6PL18
P32004	Q8IZE3
P32121	P51610
P32780	Q8N488
P35222	Q8NEB9
P35227	P62837
P35249	P53350
P38398	Q99471
P40425	Q9Y6W5
P41252	P62917
P42285	Q8WVK7
P42704	Q96EY1
P42766	P54136
P42858	Q66K89
P43405	P61158
P43686	Q01813
P45984	Q14498
P46060	Q9C0C9
P46937	Q13671
P47756	Q9UBC5
P49848	Q05086
P49917	Q13950
P49917	Q9HB75
P51449	Q9Y6Q9
P51965	P60484
P55769	Q9Y285
P60953	Q13562
P62258	P62837
P62314	Q00987
P82094	Q9HBE1
P98170	Q13163
Q00005	Q9BV73
Q00987	Q9UL46
Q07343	Q8TF05
Q09470	Q14114
Q12778	Q99640
Q13085	Q9HCC0
Q13363	Q16621
Q13501	Q9UKL3
Q13642	Q16853
Q15047	Q9Y478
Q15172	Q9H4B4
Q15831	Q66K89
Q3T906	Q9P2W9
O00214	O14908
O00221	P13501
O00231	Q99558
Q8WWQ0	Q96CS3
Q9BUF5	Q9BX67
O14508	P35968
O14508	Q9NY57
O14867	Q05048
O14965	Q8TDN4
O15371	Q16543
O43295	Q8IZQ8
O43749	Q96GX1
O60486	Q9Y6Y9
O75553	P07900
O75608	P22626
O75626	P01584
O95243	P22626
O95613	Q99784
O95644	P28329
O95983	Q14687
P00533	Q92730
P01116	Q8WXI2
P01570	Q8WYR1
P04350	P20336
P05107	P98171
P08238	Q13094
P09486	Q13361
P12830	Q02790
P14625	P27708
P14625	Q92616
P15170	Q6GPH4
P17302	Q15654
P17482	Q3YEC7
P18507	Q8IXH6
P19013	Q00887
P19235	Q14186
P19388	P40926
P20248	P42771
P20333	Q92905
P20701	Q9Y463
P23771	Q92831
P26998	Q14213
P32121	Q14738
P34741	Q92743
P34931	Q9P2K8
P38398	Q8TDN4
P40425	Q92558
P40763	Q9C0K7
P42684	Q8N4C8
P42684	Q93074
P45984	Q14978
P47928	Q9BXM0
P49841	Q9BRK4
P50991	Q9Y6K9
P51665	P61758
P52737	Q99988
P54253	Q96EB6
P54274	Q2NKJ3
P54619	Q15654
P55060	Q8TD19
P55083	Q99969
P55209	Q02880
P55209	Q16512
P60763	Q9UKW4
P60866	Q9UMW8
P61077	Q14257
P61289	Q6QNY1
P61457	Q92793
P61981	Q9P2E2
P62380	Q16659
P62495	Q13033
P62995	Q9UPU9
P63279	Q02363
P82094	Q12888
P98177	Q6K0P9
Q00613	Q02156
Q00653	Q9H074
Q00987	Q96K76
Q01814	Q9Y4J8
Q01995	Q9BSN7
Q02779	Q99801
Q04323	Q969H0
Q07002	Q07352
Q07092	Q9UPN3
Q07866	Q92529
Q07866	Q9HAP2
Q08999	Q9BXW9
Q10567	Q9Y6B7
Q12772	Q9UIS9
Q12802	Q15109
Q12879	Q96PV0
Q13015	Q13554
Q13114	Q7Z3B3
Q13185	Q13523
Q13224	Q9Y210
Q13772	Q96S59
Q13895	Q9Y230
Q14152	Q92905
Q14289	Q15464
Q15011	Q96SL4
Q15052	Q9NYF8
Q15303	Q7M4L6
Q15436	Q9Y696
Q15642	Q8IZQ1
Q15661	Q9UPY6
Q15759	Q9Y572
Q15796	Q92886
Q15818	Q7L1I2
Q16143	Q9Y6Y1
Q16625	Q96M96
Q567U6	Q9NYJ8
Q5VZL5	Q9NYF8
Q68CZ2	Q9H4P4
Q6PGN9	Q9NVP2
Q7Z401	Q99759
Q86XR7	Q9NR97
Q86Z02	Q8N488
Q8N752	Q9BQA1
O00292	Q99988
Q92828	Q96T58
Q92870	Q9Y5Z0
O00418	Q14643
O00422	Q9UKA4
Q96F46	Q9Y6Q6
B3KU38	Q96HU1
P0DPB3	Q96HU1
Q96S42	Q9Y442
Q96T88	Q9NS87
Q9BQS8	Q9H2M9
Q9BWQ8	Q9UBL0
O00560	O14964
O00560	P63261
Q9H3N8	Q9UKN7
Q9NQ94	Q9NXH3
Q9UGK3	Q9Y2C9
Q9UHV7	Q9UQR1
O14595	Q9UBS8
O14733	Q14934
O14832	Q15306
O14929	P38646
O14976	Q9UBS8
O15034	Q9H2X9
O15105	Q13616
O15143	P54852
O15160	P62917
O15259	O95067
O15265	Q9Y265
O15294	P18858
O15516	P20749
O15519	Q05513
O15519	Q9NPP4
O15530	P33176
O15530	Q6P5Z2
O43353	Q71UM5
O60341	Q08999
O60733	O95944
O75190	Q9H307
O75335	Q5T3J3
O75347	P20290
O75398	P46531
O75533	P62899
O75717	P33992
O76024	Q8IUX7
O94804	P43250
O94850	P60880
O94856	Q01453
O94967	P67775
O95155	Q92851
O95295	Q12846
O95336	P17482
O95382	P04049
O95696	P15923
O95704	Q05193
O95819	P53708
O95831	P14317
O95972	P01569
P02549	P49023
P04054	P09093
P04150	P10398
P04637	Q8IXJ6
P05015	P38567
P06127	P78357
P06241	P08588
P06396	P19021
P06400	Q05209
P06748	Q96B26
P07237	P07741
P07437	Q8WWZ3
P07814	P26639
P07910	P62314
P0DMV8	P45880
P0DMV9	P45880
P08575	Q68CZ2
P08631	Q8NHJ6
P08779	Q15046
P09496	P12272
P10589	Q15459
P10721	Q9Y3P8
P11021	Q5SW96
P11171	P34741
P11387	P78347
P11473	Q9UNH5
P12814	P51659
P12931	Q8TEW0
P12956	P27824
P13056	P27986
P13056	Q8N2W9
P13639	Q9H0D6
P13765	P55899
P14316	P43694
P17028	Q13433
P17081	P51790
P17482	Q8NE01
P17858	P19388
P18146	P20749
P18583	P27448
P19338	P20718
P19544	Q96A56
P20333	Q12931
P20585	P35573
P20700	Q9BQG0
P20749	Q92925
P21709	Q15303
P21860	Q7M4L6
P22087	P62851
P23284	P63313
P23508	Q9UKB1
P24723	P30086
P24821	Q08722
P25054	Q15654
P25440	Q9Y468
P25686	Q9UNE7
P28482	Q04323
P29992	Q9NYL9
P30307	P62714
P32780	P42574
P32780	P55209
P35222	P42345
A6NKC9	P00533
A6NKC9	P04626
A6NKC9	P21860
A6NKC9	Q15303
P37840	P53355
P40692	P40938
P40763	Q01826
P42224	P53350
P42574	P53041
P45984	Q5VTR2
P46734	Q15256
P47736	Q99558
P50613	Q15910
P50993	Q8IZD9
P51808	Q02156
P51965	Q15303
P52961	Q8IWZ4
P54826	P62736
P62834	Q05397
P79483	Q30154
Q00537	Q96NE9
Q03164	Q12778
Q05193	Q9UJD0
Q07960	Q08345
Q12778	Q14161
Q12982	Q16666
Q13547	Q8NFZ5
Q14190	Q99719
Q14191	Q16594
Q14201	Q9HAU0
Q14203	Q92845
Q15596	Q99626
Q15818	Q8IW70
Q5T3I0	Q9NZP6
Q8IUC6	Q96CG3
O00206	Q14164
O00254	O00294
Q92547	Q9NRL2
Q96PM5	Q99497
O00567	Q9BXF6
O00567	Q9Y2W1
O00571	O60516
O00716	P33993
Q9NQW7	Q9P2W9
O15105	P14921
O15143	P49795
O15264	Q9H422
O15350	Q9UIS9
O15357	Q7Z7G1
O43707	P04049
O75044	Q9UMS4
O75554	Q14331
O75578	Q9NZI2
O75807	P14317
O94763	P11217
O95502	Q8NCB2
O96019	P17676
P04053	Q9BVC3
P04179	Q86VB7
P06702	Q9UQQ2
P07197	Q15643
P09651	P53779
P09936	Q69YW2
P10636	P31949
P12544	P53779
P13164	Q8NFD5
P14136	Q9BZQ4
P15586	Q9H8V3
P16157	Q92889
P16284	Q13507
P17066	Q9BV68
P17066	Q9UNM6
P18206	P60842
P18615	P55055
P18669	Q13625
P19838	P20701
P19838	Q13363
P21796	Q13526
P24522	Q07820
P24588	P45379
P29475	Q15303
P30086	P48050
P33151	P50402
P43405	Q96EY1
P48023	Q9HB21
P48730	P67870
P49023	Q13477
P50395	P62979
P51451	Q9UHD9
P51668	Q13950
P0DP23	P51674
P0DP24	P51674
P0DP25	P51674
P52747	Q14164
P52948	Q07666
P52961	Q8NCG5
P54257	Q9UJY4
P55017	Q9BZ71
P55197	Q9NV56
P55209	Q9BZE4
P56192	Q9UHD2
P60484	Q14684
P60842	P63241
P60953	Q92569
P61077	Q15796
P61158	Q15041
P61289	Q96KG9
P61626	Q96HJ5
P61962	Q92574
P62899	Q13523
P63027	Q9Y345
P63261	Q6S8J3
P63279	Q99496
P67809	P84090
P78356	Q96DZ1
P78371	Q6NUP7
P78556	Q14790
P98077	Q9HBL0
P98082	Q13796
P98164	Q9Y4G6
P98177	Q9GZV5
Q00403	Q99986
Q00587	Q16584
Q01201	Q8IXJ6
Q04917	Q99819
Q05655	Q13526
Q06187	Q13574
Q08881	Q96S44
Q09472	Q9Y2X9
Q12837	Q9P267
Q12959	Q8IY63
Q12967	Q92769
Q13094	Q92619
Q13257	Q9UNS2
Q13268	Q14978
Q13319	Q5VTD9
Q13627	Q9NYJ8
Q13882	Q96B97
Q14416	Q14832
Q14449	Q96EY1
Q15149	Q63HR2
Q15329	Q9H160
Q15329	Q9H2X6
Q16342	Q9Y6H5
Q16513	Q9NP62
Q7Z419	Q9P287
Q7Z460	Q9P0V3
Q7Z4V5	Q92522
Q86UW9	Q9Y3C5
Q8N149	Q9Y2G0
Q8N752	Q9H8S9
Q8NFD5	Q9UBN7
O00220	O43353
Q8TEV9	Q9BSB4
Q8TF05	Q9NY27
Q92750	Q9UDY6
Q92870	Q9UI08
O00329	Q9UBF8
O00458	Q96BH3
Q96FW1	Q9NRC1
Q96JQ5	Q9H3U5
Q96S59	Q9ULL4
O00602	P08571
Q9H0B6	Q9NPB6
Q9NRZ9	Q9Y4A5
Q9NYF8	Q9UJF2
Q9UBL3	Q9Y4W2
O14618	P61764
O14641	O15534
O14641	O75925
O14776	P61218
O14795	Q9Y345
O14901	Q15256
O14920	Q9NPI8
O14948	Q9BXN2
O14980	Q14204
O15069	Q13875
O15105	P43268
O15105	P49354
O15357	Q9NZV8
O15372	P21127
O43159	P83916
O43353	Q99933
O43432	P28482
O43504	P06748
O43559	Q13480
O43592	Q96DZ1
O60269	Q6WCQ1
O60282	Q16143
O60315	Q16617
O60506	P46781
O60936	Q9UKL3
O75446	P20749
O75494	Q6UUV7
O75525	O95400
O75578	Q9BZM6
O75751	Q9NYB9
O75822	Q12933
O75962	Q16512
O76064	Q9NX02
O94769	Q05682
O94832	Q9NTJ3
O94989	Q13368
O95071	Q9Y222
O95150	Q13077
O95219	P49458
O95835	P18031
P00533	Q08050
P00533	Q92993
P00746	P61626
P02462	P14778
P02489	Q9UBY9
P04049	P05387
P05107	P18206
P05107	Q9NUV9
P05141	P63279
P05230	P60880
P05549	P23511
P05549	P35398
P05783	P0DP23
P05783	P0DP24
P05783	P0DP25
P06241	P23528
P06454	P10244
P06454	P17480
P06729	P20338
P07359	P35237
P07384	Q15750
P07437	P17096
P07437	Q13009
P07437	Q14155
P08247	Q9NY72
P08571	P14207
P08581	P60484
P08631	Q15746
P09001	P19338
P09326	P20701
P09417	P20336
P10809	P61088
P10914	Q92844
P11047	P29558
P11215	P35637
P11831	P49815
P12036	P26651
P13010	Q99929
P13236	Q13241
P14373	P62258
P14784	Q03405
P14867	Q96NX5
P15311	Q13444
P16333	P42338
P16519	Q7Z2D5
P17676	P23760
P17844	P83731
P18433	Q96AX1
P18847	Q9BPZ7
P19634	P26045
P21333	P55212
P22607	Q13322
P22674	P40938
P23471	Q8IZD9
P24864	P31751
P24928	Q15637
P25105	Q99829
P27348	Q02833
P27449	Q14919
P27695	Q9NSU2
P28482	Q13242
P28482	Q14151
P28799	P61626
P29590	Q16621
P31151	Q9UHB6
P31260	Q86UP6
P31943	P62987
P33992	Q14164
P35221	P63010
P35241	P51790
P38398	Q9HA38
P40424	P51948
P41235	Q15078
P42229	Q9HCU9
P42262	P54920
P42345	Q7RTN6
P43003	Q99784
P46108	Q15797
P46199	Q14152
P46527	Q16513
P46934	Q14155
P49757	Q9GZU2
P49798	Q7L1I2
P50281	P55773
P51168	Q16655
P53621	Q9UMW8
P55209	Q15388
P60709	Q9HCB6
P62993	Q16825
Q12769	Q6VMQ6
Q13033	Q9H992
Q13098	Q7L2H7
Q13536	Q9NQN1
Q14257	Q9Y616
Q14596	Q7Z3C6
Q14847	Q9UBX3
Q15397	Q2NL82
Q6PGP7	Q96BP3
Q86VZ6	Q99759
O00141	P51617
O00151	Q9NP98
O00151	Q9NVC6
Q8TAD8	Q92616
Q8WTV1	Q9NS37
Q8WUY1	Q9HBW0
Q8WVM8	Q9NXG2
Q8WVM8	Q9UQE7
O00443	Q9Y485
O00470	Q9UQB8
Q96D21	Q9H8W4
Q9NTJ3	Q9UDY8
Q9UBB4	Q9UJ04
Q9UIL8	Q9UKV0
O14512	Q9P0J0
O14594	Q86W47
O14595	P13056
O14709	Q99801
O14828	P15514
O14836	P0DP23
O14836	P0DP24
O14836	P0DP25
O14901	O43439
O43513	Q9H992
O60239	Q07820
O60282	Q01892
O60645	Q14500
O60880	Q96JZ2
O75368	P24844
O75427	P54259
O94826	Q14318
O94972	Q13404
O95405	Q8IWU2
O95405	Q9ULJ8
O95571	P16403
O96028	Q9NQU5
P00519	Q13765
P01588	P16885
P04234	Q92575
P05813	P25788
P08047	Q05397
P08047	Q9NRI5
P0DMV9	P51812
P08138	P17066
P08754	Q13576
P09238	P80098
P09874	P35869
P11137	Q86WV1
P12235	Q9HAV4
P12956	P13498
P14316	P19320
P14316	Q96DY7
P14416	P21579
P15056	P16220
P15153	P43250
P17544	Q92769
P17931	Q9Y5K6
P18848	Q15717
P19474	Q03518
P21918	Q9UI40
P22079	Q16378
P29350	Q15149
P29536	Q14195
P30876	Q9BQG0
P33241	P34910
P35249	Q99986
P39023	Q00325
P41182	Q13330
P42229	Q96J02
P46937	P48048
P47756	Q9H171
P47813	Q9NW08
P48357	Q14764
P50461	Q9UKX2
P50548	P84022
P50613	Q96J02
P50750	P53350
P50990	Q15645
P51124	Q8IZE3
P51608	Q9BY41
P51693	Q12800
P51693	Q9NYI0
P51946	P53350
P51946	Q15572
P52907	Q9UMW8
P53667	Q13393
P54253	Q02156
P54253	Q96S53
P54259	Q13546
P55072	Q13526
P55345	Q5QJE6
P55957	Q9BYP7
P56192	Q02878
P57059	P62995
P61204	Q93050
P61289	Q7Z419
P61619	Q8IUF1
P61952	Q4L180
P61962	Q15758
P61981	Q7Z4V5
P0DP23	P62266
P0DP24	P62266
P0DP25	P62266
P0DP24	Q13200
P0DP25	Q13200
P0DP23	Q8WZA2
P0DP24	Q8WZA2
P0DP25	Q8WZA2
P62249	Q7Z6L1
P62328	Q16625
P62879	Q69YQ0
P62979	Q9UPN9
P62993	Q99640
P63173	Q9H1R3
P63208	Q96D46
P68400	Q10586
P78382	Q93100
P78552	Q99650
P82094	Q15654
Q00403	Q9UNN4
Q00577	Q99608
Q01844	Q969H4
Q02978	Q6AI08
Q03111	Q9UMN6
Q03169	Q9NY61
Q03468	Q13503
Q03518	Q7Z5L9
Q04695	Q8IZV2
Q05066	Q8IUQ4
Q05066	Q9Y618
Q05193	Q13426
Q06124	Q96RD9
Q06187	Q969W1
Q07157	Q9NRC6
Q07666	Q9H6Q3
Q08209	Q9UBL0
Q08999	Q8IYF3
Q08AG7	Q96L34
Q10567	Q9NUW8
Q12834	Q13444
Q12837	Q9BTK6
Q13029	Q9UQ80
Q13094	Q8IZW8
Q13163	Q13469
Q13177	Q14103
Q13233	Q9H0U6
Q13263	Q15653
Q13362	Q92905
Q13387	Q9Y4C0
Q13439	Q96A65
Q13485	Q7Z3K3
Q13490	Q96CG3
Q13491	Q15121
Q13526	Q9UJX6
Q13546	Q14511
Q13619	Q9NRD1
Q13634	Q9BR01
Q13671	Q9UQF2
Q14103	Q15139
Q14344	Q9UMX0
Q14694	Q9NVP1
Q15038	Q9Y253
Q15078	Q5VTD9
Q15306	Q8N6T7
Q15311	Q9UKB1
Q15329	Q16665
Q15369	Q99683
Q15562	Q9UBK2
Q15642	Q9NWQ8
Q15654	Q9HB21
Q15784	Q9P2N4
Q16288	Q9GZY6
Q16515	Q9UI15
Q16555	Q96J02
Q16576	Q96GD4
Q16625	Q9UHP3
Q16643	Q9H3G5
Q16643	Q9H853
Q3V6T2	Q92845
Q5TBB1	Q92750
Q66K74	Q8IZQ1
Q6PGQ7	Q9BTX1
Q6UWE0	Q8ND25
Q7KZI7	Q8NHQ8
Q7Z460	Q99661
Q86V59	Q9Y2H2
Q8IW19	Q9Y4K3
Q8IW41	Q9UER7
Q8IY18	Q8WXA9
O00141	Q8IUQ4
Q8NEZ4	Q9UIG0
O00186	P54920
O00217	P10606
O00217	Q96G21
O00231	O75477
O00231	P55072
O00299	Q9H4A4
Q8NHQ8	Q9UMS4
Q8TEX9	Q99417
Q92585	Q9H160
Q92698	Q9NTJ3
Q92793	Q9NZJ0
Q93008	Q9BX66
O00398	P04234
Q96KQ4	Q9BZJ0
Q96PY6	Q9P2H0
Q96T88	Q9NPF5
Q99608	Q9Y243
Q99626	Q99967
Q9BXM0	Q9P0X4
Q9BXM0	Q9Y5X2
Q9BZD4	Q9NRZ9
Q9BZK7	Q9NVP2
Q9BZQ4	Q9Y328
O00512	Q2LD37
O00571	P05455
O00574	P14222
Q9H0D6	Q9UL68
Q9H0H5	Q9NR09
Q9H169	Q9HC56
Q9H222	Q9P1A6
Q9H4A3	Q9UBF8
Q9H9Y2	Q9UHA3
Q9NY61	Q9Y618
Q9NYJ8	Q9UBB5
Q9UBC5	Q9ULV4
O14490	Q13480
O14495	Q13642
O14497	P52630
O14746	P19838
O14901	P18564
O14920	P31943
O15105	P55196
O15111	Q8NB91
O15143	Q15052
O15234	P07437
O15234	P62424
O15239	Q9NP98
O15243	Q9UBI6
O15294	Q9UKV0
O15360	Q99558
O15371	P11142
O15492	Q9NS28
O15525	P04150
O43143	Q96AE4
O43184	P29350
O43251	P62258
O43251	Q93009
O43526	P51911
O43557	Q15750
O43592	P33778
O43699	Q02127
O43749	Q08830
O60229	O94915
O60282	P60983
O60404	Q16288
O60565	P51884
O60641	P50993
O60684	P46782
O60825	P32121
O60825	P48058
O60934	P53618
O60934	Q5T230
O75122	O95670
O75306	O75438
O75346	Q9H8W4
O75376	P09086
O75496	Q9H8V3
O75509	P22303
O75578	Q02446
O75592	P56192
O75626	P48382
O75884	P55345
O75914	Q7L576
O75925	P17947
O75928	Q99801
O75955	P55196
O76015	O95972
O94782	Q92905
O94888	P63165
O94989	P50150
O95067	P15923
O95067	P35462
O95071	Q13362
O95178	Q9UDW1
O95196	O95197
O95243	Q9H307
O95502	Q9NY72
O95613	Q9Y496
O95704	Q9UKG1
P00367	P16989
P00533	Q86YV5
P00558	Q92831
P01106	P16333
P0DML2	Q96LB8
P0DML3	Q96LB8
P01569	Q13224
P02533	Q13009
P02545	Q96KB5
P04083	Q7Z7G1
P04264	P63104
P04271	P42224
P04632	Q8WUY1
P04637	P16144
P04637	Q02241
P05015	P17735
P05231	Q96CX2
P05386	Q9NYF8
P05549	P20749
P05783	P06454
P06127	P36544
P06239	Q9BUB5
P06400	Q06830
P06401	Q8N2W9
P06733	P27708
P06748	P55060
P07101	Q13224
P07197	P11308
P07355	P28300
P07384	P14618
P07437	P33552
P07585	Q12929
P07948	P29692
P07949	Q8WWW8
P08493	Q8IWU6
P08575	P09871
P08727	P53805
P09327	P18545
P09493	Q06830
P09758	P37088
P10242	P10827
P10275	P51784
P10809	P17987
P10809	Q9NYL2
P10827	Q92841
P10827	Q9H0E9
P10914	P55211
P11021	Q15645
P11142	P22695
P11498	Q8WVK7
P12109	P13497
P12110	Q92626
P12814	P40261
P12830	Q9C0D0
P12830	Q9Y6N8
P13010	Q9UER7
P13224	Q9NSK0
P14136	P23142
P14317	P38936
P14618	Q96RP9
P14923	Q92542
P15036	Q13114
P15036	Q15750
P15056	Q15418
P15153	P33241
P15311	Q9Y6D5
P15407	Q13469
P15918	Q9UMN6
P15954	P60228
P16220	Q05048
P16284	Q01543
P16333	Q9NSE2
P17482	P55064
P17677	Q92581
P17931	Q9BY43
P18085	P46108
P18505	P53779
P18847	Q15788
P18847	Q92750
P19235	Q99062
P19235	Q99665
P19438	P61981
P19878	Q00587
P20265	Q15542
P20701	Q13094
P20749	Q9P0W2
P21127	Q8N1N5
P22234	Q9HAF1
P22459	Q5JTD0
P22626	P62851
P22736	P30291
P23297	Q86SG5
P23396	P25445
P23396	P39687
P23508	P32004
P23511	Q13118
P25098	P62913
P25440	Q9UBU9
P25789	Q8TDY2
P27105	Q14515
P27361	Q9UM73
P27695	P48729
P27695	Q15843
P27695	Q8IW19
P27986	Q13077
P28702	Q99750
P29074	P41970
P29508	Q92616
P30281	P48552
P30305	P52564
P30307	Q9NPC3
P30307	Q9UGP5
P30874	P42338
P31260	Q8NHJ6
P31689	P51668
P31689	Q9Y616
P31947	Q7L8J4
P31949	P55058
P31949	Q969G3
P33778	P46783
P33991	P50748
P35232	Q8WYH8
P35232	Q9H2X6
P35527	Q6NZY4
P35625	Q9UHI8
P36575	P49418
P36578	P56192
P36873	Q9H4B4
P37802	Q9BXW4
P40222	P46783
P41236	Q04721
P41236	Q8N4C6
P41743	Q5VT25
P42262	Q9ULW6
P42285	P47756
P42345	Q96IZ0
P43405	Q5TCX8
P43405	Q9BT09
P43489	Q96G74
P43694	P52630
P45973	Q7Z589
P45983	Q9UHD2
P46060	P67809
P46108	Q9Y6I3
P46527	Q9Y5K6
P47989	Q9P2N4
P48050	Q8N2Q7
P48681	Q08050
P48730	Q66K89
P48730	Q92934
P49023	Q8NHL6
P49327	Q13813
P49327	Q15208
P49354	P62942
P49368	Q14694
P49427	Q7L5N1
P49450	Q8WXI9
P51826	Q14406
P52565	Q6WCQ1
P52737	Q14847
P53041	Q9Y4A5
P53805	P62942
P58107	P78356
P60842	Q9H583
P60866	Q13501
P61619	Q96CX2
P61981	Q9UNS2
P62304	Q9H9D4
P62701	Q6NZY4
P78560	Q9Y6K9
P98164	Q15750
Q02446	Q14093
Q03001	Q7Z3B3
Q04206	Q9NQR1
Q13885	Q63HM2
Q13907	Q9BXS1
Q14194	Q9BYW2
Q14242	Q9Y228
Q15653	Q5XUX1
Q16539	Q9UKL3
Q5VTL8	Q8WXA9
Q6P1M0	Q8NEB9
O00160	Q9NSI8
Q8NF91	Q8WY54
O00231	P49368
Q8TBC4	Q9BUE6
Q92979	Q96G21
O00443	Q12802
O00445	P78352
Q96FV9	Q9UGL1
Q9BSQ5	Q9Y6E0
O00506	Q15363
Q9H2X0	Q9HAU0
Q9UQB3	Q9Y2J0
Q9Y605	Q9Y676
O14929	P42704
O14936	Q16478
O43541	Q96RN5
O43559	P13688
O60229	Q8IYX8
O60583	Q09028
O94772	O95196
O94832	Q06830
O95297	P23469
O95336	Q8WV24
P01571	Q6GPI1
P01588	Q9BQ50
P05412	P20962
P06400	Q8N9B5
P06454	Q99967
P07947	P21333
P07947	Q15464
P08575	Q9H3U5
P10415	Q9NZU7
P11021	Q96AG4
P11217	Q9UBK9
P11308	Q9Y4B4
P12268	P62701
P13995	Q15046
P15531	Q15796
P16284	Q02413
P18075	P57105
P19419	Q9UIS9
P21926	P35221
P23511	Q8WYH8
P24864	Q13127
P42262	Q9H4G0
P42658	Q9Y6Y1
P46108	Q9UQ16
P46379	Q9UHV2
P46695	Q15256
P48443	P78413
P50991	P62888
P51693	Q9UHG2
P52566	Q9BYP7
P53350	Q86WV6
P54253	Q96PU5
P54646	Q14160
P55789	Q07817
P61244	Q9Y6Q9
P62424	Q92896
P62834	Q9NQS3
P62899	Q7Z569
P78357	Q9UQ26
Q00325	Q9NXW2
