Q14494	Q9ULX9
Q969H0	Q9UBK2
P49841	Q9UBK2
Q5T447	Q9H2D6
P01024	P01031
P00751	P01024
Q06455	Q99684
P26038	Q14242
P55199	Q96H20
Q14188	Q16254
O43157	Q92854
O00401	O43516
P08581	P40763
P51617	Q9NYJ8
O60674	P16410
P11362	Q14974
P00519	P29323
P00519	P29320
P00519	P12931
P29323	P42684
Q9Y6W8	Q9Y6W8
Q9Y2G4	Q9Y2T1
P49841	Q9Y2G4
P49674	Q9Y2G4
Q92905	Q9H0E3
Q10570	Q92905
P61201	Q10570
Q13617	Q9H0E3
O75533	Q9H0E3
Q13616	Q9H0E3
Q13619	Q9H0E3
P40337	Q9H0E3
Q15370	Q9H0E3
Q13616	Q99627
P04637	P49757
P49841	P84022
O00303	Q53GS7
Q9UNE7	Q9UNE7
P51668	Q9UNE7
Q96LR5	Q9UNE7
P0CG48	P45974
P33402	Q9UNE7
P33402	P34932
P07900	P33402
Q9H211	Q9UJX2
Q9H211	Q9UJX4
O60264	Q9H211
Q9H211	Q9UIG0
P12004	Q9H211
P33991	Q9H211
Q14566	Q9H211
Q9BQ67	Q9H211
P06748	Q9H211
P52292	Q9H211
Q14974	Q9H211
P11387	Q9H211
Q9H211	Q9UJX3
Q99741	Q9H211
O75496	Q9H211
P11388	Q9H211
Q12834	Q9H211
Q9H211	Q9UM11
P24928	P46934
P24928	P68036
P00533	P13591
P61088	Q13049
Q13114	Q96G74
Q13114	Q9UHD2
P0CG48	Q96G74
P0CG48	Q96EQ8
Q13049	Q9Y6X2
Q13546	Q9NQC7
P0CG48	P22314
P0CG48	Q9Y6I4
Q12959	Q9P0N8
P04637	P50454
P10275	Q16082
P10275	Q00987
Q15569	Q7Z699
O43609	Q15569
O43597	Q15569
O43610	Q15569
Q15569	Q7Z698
O43597	P67775
P40337	Q99814
O95831	P98170
Q9H3D4	Q9Y297
Q05086	Q92731
P17542	Q13309
P17542	Q9UNE7
Q13224	Q96AX9
P10636	P11142
P10636	Q99933
P05412	P16298
Q96PM5	Q9UPG8
Q13133	Q96EB6
P55055	Q96EB6
O15297	Q00987
Q00987	Q93009
P26358	Q96T88
Q13547	Q96T88
Q13438	Q9HBA0
Q13438	Q8NER1
Q8WUM4	Q93009
O15111	Q13616
P35573	Q6VVB1
O14508	O15524
P17252	Q8WV44
P23258	Q9Y6K9
P31749	P35240
P35240	Q99490
P16070	P35240
O60260	O60260
P04637	Q92905
Q00987	Q92905
O15455	O43187
P06744	Q460N5
P21673	Q16665
P21673	P63244
P63244	Q16665
O14867	Q9BYM8
O14867	O60260
P61077	Q9BYM8
P10809	Q9UKV5
Q92890	Q9UKV5
P46777	Q9UKV5
P0CG48	P22681
P22681	P22681
P38936	Q12834
P38936	Q13309
P30260	P38936
P14635	P38936
P06493	P38936
P51617	Q96FA3
P51617	Q9HAT8
Q96FA3	Q9NWZ3
Q9HAT8	Q9NWZ3
Q8N2H9	Q9NWZ3
O43187	Q96FA3
O43187	Q9HAT8
O43187	Q8N2H9
P53779	Q07820
Q07820	Q13526
P00441	Q9NV58
P23760	P55036
P23760	P54727
Q92574	Q9P0N9
P49815	Q9P0N9
O95376	Q99684
P01106	Q969H0
P63279	Q9NP62
P28331	P42574
P08514	Q9P0P0
O15047	Q9P0U4
Q03164	Q9P0U4
O14686	Q9P0U4
Q02539	Q99733
P62805	Q99733
Q16695	Q99733
P04908	Q99733
Q16778	Q99733
P51608	Q96ST3
P23497	P45973
P23497	P83916
O75626	Q92769
P51608	Q00403
P55197	P55197
Q9UBB5	Q9UBB5
P26358	Q9UBB5
Q99986	Q99986
P04637	Q99986
Q09472	Q53T94
P55209	Q09472
Q09472	Q99733
Q99733	Q99733
Q16777	Q99733
Q71DI3	Q99733
P10242	Q15326
Q8IY18	Q96SB8
Q14683	Q9UJ98
Q9UJ98	Q9UQE7
P16401	P50454
O15379	P10827
O75376	P10827
P24941	P49459
Q06587	Q13185
O75461	Q13185
Q13185	Q8IY57
Q13185	Q9BYE7
Q13547	Q9UM07
Q13469	Q9BZS1
O96028	P10275
Q9P0U4	Q9UPS6
Q15291	Q9P0U4
P61964	Q9P0U4
Q9P0U4	Q9UBL3
Q6UXN9	Q9P0U4
Q06609	Q9NS91
Q13617	Q9Y574
Q93034	Q9Y574
Q15370	Q9Y574
Q92963	Q9Y574
Q9NWT6	Q9Y574
P0CG48	Q01094
Q15554	Q96NY9
P51608	Q9UKL0
O43463	P51608
P51608	Q71DI3
P26358	P51608
P51608	Q13547
Q9Y468	Q9Y468
P41212	Q9Y468
Q9Y468	Q9Y603
P30260	P33981
P33981	Q13042
Q13043	Q16778
O60885	P62805
P51608	Q6NWY9
P17947	P51608
P17947	Q13547
O75626	Q96KQ7
P08047	P51608
O00487	O75832
O00487	P25788
O00487	P62333
O00487	P55036
O95235	Q9UNH5
O95235	Q96GD4
Q15361	Q9UIF9
P11387	P42771
P11387	Q8N726
O75530	Q15022
O75530	Q09028
O60885	Q96FS4
Q6IE81	Q92993
P49792	Q6P1J9
Q6P1J9	Q6PD62
Q6P1J9	Q8WVC0
Q6P1J9	Q8N7H5
Q6PD62	Q8WVC0
Q8N7H5	Q8WVC0
P24928	Q6P1J9
O75530	Q6ZN18
Q15022	Q6ZN18
Q09028	Q15022
Q09028	Q6ZN18
Q71DI3	Q9UM07
Q99741	Q9UJA3
Q13416	Q9UJA3
P51531	P51608
P51608	Q969G3
P51608	Q12824
P13010	Q00341
P78527	Q00341
P55265	Q00341
Q00341	Q08211
P13010	Q08211
P12956	Q08211
P49915	Q93009
Q8N257	Q93009
Q12980	Q8WTW4
P55197	Q8TEK3
Q15022	Q15910
P15498	Q15022
O75530	P15498
Q9GZT9	Q9UNL4
P27694	Q99638
O60671	P27694
O60921	P27694
P15927	Q99638
O60671	P15927
O60921	P15927
O95243	Q96ST3
O95243	Q13547
P35637	Q9UBW7
P23246	Q9UBW7
P31942	Q9UBW7
P22626	Q9UBW7
P17480	Q9UBW7
Q15648	Q9UHV7
O75586	Q15648
Q15648	Q9Y2X0
Q15648	Q9NVC6
Q15648	Q9H944
O60244	Q15648
Q15648	Q93074
Q15648	Q9ULK4
Q15648	Q6P2C8
Q15648	Q9NPJ6
O43513	Q15648
Q15648	Q96G25
Q15648	Q96HR3
Q15528	Q15648
Q15648	Q9Y3C7
Q15648	Q96RN5
Q15648	Q9BUE0
Q15648	Q9P086
Q15648	Q71SY5
Q9BUE0	Q9UHV7
Q93074	Q9BUE0
Q9BUE0	Q9NVC6
Q13503	Q9BUE0
P24928	Q15648
Q13503	Q15648
P61218	Q15648
Q96HR3	Q9UHV7
Q93074	Q96HR3
P24928	Q96HR3
O75448	Q96HR3
Q96HR3	Q9Y2X0
Q96HR3	Q9NVC6
Q96HR3	Q9H944
P61218	Q96HR3
O60885	Q93074
O60244	O60885
O60885	O75448
O60885	Q9NVC6
O60563	O60885
O60885	P50750
O60583	O60885
O96028	Q13547
O75182	O96028
Q07820	Q7Z6Z7
O60921	P39748
P39748	Q99638
O60671	P39748
Q9BQA1	Q9P0U4
O15047	Q9UBL3
O15047	Q15291
O15047	P61964
P17947	Q9Y6K1
P17947	Q9UBC3
P35226	Q99496
Q06587	Q99496
Q96ST3	Q9H160
Q13547	Q9H160
Q92769	Q9H160
Q9H160	Q9H7L9
Q16576	Q9H160
Q09028	Q9H160
P29374	Q9H160
Q4LE39	Q9H160
Q9H0E3	Q9H160
Q5PSV4	Q9H160
O75446	Q9H160
Q8TAQ2	Q9H160
Q92922	Q9H160
O96019	Q9H160
Q12824	Q9H160
Q9NXR8	Q9Y4A5
Q9H0E9	Q9NXR8
Q9H2F5	Q9NXR8
Q52LR7	Q9NXR8
Q92993	Q9NXR8
Q9NPF5	Q9NXR8
Q9NXR8	Q9Y265
Q9NXR8	Q9Y230
Q9NXR8	Q9UBU8
Q9HAF1	Q9NXR8
O95619	Q9NXR8
O96019	Q9NXR8
Q6IE81	Q9UNL4
Q9NQC1	Q9UNL4
Q92613	Q9UNL4
O95251	Q9UNL4
Q9HAF1	Q9UNL4
Q92993	Q9Y4A5
O95251	Q8WYH8
O95251	Q6IE81
O95251	Q9NQC1
O95251	Q92613
O95251	Q9HAF1
Q8WYH8	Q92794
Q8WYB5	Q8WYH8
Q8WYH8	Q9ULD4
O95696	Q8WYH8
Q6IE81	Q8WYH8
Q8WYH8	Q9NQC1
Q8WYH8	Q92613
Q8WYH8	Q9HAF1
P55201	Q8WYH8
P33991	Q8WYH8
P49736	Q8WYH8
O15265	Q16514
Q13330	Q16665
P41227	Q16665
P41227	Q13330
P40337	Q8TAX0
Q8TAX0	Q9GZT9
O95232	Q14684
P16989	Q14684
O60494	Q14684
Q14684	Q9NR30
Q14684	Q92522
P09651	Q14684
P01834	Q14684
A0A087WW87	Q14684
Q12906	Q14684
Q14684	Q6PKG0
Q14684	Q9Y383
P19338	Q14684
P06748	Q14684
P09874	Q14684
Q13523	Q14684
P62906	Q14684
P36578	Q14684
P46777	Q14684
P05388	Q14684
O76021	Q14684
Q14684	Q9HCN8
Q07955	Q14684
Q13247	Q14684
Q14684	Q9NSA0
Q14684	Q86V81
P11387	Q14684
P51531	Q15326
Q13547	Q15326
Q15326	Q15910
Q15326	Q92800
O75461	Q15326
O75461	Q92800
O75461	Q15910
O75461	Q9ULU4
P51532	Q9ULU4
Q06546	Q15648
Q15554	Q9H816
P42568	Q8TEK3
Q15022	Q9BQA1
Q8IUE6	Q9BQA1
P51608	Q06330
P14635	Q9UNH5
Q8NHG7	Q9BUN8
P55072	Q8NHG7
Q86TM6	Q8NHG7
Q8NHG7	Q9UKV5
P02786	Q8NHG7
Q8NHG7	Q92890
P27824	Q8NHG7
Q8NHG7	Q92805
Q8NHG7	Q8TAT6
P04234	Q9BUN8
P04234	Q9UKV5
P04234	P55072
Q8NHG7	Q9BQE4
P55072	Q86TM6
Q86TM6	Q9BQE4
Q9BQE4	Q9UKV5
Q8TAT6	Q9BQE4
Q9UBZ9	Q9Y253
Q9NS91	Q9Y253
P68363	Q9Y253
P07437	Q9Y253
P63146	Q9Y253
O14497	Q969G3
P49711	Q9HCK8
O15379	P12755
O60244	P15976
P15976	Q9NVC6
P15976	Q15648
O75367	P13010
O75367	P34932
O75367	Q13547
O75367	Q9BQA1
O75367	P18754
O75367	P35659
O75367	P62826
O75367	O94880
O75367	P09874
O75367	P11387
P29375	Q71DI3
P41229	Q71DI3
O00141	P42568
Q92993	Q9BZS1
Q8WUI4	Q9BZS1
Q9BZS1	Q9UKV0
O75376	P41229
P41229	Q13127
P41229	Q13547
P41229	Q92769
P41229	Q06587
O75461	P41229
P41229	P61244
P41229	Q13185
P41229	Q99496
Q13127	Q99496
O75376	Q13127
Q13127	Q92769
P06400	Q9Y468
Q13185	Q9Y468
P06400	Q969R5
Q13185	Q969R5
P45973	Q9Y468
Q7Z6Z7	Q99741
P04637	Q9ULJ6
P04637	Q8NF64
Q13489	Q6GPH4
Q13490	Q6GPH4
Q13075	Q6GPH4
Q6GPH4	Q96CA5
O15392	P98170
P51608	Q14739
P49711	Q9P2D1
P45973	P51608
Q03113	Q99683
Q14344	Q99683
Q14344	Q8N1W1
Q03113	Q8N1W1
Q99683	Q9UNE7
O75113	Q96J02
Q92844	Q92985
Q14653	Q92844
Q53ET0	Q8NHY2
Q03181	Q03181
O15350	Q96J02
O14579	Q96PM5
O95786	P61086
O95786	P51668
O95786	P62837
O95786	P61077
P61077	Q96EQ8
P05161	P61077
P68036	Q9HAU4
P68036	Q96J02
O00308	P68036
Q9UI95	Q9UM11
O14686	O15550
O15550	Q8NEZ4
O15550	Q14686
O15550	Q86UW6
O15550	Q6ZW49
O15550	Q5H9R7
O15550	Q9Y2X9
O15550	Q86XN7
O15550	Q9UBL3
O15550	Q15291
O15550	P61964
O15550	Q16695
P12757	Q6ZNA4
Q15796	Q6ZNA4
P04637	Q00535
O75886	P51668
O75886	P62837
O75886	P61077
O75886	P62256
P42566	P51668
P42566	P62837
P42566	P61077
P42566	P62256
P42566	P51965
P51668	Q9NP87
P62837	Q9NP87
P61077	Q9NP87
P62256	Q9NP87
P51965	Q9NP87
O00762	Q9NP87
P51668	Q9UGP5
P62837	Q9UGP5
P61077	Q9UGP5
P62256	Q9UGP5
P51965	Q9UGP5
P51668	Q9UBN7
P61077	Q9UBN7
P62256	Q9UBN7
P51965	Q9UBN7
P51668	Q8TF42
P61077	Q8TF42
P62256	Q8TF42
P51965	Q8TF42
O00762	Q8TF42
P62837	Q8TF42
P57075	P68036
P04637	Q15326
Q15326	Q96L91
O75665	O75665
O75665	Q9Y265
O75665	Q9Y4A5
P40763	Q6PD62
Q71DI3	Q99986
Q16778	Q99986
P52747	Q9HCK8
O95251	P04637
Q09472	Q92793
P22415	Q09472
P78347	Q15022
P62805	Q9Y468
O60885	O94992
Q92769	Q9BZS1
P56524	Q9BZS1
O94762	P49959
O94762	Q92878
O60934	O94762
O94762	P78527
O94761	O94762
O94762	P33993
O94762	P24928
O94762	P30876
O94762	P19338
O94762	O95071
Q9HCK8	Q9Y5B0
Q12888	Q9NS91
P35227	Q06587
P35227	Q9HC52
P35227	Q99496
P41229	P41229
P41229	P84022
Q71DI3	Q9P0U4
P62805	Q9P0U4
Q9BW19	Q9P0U4
O00255	Q9P0U4
O96028	O96028
O96028	Q92769
O96028	Q96ST3
O60341	O96028
O60563	P20142
P20142	P50750
P41182	Q9BYV9
P53350	Q5FBB7
P35222	Q9Y4A5
P35222	Q92793
P61964	Q9HCK8
P35222	Q9HCK8
Q71DI3	Q9UNL4
Q8WTS6	Q9Y468
O14965	Q99661
Q13569	Q9UBC3
O95243	Q9UBC3
P19387	Q6PD62
Q6PD62	Q8N7H5
Q8N7H5	Q92541
Q6PD62	Q92541
Q8WVC0	Q92541
O60885	Q71DI3
O95983	Q03112
O95863	Q15022
O95863	Q15910
P63279	Q15022
P49711	Q15022
P38936	P61289
P42771	P61289
P61289	Q8N726
A0AVT1	P62837
P19474	Q02556
P41212	Q02556
Q02556	Q02556
P49768	P49841
O95571	P04637
O95571	Q13547
P09603	P22681
P09603	Q9H6Q3
Q13753	Q9H6Q3
P40337	Q13574
Q13574	Q9NPB6
P26358	Q9P0U4
Q13415	Q15554
Q13416	Q15554
Q15554	Q9UBD5
Q15554	Q9Y5N6
P54274	Q99741
Q5VZL5	Q9UBW7
P34932	Q9UBW7
Q9UBW7	Q9UKL0
Q13547	Q9UBW7
P68363	Q9UBW7
Q9H4B7	Q9UBW7
Q13127	Q13547
P61956	Q9UBW7
O75925	P61956
P78406	Q14683
P78406	Q9UQE7
Q14683	Q14683
P20700	Q9GZM8
O14744	O75626
O75626	Q9NVM4
Q92833	Q96KQ7
Q92833	Q9H9B1
P46527	Q13619
P04637	Q9HCK8
P41180	Q9HCK8
Q8WVM8	Q9UK85
Q8WVM8	Q92993
Q8WVM8	Q92624
Q6IE81	Q9HAF1
Q6IE81	Q71DI3
Q15691	Q92905
Q15691	Q99627
P07498	Q15691
P07498	P23258
Q15691	Q9UBW8
P07498	Q9UBW8
P06401	Q9H467
Q96F46	Q9Y4K3
P04637	P53355
P17980	P42771
P17980	Q8N726
P04049	P68104
P19235	Q9Y297
O60260	Q00535
P07900	P53355
P50502	P53355
O95273	P53355
P07900	Q9UNE7
O94913	Q86V81
P25054	P48729
O60346	Q9Y297
O60346	P48729
O60346	P49841
Q01831	Q12824
P16104	Q13535
Q01831	Q13535
Q01831	Q13315
Q12824	Q13315
P16104	Q01831
O43157	P61586
O43157	P31749
O43157	P62993
O43157	P19174
O43157	P16885
O15031	P19174
P10301	Q9Y6X8
P19174	Q92974
O15146	Q9UPQ7
P62837	Q9UPQ7
Q16665	Q96F10
Q15369	Q16665
Q15369	Q96F10
P40337	Q96F10
Q92538	Q9Y678
Q08AM6	Q92562
Q08AM6	Q9Y2I7
Q08AM6	Q08AM6
P31947	Q00987
P04637	P10599
P22681	Q14C86
O75925	Q8IUQ4
O43255	O75925
O75928	Q8IUQ4
O43255	O75928
O43255	P63279
O75925	P31749
O75928	P31749
P63279	Q8IUQ4
P01112	Q9Y6X8
O43255	Q9Y6X2
Q8IUQ4	Q9Y6X2
P38398	Q96RL1
P0CG48	Q96RL1
P0CG48	P38398
Q96RL1	Q99728
Q96RL1	Q9NXR7
P46736	Q96RL1
P54132	Q9UQ84
Q13286	Q9Y3A5
Q96DA6	Q9Y3D7
O43615	Q99595
Q99595	Q9Y3D7
Q96DA6	Q99595
P38646	Q96DA6
P15976	Q8IX07
P0CG48	Q9Y5T5
P0CG48	Q9UBN7
O60260	P53667
P34932	P53667
P38398	P62136
P38398	P62140
P38398	Q16821
P35222	Q5JTC6
O15169	Q5JTC6
Q5JTC6	Q9Y297
Q5JTC6	Q9UKB1
Q14145	Q5JTC6
P10912	Q9Y297
P53350	Q9NQC7
P11310	Q9Y2K6
P11310	Q70EL3
O94966	P45954
P09874	Q9P275
P30566	Q9Y4E8
P30566	Q13107
P63010	Q9BXB5
O95630	P02771
P02768	Q86T82
P02768	Q96RL1
P02768	Q09019
P21580	P49189
P49189	P62068
P51648	Q70EL3
P04075	Q9Y4E8
P04075	Q9BXB5
P04083	Q9UHP3
P04083	Q5W0Q7
A6NMY6	O94782
A6NMY6	Q70EK8
Q99767	Q9Y2K6
P25054	Q9Y297
P51784	P98170
P48444	Q504Q3
P48444	Q14145
P18085	Q9NWV8
P05089	Q70EK8
O43681	P11441
P46736	P48047
P25311	Q70EK8
O14514	O15372
Q14145	Q8NFJ9
Q8NFJ9	Q9BXB5
P11274	Q8TAF3
Q13867	Q70EK8
P38398	Q8TAF3
P35613	Q70EL3
P00918	Q9H9J4
P0DP23	Q15040
P0DP23	Q9Y2K6
P27482	Q9Y4E8
O94782	P27482
Q13557	Q9NQC7
O94966	Q13555
P52907	Q96RL1
P47756	Q96RL1
P47756	Q09019
P04040	Q70EK8
O75828	Q9Y6I4
P20248	Q96RL1
O94966	P06493
P06493	Q8NFA0
P06493	Q70EL2
P06493	Q96RL1
P30304	Q9Y297
P30305	Q9UKB1
P30260	P51784
P07199	Q9H5J8
Q12798	Q70CQ1
P41208	Q70CQ1
P41208	Q9H0E7
O15182	Q70CQ1
Q14839	Q9P275
P12277	Q9Y4E8
P12277	Q5W0Q7
Q13216	Q92905
Q13216	Q7L5N1
P61024	Q7L5N1
P54105	Q13283
O95630	P09496
P13942	Q8TBZ3
P53621	Q70CQ1
P46109	Q93009
O75390	P51784
O75390	P78406
O94966	P55060
O15372	P68400
O00303	P68400
P68400	Q9H5J8
P68400	Q8TAF3
O15372	P19784
O00303	P19784
P19784	Q9H5J8
P19784	Q8TAF3
O15372	P67870
O00303	P67870
P67870	Q9H5J8
P67870	Q8TAF3
P01040	Q70EK8
Q05048	Q9Y4E8
O60716	Q8TAF3
P07858	Q9HBJ7
P07858	Q09019
Q92995	Q9NQC7
Q9NQC7	Q9UM82
P11182	Q9Y5T5
Q92466	Q92905
Q7L5N1	Q92466
P39656	P46736
O75317	Q14562
Q13206	Q9UN86
O60220	Q15040
O60220	Q70CQ3
O60832	Q8TAF3
Q12959	Q4VCS5
P36957	Q92995
P36957	Q96RL1
O75317	Q09019
O94966	Q09019
P62068	Q09019
Q09019	Q8TAF3
P26358	Q93009
O94782	Q08554
Q01804	Q02413
O94782	Q02413
Q02413	Q70EK8
Q7KZI7	Q9Y4J8
P46736	Q15329
O00303	Q14240
O00303	P23588
P23588	P51784
P23588	Q93009
O00303	P06730
Q04637	Q14694
O15372	Q04637
O00303	Q04637
Q04637	Q9Y6I4
Q04637	Q13283
O00303	P78344
Q7KZI7	Q9UK80
P08709	Q70CQ1
P08709	Q96RL1
P08709	Q09019
P15090	Q9Y4E8
P51784	Q9Y285
Q8NFA0	Q9Y285
P22830	Q9Y2K6
P22830	Q9H9J4
Q13451	Q70CQ1
O60346	Q13451
O94782	P20930
P21333	Q5VV17
P21333	Q96G74
P21333	Q70EL2
P21333	Q13283
P21333	Q09019
O75369	Q5VV17
O75369	Q13283
Q14315	Q5VV17
Q01804	Q14315
Q14315	Q70EK8
Q14331	Q15020
P04066	Q9UK80
P04066	Q7KZI7
P51570	Q01804
P51570	Q09019
O75323	Q14145
O75323	Q9BXB5
P30793	Q96SU4
P06280	Q01804
P21580	P23378
P38405	Q9Y6I4
P38405	Q9NWV8
P38405	Q9UM82
P62879	Q70EL3
Q13098	Q92905
Q13098	Q7L5N1
P36969	Q96G74
P62993	Q96G74
O95630	P62993
P78347	Q96DC9
P78347	Q93009
P13807	Q96G74
P40939	Q70CQ1
P68871	Q09019
P51610	Q92560
P51610	Q70EK8
P15822	Q9Y297
P15822	Q9UKB1
P31629	Q9Y297
P31629	Q9UKB1
O94966	P30519
P04792	Q8NB14
O94782	P04792
P04792	Q09019
P25685	Q01804
O94966	P41252
P50213	Q09019
P11717	Q70EL3
P01877	Q5W0Q7
P01871	Q9Y297
Q01167	Q92560
Q01167	Q4VCS5
O15372	P60228
O00303	P60228
P60228	Q9Y2K6
O94782	P14923
P33176	Q5W0Q7
P33176	Q7KZI7
P21580	P52732
O94782	P52294
O00505	Q9H9J4
O00410	Q92560
O00410	Q9H5J8
O00410	Q70EL3
P09936	P19013
O94782	P19013
P19013	Q9UHP3
P19013	Q5W0Q7
P05787	Q01804
P05787	Q8NFA0
P09936	Q04695
O94782	Q04695
P05783	Q8NFA0
P08727	Q8NFA0
Q15323	Q9Y4E8
Q01804	Q15323
P40818	Q15323
Q14525	Q9Y4E8
Q01804	Q14525
O76011	Q9Y4E8
Q92764	Q9Y4E8
Q14533	Q9Y4E8
Q86T82	Q9NSB2
P78386	Q9Y4E8
P78386	Q01804
P78386	Q5W0Q7
P40818	P78386
P51665	Q86UP2
P47929	Q9Y4E8
P47929	Q8NB14
O94782	P47929
Q07954	Q9Y6I4
P61626	Q9NR21
O94782	P61626
P61626	Q9UHP3
Q13257	Q14145
Q13257	Q9P2N7
P46821	P78406
Q9P0L2	Q9UK80
Q7KZI7	Q9P0L2
P27448	Q9UK80
P27448	Q7KZI7
P56270	Q14145
P46736	P49736
P33991	Q93009
P33992	Q93009
P21580	Q14566
Q14566	Q70CQ1
Q14566	Q93009
O75317	P08253
P08253	Q9BXB5
Q01804	Q16653
P25325	P78406
P49959	P51784
P43246	Q96FW1
Q9UKX2	Q9Y4E8
Q9Y4E8	Q9Y623
O94782	P35579
P35579	Q70EL2
P35580	Q70EL2
P60660	Q9UMW8
P60660	P62068
P60660	Q70EL2
Q9UBC5	Q9Y2K6
O00159	Q9Y2K6
Q9NQC7	Q9UM54
P51784	Q9UM54
Q9UHP3	Q9UM54
Q9HD67	Q9UKB1
Q16718	Q9NWV8
Q09019	Q16718
O95299	P46736
P21580	P28331
O75306	Q09019
Q15843	Q92905
Q15843	Q7L5N1
Q15843	Q92995
Q15843	Q9UHP3
P35240	Q4VCS5
Q6P4R8	Q9Y5K5
P15531	Q9UMW8
O43847	Q9Y297
O43847	Q9UKB1
O43847	Q96RL1
P46459	Q9NWV8
P78406	Q99567
P52948	Q93009
P04181	Q01804
P04181	Q09019
Q02218	Q92995
Q53GS9	Q9UQ80
Q16342	Q70EL4
Q16342	Q70CQ1
O94966	P08559
P08559	Q9NWV8
P08559	Q8TBZ3
O15067	Q14145
O15067	Q96RL1
O43172	O60925
Q504Q3	Q9UHV9
O43172	Q9NQP4
Q9NQP4	Q9UM82
O43172	Q99471
P17858	Q09019
Q01813	Q09019
P15259	Q9Y4E8
P52209	Q5W0Q7
P35232	Q9NXR7
O00443	O95630
P48736	Q70EL2
P12273	Q9UHP3
P12273	Q5W0Q7
P30613	Q96G74
P30613	Q9Y6I4
P30613	Q5W0Q7
O94782	Q13835
Q15149	Q9Y2K6
Q15149	Q504Q3
Q15149	Q8WZ19
P53350	Q9Y2K6
P53350	Q9NWV8
O43660	Q9H9J4
P09884	P78406
P19388	P51784
P62487	Q9H0E7
P62487	Q70EL2
P62487	Q8TAF3
P36954	Q8TAF3
P23284	Q9UK80
P23284	Q8TAF3
O15355	Q92560
O15355	Q9P275
O15355	Q70CQ1
O15355	Q93009
P21580	P30154
P30154	Q9UGI0
P30154	Q70EK8
P53041	Q70CQ1
O60346	P53041
P49642	P78406
P49643	P78406
P17612	Q70CQ1
P17612	Q9Y297
P54619	Q9NWV8
P41743	Q9UK80
P41743	Q7KZI7
P51784	Q16513
Q16513	Q8TBZ3
P25789	Q9NWV8
P54578	P60900
P60900	Q70EK8
P49720	Q9Y5K5
P28074	Q9Y5K5
P28074	P54578
P28072	Q9Y5K5
O00487	P62191
P51665	P62191
P62191	Q9Y5K5
P54578	P62191
O00487	P35998
P35998	P51665
P35998	Q9Y5K5
P35998	P54578
P17980	P51665
P17980	Q9Y5K5
P17980	P54578
P43686	Q9Y5K5
P43686	P54578
P51665	P62195
P62195	Q9Y5K5
P54578	P62195
P51665	P62333
P62333	Q9Y5K5
P54578	P62333
O00487	Q99460
P51665	Q99460
Q99460	Q9Y5K5
P54578	Q99460
P51665	Q13200
Q13200	Q9Y5K5
P54578	Q13200
O00487	O43242
O43242	P51665
O43242	Q9Y5K5
O43242	P54578
P51665	P55036
P55036	Q9Y5K5
P54578	P55036
O00487	P51665
P51665	Q9Y5K5
P51665	P54578
P51665	Q9Y2K6
O75832	Q9Y5K5
O75832	P54578
O00231	O00487
O00231	P51665
O00231	Q9Y5K5
O00231	P54578
O00231	Q9Y4E8
O00231	Q9Y2K6
O00232	O00487
O00232	P51665
O00232	Q9Y5K5
O00232	P54578
O00232	Q9Y2K6
Q9UNM6	Q9Y5K5
P54578	Q9UNM6
P17706	Q9Y5K5
Q15269	Q9P275
P28288	Q70EL3
P28288	Q8NFA0
P54886	Q9UGI0
O94966	P06737
O75943	Q9Y2K6
P54725	Q5VV17
P54727	Q5VV17
P54727	Q9Y5K5
P46060	Q9NWV8
Q16576	Q92560
P35241	Q6ZVD8
P35250	Q9Y2K6
P40938	Q9Y2K6
P35249	Q9Y2K6
P35249	Q96RL1
P13489	P21580
P13489	Q9UN86
O15372	P61221
O00303	P61221
P61221	Q70EL3
Q92901	Q9UN86
P18124	Q8NB14
Q16540	Q9H0E7
P61254	Q70EK8
P04843	Q70CQ1
P04844	Q9NXR7
P25398	Q8NB14
P05109	Q09019
Q15424	Q70EL2
P48594	Q9Y297
Q09019	Q99470
P0DI81	Q8TAC2
Q01105	Q96G74
P62068	Q01105
Q01105	Q6R6M4
Q01105	Q8TAF3
O43765	P11441
P34897	P46736
P34897	Q9NXR7
P34897	Q9NWV8
Q13309	Q92905
Q13309	Q7L5N1
O94966	Q15758
Q15758	Q70EL3
P51531	Q8TAC2
Q14527	Q93009
P61956	Q96RU2
P09661	Q96FJ0
Q13425	Q7KZI7
P19623	Q09019
Q93009	Q9UHB9
O94966	P19474
Q9NXR7	Q9UNL2
Q15831	Q8TAF3
O43815	Q9UGI0
Q7KZ85	Q8TAF3
Q15527	Q8TBZ3
Q16594	Q9UPT9
Q13395	Q8TAF3
P20226	Q9H5J8
Q15369	Q7L5N1
Q15369	Q504Q3
Q15170	Q15369
Q15370	Q504Q3
Q13428	Q9H0E7
Q13428	Q8TAF3
Q01664	Q9UKB1
Q08188	Q70EK8
P78406	Q07157
Q13829	Q8WZ19
P04637	Q96G74
P04637	P51784
P04637	Q53GS9
P04637	Q8TAF3
Q12888	Q96RU2
P14625	P78406
Q09019	Q99598
P62837	Q96FW1
P61088	Q96FW1
P61088	Q96FJ0
P09936	Q9UK80
P15374	Q92905
P15374	Q7L5N1
P15374	Q9Y2K6
Q92890	Q92995
Q92890	Q96JH7
P78406	Q92890
P11441	Q92890
P11172	Q70EL3
P51784	Q13107
O94782	Q13107
O94782	Q6ZVD8
O60346	O94782
O94782	Q8TAF3
P46939	Q9UK80
P46939	Q7KZI7
P26640	Q96G74
