Q12834	Q9BY44
Q08379	Q8N5M4
Q08379	Q6PF18
Q08379	Q7Z3B3
Q08379	Q8NCX0
Q08379	Q14D33
Q08379	Q8IXS8
Q08379	Q8IYX8
P48668	Q08379
Q08379	Q8IWZ5
Q08379	Q0P5N6
Q08379	Q6NX45
P59797	Q08379
Q08379	Q96S90
Q08379	Q6IPU0
P31947	P43355
P31947	P98177
P31947	Q13064
P31947	Q9NYF3
P31947	Q53FD0
P31947	Q68D86
P31947	Q17RB8
P31947	Q96QF0
P31947	Q8IZU0
P14770	P49639
O43597	P14770
P26371	P48146
P48146	Q15323
P25788	P48146
P48146	Q8ND90
P48146	Q8N9W6
P48146	Q6A162
P48146	P60409
P48146	P60411
P48146	P60369
P0DPK4	P48146
P48146	Q7Z3S9
O00155	O95292
O00155	Q8ND90
O00155	Q969F0
O00155	Q96BA8
O00155	Q8N6L0
O00155	Q58DX5
Q13227	Q15323
Q13227	Q15311
Q13227	Q93062
Q13227	Q9UBB9
Q13227	Q86VW0
P22352	Q9UMX0
Q8NHQ1	Q96SL4
P25791	P62993
P62993	Q04864
P14373	P62993
P62993	Q13625
P62993	Q92841
P62993	Q9UKT9
O15156	P62993
P62993	Q9P2A4
A1L443	P62993
P62993	Q7L190
P62993	Q8IX15
P62993	Q9GZT8
P62993	Q9BRR9
P62993	Q9BRK4
P62993	Q8TBB1
P62993	Q6P1W5
P62993	Q96PV4
P62993	Q8IZ63
P62993	Q0VD86
Q14451	Q8IWV1
Q14451	Q9NQ86
Q14451	Q8NC69
P28799	P32242
O43765	P28799
O76003	P28799
P28799	Q9UBE8
P28799	Q9NW38
P28799	Q8N6T3
P28799	Q8N5R6
P28799	P60409
P28799	Q6PEX3
Q15323	Q9NRY4
Q14416	Q9UMX0
Q14416	Q58DX5
O15217	P09210
O15217	Q96LR7
P21266	Q03013
P21266	P46439
P46439	P46439
P46439	Q9Y2J4
P09211	Q15323
P09211	Q92624
P09211	P60409
P09211	P60411
P09211	P60369
P09211	P0DPK4
P09211	Q7Z3S9
P23511	P52655
Q00403	Q15025
Q00403	Q14919
Q13889	Q6P1K8
P43358	Q12789
Q12789	Q6RW13
Q12789	Q96DZ9
O43765	P02724
P02724	Q14145
P06028	Q9UMX0
P13807	Q13155
P13807	Q8IYA8
P69905	Q6A162
P69905	Q2TAC2
P02042	P09105
P02008	P02042
P60411	P69891
P60369	P69891
P09105	Q8TAC1
P02008	Q8NF50
P02008	Q6A162
P02008	Q5VWX1
P02008	P60409
P02008	P60411
P02008	P60369
P02008	P0DPK4
P02008	Q7Z3S9
P08631	Q5JR59
P08631	Q9HD26
P08631	Q6A162
P08631	P60411
P08631	P0DPK4
P08631	Q7Z3S9
P19113	Q86UW9
Q93099	Q93099
P14210	P50222
P14210	Q6UY14
P60409	Q03014
P60370	Q03014
P60410	Q03014
P60369	Q03014
O00291	O00291
O00291	Q04864
O00291	Q15038
P61086	Q04864
P61086	Q8TD10
P61086	Q8WTU0
P43365	P52789
P10074	P10074
P10074	Q9Y5B8
P10074	Q9NWQ4
P10074	P60370
P06340	Q04864
P04440	Q15654
P04440	Q9BRK4
Q95460	Q969F0
P09429	Q6RW13
P26583	P55347
O00560	O15347
O75330	Q8NDC4
P09601	Q8N6L0
P22736	Q96JS3
P22736	Q17RB8
P22736	P60331
P22736	P60370
Q14542	Q9UMX0
O00629	P07910
P07910	P25791
O00560	P07910
P07910	P63165
P07910	Q68DK2
G2XKQ0	P07910
P52597	Q86Y13
P52597	Q92734
P52597	Q9UKT9
P52597	Q9NRA8
P52597	Q8N5R6
P52597	Q6P1W5
P52597	Q96LI6
P55795	Q969V4
P55795	Q96DH6
P61978	P98179
P0DJD3	P61978
P61978	Q9UQ90
P29597	P61978
P61978	Q01081
P61978	Q9NYB9
P61978	Q8WWY3
P61978	Q9Y272
P61978	Q5D0E6
P61978	Q9Y5E9
P61978	Q96L34
P61978	Q96ME1
P61978	Q8N5R6
P61978	P79522
P61978	Q96MU7
P61978	Q8WVV9
P61978	Q3KQV3
P61978	Q15415
O60293	P61978
P61978	Q66K41
P61978	Q14D33
P61978	Q5I0X4
P49639	P49639
P26371	P49639
P49639	Q15323
P40425	P49639
O00560	P49639
P49639	Q13077
P49639	Q9H2G9
O76081	P49639
P49639	Q9H2X0
O76015	P49639
O43609	P49639
P49639	Q92802
P49639	Q93062
P49639	Q9UGC6
P49639	Q9UHV8
P49639	Q6UY14
P49639	Q9NP73
P49639	Q8N5R6
P49639	Q9BYR7
P49639	Q9BYQ4
P49639	Q9BYQ2
P49639	Q9BYR0
P49639	Q9BYR5
P49639	Q6A162
P49639	Q3V5L5
P49639	Q5TA78
P49639	Q8IWZ5
P49639	Q5T7P3
P49639	Q5T5B0
P49639	P59991
P49639	P59990
P49639	Q8IV04
P49639	P60411
P49639	P60331
P49639	P60412
P49639	P60370
P49639	P60410
P49639	P60369
P49639	P60329
P0DPK4	P49639
P49639	Q7Z3S9
P49639	Q6PEX3
P49639	Q6L8G9
P49639	Q9BYQ6
O15145	O43365
O43365	Q15437
P09067	P43364
P17482	P26371
P17482	Q15654
P17482	Q8ND90
P17482	Q13137
P17482	Q9UJV3
P17482	P60411
O43639	P09017
O60711	P31274
P35452	Q13077
P26371	P37235
P37235	Q9BYR5
P37235	Q9BXJ5
P37235	P60409
P37235	P60411
P37235	P60331
P37235	P60370
P37235	P60410
P37235	P60369
P0DPK4	P37235
P37235	Q7Z3S9
P00492	P00492
O00560	P00492
P00492	Q9H1K1
P52594	P56282
P52594	Q9P242
Q15772	Q99873
Q96HA8	Q99873
O75506	Q9BVG8
O00560	O75506
O75506	Q8TD31
O75506	Q5T5P2
O75506	Q8TBB1
O75506	P60409
O75506	P60369
O75506	P0DPK4
O75506	Q7Z3S9
P06753	Q03933
P61964	Q03933
Q03933	Q5JR59
O00635	P54652
P34932	Q92624
P34932	Q6RW13
P11142	Q13287
O00635	P11142
O15498	P38646
P10809	P26371
P10809	Q15323
O76081	P10809
O75069	P10809
P10809	Q8NHQ1
P10809	Q9BRK4
P10809	Q6A162
P10809	Q8N6K7
P10809	P60410
P10809	P60369
P0DPK4	P10809
P10809	Q7Z3S9
Q8IZU0	Q9NNZ3
P28566	P50222
P61019	Q05084
Q05084	Q8IWP9
O95983	Q05084
Q05084	Q8WYH8
Q05084	Q8WUD1
Q14773	Q15323
P0DPK4	Q14773
Q14773	Q7Z3S9
Q02535	Q5RGS3
P09913	Q86Y26
O14879	P06753
O14879	Q8IXX5
O14879	Q96CS2
O14879	Q6Q4G3
P08069	Q9Y2W7
P01344	Q93062
Q13123	Q8NHQ1
P31785	P60369
P0DPK4	P31785
P31785	Q7Z3S9
P40189	P43364
P40189	Q9UMX0
P40189	Q9Y2W7
P40189	Q96EQ0
O95273	Q12905
Q12906	Q93062
P14373	Q13418
Q13418	Q9HBI0
O14732	P29218
O14732	O14732
O14732	Q8TBC4
P12268	P12268
P12268	Q96GX9
P12268	Q9BU20
P05111	Q8IUQ4
P01308	P15884
O76081	P01308
Q15323	Q92835
O75525	Q92835
Q6A162	Q92835
P60409	Q92835
P60411	Q92835
P60369	Q92835
P0DPK4	Q92835
Q7Z3S9	Q92835
P06213	Q15323
P60228	Q8IY42
P61371	Q8NB15
P05107	P0DPK4
P05107	Q7Z3S9
P18084	Q96KQ7
P18084	Q5JR59
P18084	Q6A162
P18084	P60411
P18084	P60410
P0DPK4	P18084
P18084	Q7Z3S9
Q9BY32	Q9BY32
P06753	P15382
P15382	P57075
O00560	O95259
O95259	Q96HA8
O95259	Q7L8L6
P78508	Q8IUQ4
O00180	P60369
Q969F0	Q9ULS6
P50053	Q9NQ69
O00139	O00139
O00139	Q659C4
O00139	Q96EL3
O00139	Q8NE31
P31323	P33176
P33176	Q8N1B4
P33176	Q86VP1
P33176	Q96BR9
Q9BVG8	Q9BVG8
P13647	Q9BVG8
P02538	Q9BVG8
P04259	Q9BVG8
P19012	Q9BVG8
P08727	Q9BVG8
Q15323	Q9BVG8
P33993	Q9BVG8
P55081	Q9BVG8
P00540	Q9BVG8
P07196	Q9BVG8
Q07002	Q9BVG8
P54646	Q9BVG8
P20618	Q9BVG8
O75771	Q9BVG8
P14373	Q9BVG8
Q8IUQ4	Q9BVG8
Q969G3	Q9BVG8
P35711	Q9BVG8
P06753	Q9BVG8
Q12933	Q9BVG8
Q99816	Q9BVG8
P17024	Q9BVG8
Q9BVG8	Q9UJW8
O95171	Q9BVG8
O75604	Q9BVG8
Q02930	Q9BVG8
O94868	Q9BVG8
Q9BVG8	Q9NYB9
Q15025	Q9BVG8
Q13561	Q9BVG8
Q9BVG8	Q9UJV3
Q13352	Q9BVG8
P37198	Q9BVG8
Q8IWP9	Q9BVG8
Q9BVG8	Q9H8Y8
Q9BVG8	Q9UIA0
Q9BVG8	Q9UHP6
Q9BVG8	Q9NPJ6
Q7Z6G3	Q9BVG8
Q9BVG8	Q9NX04
Q9BVG8	Q9NW38
Q53EZ4	Q9BVG8
Q96GY3	Q9BVG8
Q9BVG8	Q9BYV2
Q9BVG8	Q9HC52
Q96IK5	Q9BVG8
Q96JN2	Q9BVG8
Q8N720	Q9BVG8
Q96BZ8	Q9BVG8
Q8N3C7	Q9BVG8
Q68D86	Q9BVG8
Q8N5R6	Q9BVG8
Q9BVG8	Q9GZM8
Q96EV8	Q9BVG8
Q9BRK4	Q9BVG8
Q8N5A5	Q9BVG8
Q969E8	Q9BVG8
Q8WV44	Q9BVG8
Q8N0S2	Q9BVG8
Q96CS2	Q9BVG8
Q6A162	Q9BVG8
Q8NDH6	Q9BVG8
Q7Z3I7	Q9BVG8
Q05D60	Q9BVG8
Q8N8B7	Q9BVG8
Q8NA61	Q9BVG8
Q86V42	Q9BVG8
Q7Z3B3	Q9BVG8
Q8IYX8	Q9BVG8
P48668	Q9BVG8
Q96L14	Q9BVG8
Q96BR9	Q9BVG8
Q15654	Q99706
Q93062	Q99706
P21145	P26715
P26715	Q01453
Q07866	Q15323
Q07866	Q96M63
P52294	Q9UKX7
P52294	Q9HAZ1
P52292	Q99750
O75478	P52292
P52292	Q9Y5V3
P52292	Q9NP66
P52292	Q93062
P37198	P52292
P52292	Q9UJW9
P52292	Q7Z6G3
P52292	Q9BYV2
P52292	Q8IX15
P52292	Q96IK5
P52292	Q9HAN9
P52292	Q8N6Y0
P52292	Q9BRK4
P52292	Q96PV4
P52292	Q6A162
P52292	Q86Y26
P52292	Q8NBZ0
O00505	Q13330
O00505	Q9NR30
O00505	O43167
O00505	Q9Y5U2
O00505	Q9UKX7
O00505	Q9NZL9
O00505	Q8TBK6
O00505	Q96P16
O00505	Q9BWW8
O00505	Q8WWX8
O00505	Q96LM6
O00629	Q9Y263
O00629	Q9UKX7
O00629	Q9NZL9
O00629	Q6ZMK1
O15131	Q92688
O15131	Q9UKX7
O15131	Q6IQ16
P01116	Q99750
P01116	P25788
P01116	Q93062
O94772	P26371
P26371	P49901
P26371	P50222
P26371	P32242
P26371	Q99571
P26371	Q92824
P17858	P26371
O43741	P26371
P25786	P26371
P26371	Q92692
O00560	P26371
P20155	P26371
P26371	Q15560
P26371	Q06418
P26371	Q15973
O76081	P26371
P26371	Q9H2X0
O75056	P26371
O43167	P26371
P26371	Q15040
P26371	Q9Y223
O43597	P26371
O60896	P26371
O76003	P26371
P26371	Q14584
P26371	P48645
O60336	P26371
O95336	P26371
P26371	Q9GZM5
P26371	Q8NE01
P26371	Q9UKJ5
P26371	Q9P121
P26371	Q9P0T4
P26371	Q9UBE8
P26371	Q6UY14
P26371	Q9UGL9
P26371	Q6ZNA4
P26371	Q96HA8
P26371	Q9NUL5
P26371	Q8IW45
P26371	Q9NQX5
P26371	Q969V3
P26371	Q9NS69
P26371	Q7Z417
P26371	Q9H2A7
P26371	Q9NQL9
P26371	Q9HB63
A1A5C7	P26371
P26371	Q9BQ24
P26371	Q7Z3C6
P26371	Q9H5Z6
P26371	Q9BQ66
P26371	Q9BYQ4
P26371	Q3B820
P26371	Q9BXY8
P26371	Q96SQ5
P26371	Q9BYQ2
P26371	Q9BYR5
P26371	Q8NDP4
P26371	Q8WUK0
P26371	Q96LJ7
P26371	Q8NEC5
P26371	Q8TBP0
P26371	Q5HYJ3
P26371	Q8TAU3
P26371	Q8N8B7
P26371	Q5TA78
P26371	Q2WGJ6
P26371	Q5T7P3
P26371	Q5TA79
P26371	Q5T5A8
P26371	Q5T5B0
P26371	P59991
P26371	P59990
P26371	Q8IV04
P26371	P60409
P26371	P60411
P26371	P60331
P26371	P60412
P26371	P60370
P26371	P60410
P26371	P60369
P0DPK4	P26371
P26371	Q7Z3S9
P26371	Q6NUJ2
P26371	Q5TZK3
P26371	Q5T681
P26371	Q6L8G9
P26371	Q9BYQ6
P13646	P35908
P08727	P35908
P35908	Q15323
O76015	P35908
P35908	Q6A162
P13646	P19013
P19012	P19013
P19013	Q14525
O76015	P19013
P19013	Q6A162
P13647	P19012
P13647	Q15323
O76015	P13647
P13647	Q6A162
P02538	P13646
P02538	Q15323
O43765	P02538
O76015	P02538
O14964	P02538
P02538	Q9UBB9
P02538	Q9BYV2
P02538	Q6A162
P04259	P13646
P04259	Q15323
O76015	P04259
O14777	P04259
P04259	Q9UBB9
P04259	Q9BYV2
P05787	P13646
P05787	P19012
P05787	Q15323
O76015	P05787
P05787	Q9UBB9
P05787	Q6A162
P00540	P13646
P12882	P13646
P13646	P20618
P13646	P49721
P13646	P62328
P13646	Q99816
O60573	P13646
P13646	Q86XR8
P13646	Q9NYB9
O95363	P13646
P13646	Q9UL45
P13646	Q9P2A4
P13646	Q9Y2J4
P13646	P35900
P13646	Q8TD31
P13646	Q9NX04
P13646	Q9NQT4
P13646	Q9Y333
P13646	Q96IX9
P13646	Q8TES7
P13646	Q9NSK0
P13646	Q8IY31
P13646	Q3SY84
P13646	Q96ES7
P13646	Q8TAB5
P13646	Q6P597
P13646	Q53TS8
P13646	Q6NYC8
P13646	P40222
P13646	Q8IYX8
P13646	P48668
P13646	Q8IWZ5
P13646	Q5XKE5
P13646	Q17RB0
O43790	P19012
P19012	P25791
P00540	P19012
P07196	P19012
P19012	Q16512
P19012	P20618
O75771	P19012
P19012	Q969G3
P19012	P62328
P19012	P61968
O14964	P19012
P19012	Q02930
P19012	Q86XR8
P19012	Q9P0W2
O43482	P19012
P19012	Q68DK2
P19012	P53365
P19012	Q8WWY3
P19012	Q9UIA0
P19012	Q9NZD8
P19012	Q7Z3B4
O95983	P19012
P19012	Q8TD31
P19012	Q9NVE4
P19012	Q9NPC3
P19012	Q9H609
P19012	Q9H2F5
P19012	Q9BQ89
P19012	Q8N5A5
P19012	Q9BXY8
P19012	Q9NSK0
P19012	Q3SY84
P19012	Q96CS2
P19012	Q9Y2D8
P19012	Q70UQ0
P19012	Q8IVS8
P19012	P78324
P19012	Q6KB66
P19012	Q8TAU3
P19012	Q6P597
P19012	Q53TS8
P19012	Q4VCS5
P19012	Q8N443
P19012	Q05D60
P19012	Q8N3L3
P19012	Q6NYC8
P19012	P40222
P19012	Q6PF18
P19012	P48668
P19012	Q8IWZ5
P19012	Q86Y46
P19012	Q5XKE5
P19012	Q7Z794
Q04695	Q86WT6
P05783	P05783
P05783	Q8IYE0
P05783	Q96CS2
P08727	P08727
P08727	P63279
O60573	P08727
O15160	P08727
P08727	Q9UKT9
P08727	P0C1Z6
P08727	Q9P0N9
P08727	Q9Y2J4
P08727	Q9NX04
P08727	Q9NRA8
P08727	Q8IYE0
P08727	Q9H257
P08727	Q9H5Z6
P08727	Q96CS2
P08727	Q6NYC8
P08727	Q8IYX8
Q14533	Q15323
P78385	Q15323
P49901	Q15323
Q15323	Q99572
Q07002	Q15323
Q13526	Q15323
P14222	Q15323
P54646	Q15323
Q15323	Q16512
P25786	Q15323
P43115	Q15323
Q01130	Q15323
Q15323	Q969G3
O95863	Q15323
P62328	Q15323
Q15323	Q99816
P17024	Q15323
Q15323	Q9UC07
Q15323	Q15973
Q15323	Q9UQR1
Q15323	Q9UBK9
P61968	Q15323
O95671	Q15323
P57739	Q15323
O95835	Q15323
O14964	Q15323
P20674	Q15323
O60573	Q15323
Q15323	Q9BUZ4
Q15323	Q5VU43
Q15323	Q86XR8
P56524	Q15323
Q15040	Q15323
Q15323	Q9UHI7
Q15323	Q9Y223
Q12815	Q15323
Q15323	Q9NYB9
Q15323	Q9BUD6
O76003	Q15323
O95994	Q15323
O95363	Q15323
Q15323	Q9HC98
O60336	Q15323
O95336	Q15323
Q15323	Q99853
Q15323	Q9UHP6
Q15323	Q9Y6H1
Q15323	Q8IY34
Q15323	Q9Y2J4
Q15323	Q9BT40
Q15323	Q92529
Q15323	Q9NXC2
Q15323	Q969U6
Q15323	Q567U6
Q15323	Q8TD31
Q15323	Q9C0C4
Q15323	Q9NX04
Q15323	Q9BX59
Q15323	Q96HA8
Q15323	Q86YD7
Q15323	Q9NVV2
Q15323	Q8WXF1
Q15323	Q96JH8
Q15323	Q8IW45
Q15323	Q9P2K3
Q15323	Q96GY3
Q15323	Q9H0W8
P57077	Q15323
Q15323	Q969U7
Q15323	Q8IY37
Q15323	Q96L34
Q15323	Q9NQL9
Q15323	Q9H257
Q15323	Q5W5X9
Q15323	Q9NQ50
Q15323	Q96DC9
Q15323	Q9BWG6
Q15323	Q9BVX2
Q15323	Q9BQ24
Q15323	Q9BZE9
Q15323	Q7Z3C6
Q15323	Q96BZ8
Q15323	Q64LD2
Q15323	Q9H6L2
Q15323	Q9BV90
Q15323	Q9H6L4
Q15323	Q5FYB0
Q15323	Q9H741
Q15323	Q9H5Z6
Q15323	Q8NHQ1
Q15323	Q9BT49
Q15323	Q9BQ89
Q15323	Q9BTL3
Q15323	Q8N6Y0
Q15323	Q9BRU9
Q15323	Q9BXY8
Q15323	Q96IX9
Q15323	Q8TES7
Q15323	Q9BY27
Q15323	Q8NEY1
Q15323	Q9NSK0
Q15323	Q96HB5
Q15323	Q9BU23
Q15323	Q17RB8
Q15323	Q3SY84
Q15323	Q8WUK0
Q15323	Q96CS2
Q15323	Q96MM6
Q15323	Q9Y2D8
Q15323	Q8TAB5
Q15323	Q7Z3I7
P78324	Q15323
Q15323	Q96FQ7
Q15323	Q5MCW4
Q15323	Q8IYI6
Q15323	Q96LX7
Q15323	Q53TS8
Q15323	Q8NEF3
Q15323	Q8IYR0
Q15323	Q4VCS5
Q15323	Q8N443
Q15323	Q86Y33
Q15323	Q6NYC8
Q15323	Q8NEG0
Q15323	Q8TC90
Q15323	Q5TA78
P40222	Q15323
Q15323	Q86W54
Q15323	Q9ULK2
A6NJB7	Q15323
Q15323	Q6P087
A6NFR6	Q15323
Q15323	Q8IYX8
P48668	Q15323
Q15323	Q5XKE5
Q15323	Q2WGJ6
Q15323	Q7Z794
Q15323	Q7Z7H3
Q15323	Q5TZK3
A0A1B0GTZ2	Q15323
Q15323	Q86WW8
Q14525	Q9NYB9
Q14525	Q5XKE5
P32242	Q14533
O76015	Q14533
Q14533	Q6A162
O76015	P78385
P60409	P78385
P60411	P78385
P60410	P78385
P60369	P78385
P0DPK4	P78385
P78385	Q7Z3S9
O43790	P50222
P50222	Q86UP2
O43765	Q86UP2
Q86UP2	Q9BXN2
Q86UP2	Q8N205
O43765	Q6ISS4
Q6ISS4	Q9Y6C2
P16949	Q86VW0
P25788	Q14847
Q04864	Q14847
P14373	Q14847
P15884	Q14847
P51116	Q14847
O43597	Q14847
O94989	Q14847
Q14847	Q96GY0
Q14847	Q9NVV9
Q14847	Q9UH03
Q14847	Q9BRK4
Q14847	Q9BQY4
Q14847	Q9BYR5
Q14847	Q96C00
P06239	Q5VV42
P06239	Q9BRK4
O43639	Q13094
P51116	Q13094
O75886	Q13094
P00338	P53779
P07195	P50542
O95202	P25788
O00560	P05162
P05162	Q9H190
P17931	P17931
P17931	Q13427
O75177	P17931
P17931	Q9NZ81
O00214	Q86VP1
O00214	Q9UJV3
O14639	Q9H257
P48059	Q15404
P02545	Q6B8I1
P02545	Q9UII6
P02545	P60409
P02545	P60369
P25800	P26045
P25800	Q99708
P25800	Q04864
P14373	P25800
P25800	P35711
P15884	P25800
P25800	Q9H2G9
P25800	Q86U70
O60711	P25800
P25800	Q9UKT9
O43298	P25800
P25800	Q9UBB9
P25800	Q63ZY3
P25800	Q9P2Y4
P25800	Q9H165
P25800	Q6UY14
P25800	Q5VWN6
P25800	Q96GN5
P25800	Q9H257
P25800	Q9C0F1
P25800	Q9BRK4
P25800	Q6A162
P25800	Q8IYX7
P25800	Q8NA61
P25800	Q86Y26
P25800	Q96L14
P25791	P43361
O76083	P25791
P25791	Q13976
P25791	Q04864
P25791	Q13464
P25791	P63208
P25791	P35711
P25791	P40763
P25791	Q15654
P25791	Q9NNX1
P25791	P63279
P17028	P25791
P25791	Q13155
P25791	Q9H2G9
P25791	Q9NYB9
P25791	Q13137
P25791	Q92802
P25791	Q14919
P25791	Q9UKT9
P25791	Q15691
P25791	Q5JR59
P25791	P37198
P25791	Q63ZY3
P0C1Z6	P25791
P25791	Q9UJC3
P25791	Q9NS73
P25791	Q6UY14
P25791	Q8N9N5
P25791	Q9NTW7
P25791	Q6RW13
P25791	Q9BYV2
P25791	Q9GZT8
P25791	Q6NUQ1
P25791	Q8N5R6
P25791	Q8NFT6
P25791	Q9Y3Q8
P25791	Q9BRK4
P25791	Q6P1W5
P25791	Q96FT9
P25791	Q96HT8
P25791	Q96DZ9
P25791	Q9Y2D8
P25791	Q6A162
P25791	Q8NHS4
P25791	Q8IYX7
P25791	Q8NA61
P25791	Q86Y26
P25791	Q8IYA8
P25791	P60409
P0DPK4	P25791
P25791	Q7Z3S9
O00204	O43900
O60663	Q86U70
Q04864	Q9UIQ6
P15884	Q9UIQ6
Q969F0	Q9UIQ6
O75427	Q6A162
O75427	P60409
O75427	P60410
O75427	P0DPK4
O75427	Q7Z3S9
O95198	P50895
O60880	Q07912
O60880	Q969G2
Q14596	Q9H2B2
Q13394	Q8IUQ4
O00560	Q13257
P50222	P84022
P84022	Q9H2G9
P84022	Q8N684
P84022	Q8N5R6
P84022	Q8WW24
P61968	Q13485
Q13485	Q8WWW0
P40426	P43355
P43355	Q14242
P43355	Q9NX55
P43355	Q9NUL5
P43355	Q9H0T7
P43355	Q8TBZ8
P43355	Q8IYX8
P04183	P43358
P43358	Q969T9
P43358	Q9Y2J4
P43358	Q9BZV1
P43358	Q9BXY8
P43358	Q53EQ6
P43358	Q4VCS5
P43360	Q08499
P43360	P61513
P43360	Q13190
O75386	P43360
O43639	P43360
O95219	P43360
P43360	Q9BQE9
O75348	P43360
P43360	Q99996
O14530	P43360
O15155	P43360
O00471	P43360
O00154	P43360
P43360	Q5SYB0
P43360	Q9NXC2
P43360	Q9P2K3
P43360	Q96GY3
P43360	Q32MH5
P43360	Q9HCY8
P43360	Q96FJ0
P43360	Q8IYE0
P43360	Q9Y333
P43360	Q9H788
P43360	Q9H2L5
P43360	Q96FG2
P43360	Q8N5M1
P43360	Q96CS2
P43360	Q5SQN1
P43360	Q6NSI1
P43360	Q8TD10
P43360	Q8NA54
P43360	Q8N3X6
P43360	Q6PF18
P43360	Q2WGJ6
O15481	P43361
P43361	Q13563
P43361	Q5JR59
P28676	P43361
P43361	Q9BS40
P43361	Q5H9J7
P43362	Q9UKG1
P29474	P43364
P43364	Q9Y237
P43364	P49675
P06753	P43364
P43364	Q13330
P43364	Q92613
P43364	P46926
O43521	P43364
P43364	Q9Y2K6
P43364	Q99757
P43364	Q96HA8
P43364	Q86U06
P43364	Q96BY6
P43364	Q8IYE0
P43364	Q9H0N5
P43364	Q86Y33
P43364	Q6PEW1
P43364	Q8N1Q8
P01160	P43365
P43365	Q06732
P43365	Q96GD3
P43365	Q9UGP5
P43365	Q9P2A4
P43365	Q8N5T2
P43365	Q9H019
P43365	Q9BVV2
P43365	Q14CZ7
P43365	Q8N3C7
P43365	Q6P444
P43365	Q7Z3B3
P43365	P60321
P43365	Q6PH81
O15479	Q96KN7
O15481	Q13464
O15481	Q92752
O15481	O76015
O14964	O15481
O15481	Q13503
O15481	Q59EK9
O15481	Q63ZY3
O15481	Q9UHP3
O15481	Q96JN2
O15481	Q8N6Y0
O15481	Q9BRK4
O15481	Q9BYN7
O15481	Q96RJ6
O15481	O43379
O75478	P61326
P21145	Q16849
P21145	Q8N539
P21145	Q9BZL3
P21145	Q8N8F7
P21145	Q5T700
Q00266	Q00266
P31153	P31153
A2RRL7	P31153
O15232	P15884
O15232	P60410
O15232	P0DPK4
O15232	Q7Z3S9
P61244	Q8N9N5
P61244	Q9H3U1
Q8WTP8	Q9NR56
P02686	Q9GZU7
P33992	Q93062
P33992	P60409
P08579	Q14566
Q14566	Q3B820
Q14566	Q96C00
P33993	Q15742
P14373	P33993
P33993	Q02086
P33993	Q8ND90
P33993	Q9UMX0
P33993	Q9BYV2
P33993	Q68D86
P33993	Q8N6Y0
P33993	Q49A92
P33993	Q8TD10
P33993	Q96MA6
P15884	P49901
P49901	Q13137
P49901	Q9UGC6
P49901	Q9BYQ4
P49901	Q9BYQ2
P49901	Q9BYR0
P49901	Q5TA78
P49901	P60409
P49901	P60411
P49901	P60370
P49901	P60410
P49901	P60369
P0DPK4	P49901
P49901	Q7Z3S9
P49901	Q6L8G9
P49901	Q9BYQ6
Q15742	Q99750
Q06141	Q99750
Q14241	Q99750
Q15583	Q99750
P19237	Q99750
Q05952	Q99750
Q06418	Q99750
P40337	Q99750
O96014	Q99750
Q15937	Q99750
Q15973	Q99750
P52744	Q99750
Q12901	Q99750
Q99750	Q9UK11
Q99750	Q9UIE0
Q99750	Q9Y5Q8
O43296	Q99750
Q99750	Q9Y5V3
Q02930	Q99750
Q15053	Q99750
A7KAX9	Q99750
Q13133	Q99750
O43609	Q99750
O43597	Q99750
Q92993	Q99750
Q14584	Q99750
Q03989	Q99750
Q99750	Q9Y2K6
Q14554	Q99750
O75896	Q99750
O60336	Q99750
Q86T65	Q99750
Q68DK2	Q99750
Q58EX7	Q99750
Q99750	Q9NQ87
Q8IVW4	Q99750
Q7Z2X4	Q99750
Q99750	Q9NWN3
Q99750	Q9NVL8
Q99750	Q9NUL5
Q96GN5	Q99750
Q99750	Q9NWQ4
Q7Z4I7	Q99750
Q99750	Q9HBH7
Q99750	Q9NR21
P82987	Q99750
Q99750	Q9ULM2
Q99750	Q9H2A7
Q99750	Q9NQL9
Q5T686	Q99750
Q99750	Q9HAY2
Q5W5X9	Q99750
Q99750	Q9BVV2
Q0VG06	Q99750
Q3B820	Q99750
Q96SQ5	Q99750
Q0D2K3	Q99750
Q8WVV9	Q99750
Q8WUK0	Q99750
Q8WWB5	Q99750
Q6P5X5	Q99750
Q8NHX4	Q99750
Q8TF63	Q99750
Q6RVD6	Q99750
Q3V5L5	Q99750
Q96N58	Q99750
Q17RF5	Q99750
Q8TBZ8	Q99750
Q8N7K0	Q99750
Q7RTU3	Q99750
Q5TA78	Q99750
Q5T0F9	Q99750
Q96C00	Q99750
Q6ZVT0	Q99750
Q8NCQ2	Q99750
Q08AG5	Q99750
Q14D33	Q99750
Q8IYX8	Q99750
Q5T7P3	Q99750
Q5T5B0	Q99750
Q3SYB3	Q99750
O15151	O95971
O15151	Q9Y6W3
O15151	Q9Y4L5
O14770	O14770
O14770	Q9UJX0
O14770	Q6P1W5
A0A1B0GTZ2	O14770
O76003	Q99759
O15344	P50221
P45984	P50221
P50221	Q9H6Z4
O76071	P50221
P50221	Q9UBU8
P50221	Q9UKG1
P50221	Q9BSW7
P50221	Q2TAL8
P50221	Q712K3
P50221	Q9UJ70
P50221	Q96Q77
P50221	Q14CS0
P50221	Q5JUK9
P50221	Q2TBE0
P50221	Q8N8B7
P40222	P50221
P50221	Q969S2
P50222	P55198
P08254	P50222
P20783	P50222
P50222	Q92824
P50222	Q13526
P40306	P50222
