Q96FF9	Q9BYX7
P03372	P35579
O43795	P03372
P03372	Q9H0A0
P03372	P19338
O00567	P03372
P03372	Q14980
P03372	P11940
P03372	Q96HS1
P03372	Q9P035
P03372	Q96PK6
P03372	P38159
P03372	P27635
P03372	P26373
P03372	P40429
P03372	P50914
P03372	P18621
P03372	Q02543
P03372	P84098
P03372	P35268
P03372	P83731
P03372	P46776
P03372	P39023
P03372	Q969Q0
P03372	P83881
P03372	P61513
P03372	P36578
P03372	Q02878
P03372	P62917
P03372	P04843
P03372	P04844
P03372	P62263
P03372	P62249
P03372	P15880
P03372	P62266
P03372	P62854
P03372	P61247
P03372	P62753
P03372	Q5JTH9
O76021	P03372
P03372	Q07955
P03372	Q01130
P03372	Q16629
P03372	P05141
P03372	Q8IYB3
P02787	P03372
P02786	P03372
P03372	Q9Y2W1
P03372	P11387
P03372	P11388
P03372	Q14669
P03372	P17480
P03372	P26368
P03372	P12814
P03372	Q09666
O95831	P03372
P03372	Q9BT30
P03372	Q96CW1
P03372	Q8N6H7
P03372	P15848
P03372	P06576
O75110	P03372
P03372	Q8WY22
P03372	P47756
P03372	Q14839
O95232	P03372
P03372	P16989
P03372	Q16643
P03372	Q9BQ39
P03372	Q16698
P03372	P35659
P03372	Q7L2E3
P03372	Q9P225
P03372	Q9UBS4
P03372	Q15029
P03372	P60842
P03372	Q04637
O43432	P03372
P03372	Q96L91
P03372	Q9HCM4
O75369	P03372
P03372	Q06787
P03372	Q13283
P03372	Q9UN86
P03372	P62873
P03372	P62879
P03372	Q9HAV0
P03372	Q13823
P03372	Q08379
P03372	Q13151
P03372	P22626
P03372	Q99729
P03372	Q9NX58
P03372	P82933
P03372	Q86UE4
P03372	Q7Z406
P03372	Q9UM54
P03372	P46087
P03372	Q9Y2X3
P03372	Q49A26
P03372	P49790
P03372	Q99575
P03372	P62136
P03372	Q13523
O75475	P03372
P03372	Q9NW13
P03372	P62906
P03372	P62913
P03372	P62750
P03372	Q9Y3U8
P03372	P46777
P03372	P32969
P03372	P25398
P03372	P62277
P03372	P62244
P03372	P60866
P03372	P62847
P03372	P23396
P03372	P08865
P03372	Q9Y265
P03372	Q9Y230
P03372	Q6P3W7
P03372	Q13247
P03372	Q9UQ13
P03372	P62314
P03372	Q13813
P03372	Q01082
P03372	Q96SB4
P03372	P78362
P03372	Q9UQ35
O95793	P03372
P03372	Q9Y5B9
P03372	Q9Y4P3
P03372	Q13428
P03372	Q14157
P03372	Q9H3U1
P03372	Q92900
P03372	Q9NQZ2
P03372	Q8NI36
P03372	P67809
P03372	Q9Y5A9
P03372	P07355
O15523	P03372
P03372	Q8WUY1
P03372	P50402
P03372	P58107
P03372	Q01780
P03372	P16104
P03372	P34931
O60506	P03372
P03372	P04406
P03372	Q9NZ01
P03372	Q07666
P03372	P47929
P03372	P49137
P03372	P14649
P03372	Q6ZVX7
P03372	Q8WVV4
P03372	Q15149
P03372	P47914
P03372	Q14684
P03372	P30050
P03372	P46779
P03372	P46778
P03372	P62269
P03372	P35241
P03372	Q13243
P03372	P31151
P03372	P48594
P03372	P31947
P03372	P60468
O75533	P03372
P03372	P84103
P03372	P05109
O15042	P03372
P03372	Q9BV38
P03372	Q5THJ4
P03372	Q96KM6
P28482	Q9BRR9
Q16539	Q9BRR9
P42574	Q16512
P68871	Q92900
Q92900	Q9UPR3
Q92540	Q92900
Q86US8	Q92900
P68871	Q92540
P68871	Q86US8
P68871	Q9HAU5
P38919	P68871
P11940	P68871
P68871	Q9Y5S9
Q13585	Q13585
P48039	Q13585
P49286	Q13585
P63096	Q13585
P49407	Q13585
P68400	Q14005
P06493	Q14005
P30307	P63104
P30307	Q92903
P01106	P68400
P04439	P61769
P42226	P52630
P17181	P42226
P61769	Q03519
P04439	Q03519
P12931	Q9C0H9
P60709	Q9Y613
P41240	Q9C0H9
P62495	Q92900
Q96Q15	Q9BZI7
P25440	Q9NPI1
O43734	Q96RJ3
P39880	Q96KQ7
Q13948	Q96KQ7
P21730	P32121
P21730	P49407
P24928	P51946
P42229	Q06187
P06748	P37198
P06748	Q9UKX7
P06748	P46777
P10275	Q05086
P0DP23	P35228
P23945	Q8NEU8
P23945	Q12778
Q16665	Q8N122
P24394	P42226
P01579	P42226
P23458	P42226
P34932	P59046
P07900	P59046
Q9GZT4	Q9NRI5
P11142	P59046
O94921	P30281
O94921	P38936
O94921	Q8ND76
O94921	O94921
O94921	P06400
P06400	P62937
O60506	Q5JVS0
Q07955	Q5JVS0
Q13242	Q5JVS0
Q07955	Q13242
P27361	P46940
P28482	P46940
P16070	P46940
O60494	Q07954
O60494	Q7Z2X4
P07910	Q9UBU9
Q9BY44	Q9UBU9
Q12906	Q9UBU9
P07910	Q12906
Q12906	Q9BY44
P21796	Q03135
P18847	P18847
P18847	Q14192
P18847	Q02535
P18848	Q9UDV6
O75175	Q02535
P41240	Q02535
Q14192	Q92785
P41240	Q14192
Q14192	Q9UHR5
Q02535	Q14192
Q14192	Q9UHX1
P40763	Q14192
Q14192	Q9NQX6
Q14192	Q9H9D4
Q14192	Q68DY1
Q14192	Q9H2S9
P62879	Q02535
P31150	P36915
P36915	Q93096
Q02535	Q02535
P18848	P25963
Q8TBX8	Q8TBX8
Q70SY1	Q93096
Q14192	Q99623
Q70SY1	Q92730
Q02535	Q92730
Q02535	Q9UHX1
Q9UH92	Q9UHR5
Q02535	Q9UH92
P18847	Q9UDV6
Q70SY1	Q9UDV6
P41240	Q9UDV6
Q92785	Q9UDV6
Q16828	Q9UDV6
Q14192	Q9UDV6
P36915	Q9UDV6
O60381	Q9UDV6
Q9UDV6	Q9UHR5
P25963	Q9UDV6
Q8TAU0	Q9UDV6
Q93096	Q9UDV6
Q92730	Q9UDV6
Q9UDV6	Q9UDV6
P17036	Q9UDV6
Q9NQX6	Q9UDV6
Q9H9D4	Q9UDV6
P17036	Q14192
P17036	Q02535
P17036	P17036
Q9H9D4	Q9NQX6
Q9H9D4	Q9UHR5
Q02535	Q9H9D4
Q9H9D4	Q9H9D4
Q02535	Q68DY1
P25963	Q9H2S9
P01106	Q13177
P42771	Q01094
Q01094	Q8N726
O00268	P42858
P11387	Q99801
P19388	Q00403
P84022	P84022
Q13485	Q13485
P28300	Q02539
P15502	P28300
P28300	Q16778
P01374	P05162
P05162	P68363
P05162	P07437
P01374	P68363
P17252	Q96A00
Q02156	Q96A00
P24723	Q96A00
Q05513	Q96A00
Q15139	Q96A00
P49674	Q96A00
P63104	Q96A00
P48730	Q96A00
Q96A00	Q9HCP0
P78368	Q96A00
Q96A00	Q9Y6M4
P48730	P63104
P15291	P15291
P02786	P15291
P15291	Q71U36
P07437	P15291
P58340	Q71F23
P10827	Q00403
P13747	Q03519
P13747	P27797
P04637	P15941
P15941	P20226
P19419	P63279
O00482	P63279
P52757	P63000
P49916	Q7Z2E3
Q7Z2E3	Q9NR30
P34932	Q7Z2E3
P11532	Q6NZI2
P11532	Q09666
P46108	Q99704
P06213	P19174
P62993	Q9Y4H2
P51813	P56945
P16333	Q99704
P16885	P35568
P35568	Q9NRF2
P11362	Q13882
P11362	Q08881
P11362	P16333
P11362	P15498
P42684	Q99704
Q13882	Q99704
Q08881	Q99704
P15498	Q99704
P38398	Q6R327
P38398	P42345
P24666	Q99728
Q10567	Q99728
P05026	Q99728
P54709	Q99728
P02452	Q99728
P43146	Q99728
P62942	Q99728
P26885	Q99728
Q00688	Q99728
P04066	Q99728
Q13907	Q99728
P17931	Q99728
O00214	Q99728
P02795	Q99728
P03886	Q99728
Q15366	Q99728
O14818	Q99728
P60866	Q99728
Q01130	Q99728
O00295	Q99728
P58317	Q99728
Q13838	Q99728
O75925	Q99728
O00764	Q99728
O60493	Q99728
Q13228	Q99728
Q99728	Q9UBL3
Q01518	Q99728
P61916	Q99728
Q99728	Q9Y2L5
Q6PJE2	Q99728
O75643	Q99728
A6NHR9	Q99728
Q0VDF9	Q99728
O95071	Q99728
Q99728	Q9NWD8
Q6TDU7	Q99728
Q99728	Q9NTW7
Q99728	Q9P287
Q99728	Q9NQ31
P82650	Q99728
Q7Z392	Q99728
Q99728	Q9GZS3
Q8WVV9	Q99728
Q8NEN9	Q99728
Q8N668	Q99728
Q8IWV2	Q99728
Q8N1N5	Q99728
O60563	Q99728
P50750	Q99728
Q14011	Q99728
Q13627	Q99728
Q12789	Q99728
P07910	Q99728
Q14974	Q99728
O00505	Q99728
Q14566	Q99728
P55081	Q99728
Q99728	Q9HCE1
Q09161	Q99728
Q99728	Q9Y295
P67809	Q99728
P49585	Q99728
Q99728	Q9H307
P24928	Q99728
P30876	Q99728
P19388	Q99728
O15355	Q99728
P28482	Q99728
P35250	Q99728
Q07955	Q99728
Q08170	Q99728
Q13243	Q99728
Q13247	Q99728
Q16629	Q99728
P62995	Q99728
P08621	Q99728
P14678	Q99728
P09234	Q99728
Q96SB4	Q99728
P78362	Q99728
P05455	Q99728
O00267	Q99728
Q14241	Q99728
Q01081	Q99728
P63104	Q99728
O15228	Q99728
P56182	Q99728
Q13242	Q99728
O60942	Q99728
O75909	Q99728
Q99590	Q99728
O94776	Q99728
Q99728	Q9UKN8
Q14498	Q99728
Q99728	Q9NYF8
Q99728	Q9Y2W1
O14979	Q99728
P61962	Q99728
Q8IYB3	Q99728
O43823	Q99728
O75607	Q99728
Q15345	Q99728
O14795	Q99728
P78346	Q99728
O75494	Q99728
Q16630	Q99728
P61964	Q99728
Q99728	Q9BUJ2
Q8N2M8	Q99728
Q99728	Q9Y3F4
Q99728	Q9UHI6
P26368	Q99728
Q99728	Q9UHX1
Q96JB3	Q99728
Q86TI0	Q99728
O15042	Q99728
Q6PKG0	Q99728
Q13868	Q99728
Q99728	Q9UQ35
Q99728	Q9Y3A3
Q8TEQ6	Q99728
Q99728	Q9Y3Z3
Q99728	Q9ULX6
Q13595	Q99728
P57678	Q99728
Q5SSJ5	Q99728
Q99728	Q9NYZ3
Q4G0J3	Q99728
Q99728	Q9Y383
Q99728	Q9UKF6
O95232	Q99728
Q99728	Q9NYV4
Q99728	Q9P2I0
Q2NKX8	Q99728
Q99728	Q9NXF7
Q99728	Q9C0J8
Q99728	Q9NXV6
O75400	Q99728
Q99728	Q9NQ29
Q99728	Q9NW64
Q3V6T2	Q99728
Q2NL82	Q99728
Q8IX12	Q99728
O15226	Q99728
Q7L2J0	Q99728
O95104	Q99728
Q7RTP6	Q99728
Q5T5X7	Q99728
P49756	Q99728
Q5C9Z4	Q99728
Q8N9T8	Q99728
Q99728	Q9BQ39
Q5SY16	Q99728
Q99728	Q9H5H4
Q99728	Q9H7D7
Q7Z2T5	Q99728
Q99728	Q9Y4W2
Q99728	Q9H0G5
Q96I25	Q99728
Q6P158	Q99728
Q7Z7L1	Q99728
Q96HS1	Q99728
Q1KMD3	Q99728
Q14004	Q99728
P38398	P63261
P38398	P49189
P05026	P38398
P38398	P54709
P38398	P50750
P02452	P38398
P07585	P38398
P38398	Q14204
P38398	Q14240
P06733	P38398
P31689	P38398
P25685	P38398
P38398	P49441
P07864	P38398
P38398	Q9NTJ4
P38398	Q13233
P03886	P38398
P38398	Q13362
P38398	P48147
P07602	P38398
P38398	P60900
P28290	P38398
P38398	Q9UQB9
P26639	P38398
P38398	Q04727
O00295	P38398
O75445	P38398
P38398	Q9Y5A6
O60494	P38398
O95456	P38398
P38398	P55884
O60493	P38398
P38398	Q9UBL3
O75604	P38398
P38398	Q9UKN8
O60841	P38398
P38398	Q93075
O95825	P38398
P38398	Q96S59
P38398	P61916
P38398	Q9UBU7
O94993	P38398
P31937	P38398
P38398	Q9NNW5
O75643	P38398
O60341	P38398
P38398	Q9UG56
P38398	Q96F85
O75952	P38398
P38398	Q9UKJ0
P38398	Q0VDF9
P38398	Q9UIC8
P38398	Q8NEY8
P38398	Q9NWF9
P38398	Q58EX2
P38398	Q6N043
P38398	Q9NXG0
P38398	Q5D0E6
P38398	Q86YB8
P38398	Q9GZR7
P38398	Q96KN7
P38398	Q96QT6
P38398	Q9UNH7
P38398	Q5T447
P38398	Q86UX2
P38398	Q96I51
P38398	Q9BY14
P38398	Q96J01
P38398	Q6XPS3
P38398	Q8NEY3
P38398	Q96M86
P38398	Q8N668
P38398	Q8IWV2
P38398	Q86UU5
P38398	Q6NW29
P38398	Q8IZC4
P38398	Q5M9Q1
P38398	Q8WW35
P38398	Q7Z6J9
P38398	Q8N1N5
P38398	Q15486
P38398	P47756
P21333	P38398
P12956	P38398
P38398	Q9Y295
P38398	P67809
P19387	P38398
O15514	P38398
P19388	P38398
P38398	P62487
P36954	P38398
P38398	P52435
P38398	P67775
O00743	P38398
P35250	P38398
O43815	P38398
P38398	Q7KZ85
P09493	P38398
P06753	P38398
P38398	P63104
O60942	P38398
O94762	P38398
P38398	P63244
P19105	P38398
O95684	P38398
O14579	P38398
P38398	Q9HCN4
P38398	Q99623
P38398	Q9UPS8
P38398	Q9UPN7
O15084	P38398
P38398	Q9C0B5
P38398	Q9UI43
P38398	Q9UHW5
P38398	Q96P16
P38398	Q5H9R7
P38398	Q9NXV6
P38398	P85299
P38398	Q9NQG5
P38398	Q9BPZ7
P38398	Q9H6T3
P38398	Q6PGQ7
P38398	Q8IXW5
P0CAP2	P38398
P38398	Q6EEV4
P38398	Q96SB3
P38398	Q8N8A2
P38398	Q6NYC8
P0DPA2	P38398
P38398	Q5VT06
P05549	Q9HD15
P18846	Q9HD15
P15336	Q9HD15
P18847	Q9HD15
P18848	Q9HD15
Q9H2G9	Q9HD15
P78543	Q9HD15
P49715	Q9HD15
Q15699	Q9HD15
P16220	Q9HD15
P0DPQ6	Q9HD15
P35638	Q9HD15
Q9HD15	Q9Y222
O00716	Q9HD15
P18146	Q9HD15
P11161	Q9HD15
P03372	Q9HD15
Q92731	Q9HD15
P62508	Q9HD15
P14921	Q9HD15
P15036	Q9HD15
P01100	Q9HD15
P53539	Q9HD15
P15408	Q9HD15
P15976	Q9HD15
P04150	Q9HD15
Q00403	Q9HD15
Q13888	Q9HD15
Q9HD15	Q9Y5Q8
O96004	Q9HD15
Q92769	Q9HD15
Q12979	Q9H8V3
P15391	Q9H8V3
P04080	Q9H8V3
Q14240	Q9H8V3
Q9H8V3	Q9UIS9
P02795	Q9H8V3
P00403	Q9H8V3
Q15113	Q9H8V3
P60900	Q9H8V3
P60866	Q9H8V3
Q15369	Q9H8V3
P0CG47	Q9H8V3
P45880	Q9H8V3
O43529	Q9H8V3
O60841	Q9H8V3
P61916	Q9H8V3
A1L0T0	Q9H8V3
O75643	Q9H8V3
Q15155	Q9H8V3
O75616	Q9H8V3
Q9H8V3	Q9Y244
Q9H8V3	Q9NWW7
Q7Z6B0	Q9H8V3
Q96FW1	Q9H8V3
Q96EK4	Q9H8V3
Q8IYD8	Q9H8V3
Q8NHS9	Q9H8V3
Q86UU5	Q9H8V3
Q86WS3	Q9H8V3
Q8N1N5	Q9H8V3
P35222	Q8WVC0
P05771	Q9BXL7
P21796	P68363
P18564	P28482
P18887	P68400
P49773	Q9Y265
P49773	Q9Y230
P49773	Q9UJU2
Q9Y265	Q9Y265
P30837	Q9H8V3
P16615	Q9H8V3
P07384	Q9H8V3
P17655	Q9H8V3
P52907	Q9H8V3
Q00535	Q9H8V3
P23528	Q9H8V3
Q92572	Q9H8V3
Q9H8V3	Q9UBX3
Q13363	Q9H8V3
P56545	Q9H8V3
P39880	Q9H8V3
Q13948	Q9H8V3
P08574	Q9H8V3
Q13409	Q9H8V3
P33121	Q9H8V3
Q13643	Q9H8V3
P21333	Q9H8V3
P12956	Q9H8V3
P51570	Q9H8V3
P07910	Q9H8V3
P17482	Q9H8V3
P56537	Q9H8V3
Q14974	Q9H8V3
P00338	Q9H8V3
P07195	Q9H8V3
Q14566	Q9H8V3
O94832	Q9H8V3
Q14980	Q9H8V3
P52948	Q9H8V3
P11177	Q9H8V3
P29590	Q9H8V3
O15355	Q9H8V3
P62136	Q9H8V3
P67775	Q9H8V3
P28482	Q9H8V3
P55036	Q9H8V3
P28288	Q9H8V3
P35250	Q9H8V3
P40937	Q9H8V3
P04843	Q9H8V3
Q07955	Q9H8V3
Q15758	Q9H8V3
O43815	Q9H8V3
Q14241	Q9H8V3
Q13428	Q9H8V3
P04637	Q9H8V3
P13010	Q9H8V3
P31946	Q9H8V3
P63104	Q9H8V3
P51784	Q9H8V3
Q93008	Q9H8V3
O14497	Q9H8V3
Q02978	Q9H8V3
Q96I99	Q9H8V3
P53597	Q9H8V3
Q15645	Q9H8V3
Q9H8V3	Q9Y5Q8
P55786	Q9H8V3
Q9H8V3	Q9UBS8
Q8N1F7	Q9H8V3
Q15386	Q9H8V3
P63244	Q9H8V3
O14795	Q9H8V3
P19105	Q9H8V3
O43865	Q9H8V3
O95639	Q9H8V3
Q07065	Q9H8V3
Q16891	Q9H8V3
O75717	Q9H8V3
Q9H8V3	Q9Y3F4
O43592	Q9H8V3
O14579	Q9H8V3
Q99623	Q9H8V3
O60341	Q9H8V3
Q9H8V3	Q9UPU7
Q6PKG0	Q9H8V3
Q96EB6	Q9H8V3
Q5SRE5	Q9H8V3
O43175	Q9H8V3
Q9H8V3	Q9UBF2
Q8IZL8	Q9H8V3
Q9H8V3	Q9UJZ1
Q9H8V3	Q9Y5A7
Q9BRX2	Q9H8V3
Q9H8V3	Q9P2I0
Q9H8V3	Q9NXF7
Q9H8V3	Q9NX63
Q8N302	Q9H8V3
Q5H9R7	Q9H8V3
Q96P70	Q9H8V3
Q86VP6	Q9H8V3
Q9H8V3	Q9NS91
Q96A33	Q9H8V3
A0FGR8	Q9H8V3
Q7RTP6	Q9H8V3
Q9C0C9	Q9H8V3
Q8NF37	Q9H8V3
Q9H8V3	Q9Y606
Q9H8V3	Q9Y4W2
Q7Z7L1	Q9H8V3
Q6NYC8	Q9H8V3
Q96HS1	Q9H8V3
P49917	P63261
P49917	P62324
P10909	P49917
P08123	P49917
P49917	Q92793
P43235	P49917
P49917	Q16854
P49917	P68104
P49917	P60842
P49917	P62495
P04406	P49917
P19367	P49917
P05114	P49917
P09651	P49917
P22626	P49917
P49917	Q9Y573
P07864	P49917
P33991	P49917
P00395	P49917
P00403	P49917
P00414	P49917
P03886	P49917
P03905	P49917
P03915	P49917
O96000	P49917
P49917	Q99519
P49917	Q9UQ80
O60683	P49917
A4D2B8	P49917
P36507	P49917
P49917	P60900
P49917	P62913
P49917	Q01130
P49917	Q04727
P49917	Q12888
P13693	P49917
P0CG47	P49917
P49917	P68036
P23381	P49917
P49917	Q8TCU4
O95872	P49917
P49917	Q13769
P49917	Q13347
O43432	P49917
O60493	P49917
P49917	Q92820
P49917	Q99829
P49917	Q13432
P49917	P61421
P49917	Q9UBQ7
P49917	Q9NY33
P49917	P52756
P49917	Q9UM13
P49917	Q96EZ8
P49917	Q01518
P49917	P61916
P49917	Q9Y230
P24390	P49917
P49917	Q9Y496
O95229	P49917
P49917	Q8WX93
P49917	Q9UPM9
O43617	P49917
P49917	Q9BQI3
P49917	Q86WC4
P49917	Q8IZU3
P49917	Q9Y3D5
P28838	P49917
P49917	Q9P0J0
P49917	Q6ULP2
P49917	Q9NX94
P49917	Q8N573
P49917	Q8N543
P49917	Q9NUU7
P49917	Q9NUQ7
P49917	Q32MH5
P49917	Q6NTF9
P49917	Q9NTN9
P49917	Q53LP3
P49917	Q9BQB6
P49917	Q8ND07
P49917	Q6UN15
P49917	Q8N6M9
P49917	Q86WX3
P49917	Q8TBZ3
P49917	Q96P64
P49917	Q96B54
P49917	Q8N668
P49917	Q8IZT6
A6NDG6	P49917
A6NHQ2	P49917
P49917	P69849
P04075	P49917
P07339	P49917
P21333	P49917
P09211	P49917
P00338	P49917
P07195	P49917
P07737	P49917
P49917	Q08188
P49917	P60174
P37802	P49917
P19105	P49917
P49917	Q96JB3
P49917	Q13033
P49917	Q7RTP6
P49917	Q96BR5
P49917	Q6NYC8
P06733	P49917
P49917	P62937
Q14676	Q9UKV5
Q14676	Q9Y679
P10909	Q14676
P49642	Q14676
P47914	Q14676
O95183	Q14676
Q14676	Q92905
Q14676	Q9BRH9
Q14676	Q86UW9
P16615	Q14676
P52907	Q14676
P47756	Q14676
Q14676	Q99459
Q14676	Q16527
P50402	Q14676
P06733	Q14676
Q12929	Q14676
P21333	Q14676
O75369	Q14676
P07910	Q14676
Q14676	Q14974
P46013	Q14676
P29372	Q14676
O94832	Q14676
O95299	Q14676
Q14676	Q14980
P11177	Q14676
O43660	Q14676
P30876	Q14676
P19387	Q14676
P19388	Q14676
P62136	Q14676
P67775	Q14676
P28288	Q14676
P32322	Q14676
P35250	Q14676
P35249	Q14676
P40937	Q14676
Q14676	Q99700
Q07955	Q14676
Q14676	Q16637
P14678	Q14676
P43307	Q14676
O95793	Q14676
Q14676	Q7KZ85
P09493	Q14676
P06753	Q14676
P21796	Q14676
P45880	Q14676
P63104	Q14676
Q02978	Q14676
P37802	Q14676
O75569	Q14676
Q13242	Q14676
Q14676	Q9UJX2
Q14676	Q15645
O94762	Q14676
Q14676	Q96DI7
Q14676	Q9NXR7
Q14498	Q14676
Q14676	Q9Y2W1
Q14676	Q15459
Q14676	Q9UM13
P63244	Q14676
P19105	Q14676
O95639	Q14676
Q14676	Q16891
Q14676	Q16630
O14579	Q14676
Q14676	Q99623
Q13185	Q14676
Q14676	Q96B26
Q14676	Q7Z3K3
O15042	Q14676
Q13868	Q14676
Q14676	Q9P0K7
Q14676	Q8NC51
O43175	Q14676
Q14676	Q9NWV8
Q14676	Q9UJX6
Q14676	Q96C36
P61619	Q14676
Q14676	Q9UJX5
Q14676	Q5EBL8
Q14676	Q9UM11
Q14676	Q9UKF6
Q14676	Q9BRX2
Q14676	Q9P2I0
Q14676	Q8N7H5
Q14676	Q9NX63
Q14676	Q6NSI4
Q14676	Q96TC7
Q14676	Q9C0J8
Q14676	Q9NXV6
Q14676	Q9NX58
Q14676	Q8WUY9
Q14676	Q9BV38
Q14676	Q7RTP6
Q14676	Q9H7H0
Q14676	Q96BR5
Q14676	Q9BVC5
P46736	Q14676
Q14676	Q6NT76
Q14676	Q9H5H4
Q14676	Q9H936
Q14676	Q7Z406
Q14676	Q8NF37
Q14676	Q9Y4W2
Q14676	Q6UWZ7
Q14676	Q96I25
Q14676	Q9BZF1
Q14676	Q96DE5
Q14676	Q3MHD2
Q14676	Q96HS1
Q14676	Q1KMD3
Q14676	Q96JM3
P05026	Q6ZW49
P54709	Q6ZW49
P04066	Q6ZW49
P31689	Q6ZW49
P00338	Q6ZW49
P17931	Q6ZW49
P02795	Q6ZW49
P03886	Q6ZW49
Q15366	Q6ZW49
O15534	Q6ZW49
P36871	Q6ZW49
P51178	Q6ZW49
P62937	Q6ZW49
Q13362	Q6ZW49
P60900	Q6ZW49
P27694	Q6ZW49
P30050	Q6ZW49
P60866	Q6ZW49
Q01130	Q6ZW49
Q6ZW49	Q9NPE6
O75478	Q6ZW49
Q6ZW49	Q99569
O75925	Q6ZW49
Q13347	Q6ZW49
O60493	Q6ZW49
O75928	Q6ZW49
Q6ZW49	Q9HD64
O75394	Q6ZW49
P30041	Q6ZW49
O60841	Q6ZW49
Q6ZW49	Q9UBX5
P61916	Q6ZW49
Q6ZW49	Q92526
Q6ZW49	Q9Y2Z0
Q6ZW49	Q99661
O94993	Q6ZW49
O95757	Q6ZW49
Q6ZW49	Q9Y2L5
Q15022	Q6ZW49
O95273	Q6ZW49
Q6ZW49	Q9NVH2
O75952	Q6ZW49
Q6ZW49	Q8NBX0
Q6ZW49	Q7L1T6
Q0VDF9	Q6ZW49
Q6ZW49	Q8NEY8
Q6ZW49	Q9Y3D0
Q6ZW49	Q9UBS4
Q6ZW49	Q9NWW7
Q6ZW49	Q9NPI6
Q6ZW49	Q9HC52
Q6ZW49	Q8TAF3
Q6ZRH7	Q6ZW49
Q6ZW49	Q8NCM8
Q32M88	Q6ZW49
Q6ZW49	Q9BRN9
Q6P587	Q6ZW49
Q6ZW49	Q9BXJ8
Q6ZW49	Q96KE9
Q6ZW49	Q9BRH9
Q6ZW49	Q8WVV9
P83111	Q6ZW49
Q6ZW49	Q8TF46
Q32M84	Q6ZW49
Q6ZW49	Q86VU5
Q6ZW49	Q8TC71
Q6ZW49	Q86YH2
Q6ZW49	Q9H2K0
Q6ZW49	Q8N1N5
P59797	Q6ZW49
Q13685	Q6ZW49
P52907	Q6ZW49
P47756	Q6ZW49
Q6ZW49	Q99459
Q12834	Q6ZW49
P30260	Q6ZW49
P50750	Q6ZW49
Q14011	Q6ZW49
Q00610	Q6ZW49
P68400	Q6ZW49
P67870	Q6ZW49
O60832	Q6ZW49
P50402	Q6ZW49
P50548	Q6ZW49
P84090	Q6ZW49
P39748	Q6ZW49
P12956	Q6ZW49
P48506	Q6ZW49
P07195	Q6ZW49
Q14566	Q6ZW49
O94832	Q6ZW49
O14974	Q6ZW49
Q6ZW49	Q9Y295
O00746	Q6ZW49
P46087	Q6ZW49
P67809	Q6ZW49
P36873	Q6ZW49
P67775	Q6ZW49
Q14558	Q6ZW49
Q16576	Q6ZW49
P35250	Q6ZW49
P35249	Q6ZW49
P05109	Q6ZW49
Q07955	Q6ZW49
Q08170	Q6ZW49
Q13243	Q6ZW49
Q16629	Q6ZW49
P62995	Q6ZW49
Q15758	Q6ZW49
P08621	Q6ZW49
P62318	Q6ZW49
P49458	Q6ZW49
Q6ZW49	Q96SB4
P05455	Q6ZW49
O95793	Q6ZW49
O43815	Q6ZW49
P42166	Q6ZW49
P42167	Q6ZW49
P06753	Q6ZW49
P30291	Q6ZW49
P16989	Q6ZW49
O15372	Q6ZW49
Q13242	Q6ZW49
Q6ZW49	Q9UJX2
O75909	Q6ZW49
Q13042	Q6ZW49
Q6ZW49	Q9NVP1
P20042	Q6ZW49
Q6ZW49	Q92522
Q6ZW49	Q9Y5Q8
Q6ZW49	Q9BUQ8
O95819	Q6ZW49
Q6ZW49	Q9NXR7
Q14676	Q6ZW49
Q6ZW49	Q9NYF8
Q15021	Q6ZW49
Q6ZW49	Q9Y2W1
Q13283	Q6ZW49
Q6ZW49	Q86V81
P63244	Q6ZW49
O95400	Q6ZW49
O43447	Q6ZW49
O95347	Q6ZW49
P19105	Q6ZW49
O60502	Q6ZW49
O75494	Q6ZW49
Q6ZW49	Q99848
Q15555	Q6ZW49
Q6ZW49	Q9Y2R4
Q13601	Q6ZW49
O75717	Q6ZW49
Q6ZW49	Q9Y3F4
O14579	Q6ZW49
Q6ZW49	Q99623
Q15042	Q6ZW49
Q14690	Q6ZW49
P42695	Q6ZW49
O15042	Q6ZW49
Q6PKG0	Q6ZW49
Q13148	Q6ZW49
Q6ZW49	Q9UQ35
Q6ZW49	Q9H2M9
Q6ZW49	Q9Y3A3
Q6ZW49	Q9NV06
Q6ZW49	Q92917
Q6ZW49	Q9NWV8
Q6ZW49	Q9NRL3
Q13595	Q6ZW49
Q6ZW49	Q9UJX5
Q6ZW49	Q9UJZ1
Q5SSJ5	Q6ZW49
Q6ZW49	Q9UMY1
Q6ZW49	Q9UJX4
Q6ZW49	Q9UJX3
Q6ZW49	Q9UHB6
Q5T280	Q6ZW49
Q4G0J3	Q6ZW49
Q6ZW49	Q9Y383
Q6ZW49	Q9UKF6
Q6ZW49	Q96RL1
Q6ZW49	Q9NYV4
Q6ZW49	Q9H814
Q6ZW49	Q9BRX2
Q5T3I0	Q6ZW49
Q6ZW49	Q9HC36
Q6ZW49	Q9NX58
O75400	Q6ZW49
Q3V6T2	Q6ZW49
Q6ZW49	Q9BV38
P49756	Q6ZW49
Q6ZW49	Q9NRN7
Q6ZW49	Q9BPX3
Q6ZW49	Q9GZS1
Q5C9Z4	Q6ZW49
Q6ZW49	Q9H1A4
Q6ZW49	Q8N9T8
P46736	Q6ZW49
Q6ZW49	Q71F23
Q6UWZ7	Q6ZW49
Q6ZW49	Q9BRJ6
