O75144	Q5TFQ8
Q8N126	Q8TDQ0
O94885	Q8WWN8
O94885	Q8WYQ9
Q8TDQ0	Q9BZW8
Q5EBL8	Q9C0E4
Q5K651	Q9H706
Q8IXK0	Q9P1V8
O95271	P54760
A6NKC9	O00459
A6NKC9	P43405
O60810	Q5GAN6
A6NKC9	Q5SQS7
Q5GAN6	Q5VWM6
P01597	Q6UXG8
P01772	Q8N0Z9
P01703	Q8TDQ1
P01619	Q8TDQ1
A6NKC9	Q92529
P01597	Q96N03
P01594	Q96RD9
P01597	Q96RD9
P0CG04	Q9P1W8
O60315	P11161
P02748	P12838
P01229	P18075
P48431	P78411
O43680	Q00653
Q16623	Q8WXC3
Q3SY84	Q96PI1
O95782	P41743
P45985	Q13177
P04233	Q8WV28
P10398	Q92783
O00213	O60383
O14793	O75610
P07358	P13501
O94885	Q14511
P46531	Q8N441
O75385	P53779
O94806	Q6P5Z2
O75385	Q96NX5
Q9UK32	Q9Y2H9
P42336	Q504T8
P07316	Q8WXF5
Q92752	Q99819
P08138	Q9ULX9
Q7KZI7	Q9H422
P20794	Q9NR20
Q15831	Q9NR20
Q15139	Q9UL54
P05231	Q14289
P01374	P07357
P12838	P16871
P14543	P20264
O60934	P46013
P24385	P46934
P42081	P49238
P01024	P54760
P46531	P54821
P10912	P55283
O75581	P63211
P42229	Q13322
O94813	Q15223
Q14116	Q16270
P06213	Q53EP0
P04626	Q92752
P10827	Q93045
P04637	Q96L73
P19474	Q9H2P0
P02753	Q9HBE1
P10747	Q9NPF7
Q13203	Q9P212
Q7Z3S9	Q9UM47
A1IGU5	Q92928
P10911	Q92928
P21860	P22455
O00148	Q9Y6V7
O60522	O94885
O00478	P01024
P12318	P12319
P01024	Q6UXM1
Q6MZW2	Q6ZQN7
Q17RD7	Q8TDW5
P01024	Q8WVV5
Q96RD9	Q96RW7
P01903	Q9H7M9
Q17RD7	Q9HCH5
P54756	Q9HB21
O43739	Q13795
O95398	Q7Z444
Q07890	Q7Z444
Q13795	Q9UIA0
P13501	Q13233
P98171	Q9BRR9
Q6ZW31	Q9H0H5
Q8WXG9	Q96QU1
P48730	Q96HU1
O60245	Q13449
P55290	Q14982
O60667	Q4ZHG4
P15813	Q4ZHG4
O95976	Q6PI73
P55290	Q7Z3B1
P52797	Q8IWV2
P41217	Q8IZU9
Q8IUL8	Q8N423
Q8N3J6	Q8TBJ5
Q6PI73	Q8TDQ0
Q8NHJ6	Q8TDQ0
P02751	Q9NPG4
P11277	Q9NR46
Q92952	Q9UHD9
Q6PI73	Q9Y279
Q9BVN2	Q9Y3R0
P24385	P53778
P46527	Q5VST9
O75116	Q9NVJ2
P11940	Q8WUA2
Q15831	Q6A1A2
O43930	Q7KZI7
Q6A1A2	Q7KZI7
Q7KZI7	Q8WZ42
O43930	Q96L34
Q6A1A2	Q96L34
Q8WZ42	Q96L34
P04049	Q9BXA7
P15735	Q9BXA7
P51957	Q9BXA7
Q6P3R8	Q9BXA7
Q8NG66	Q9BXA7
Q9BUB5	Q9BXA7
O43930	Q9P0L2
Q6A1A2	Q9P0L2
P00750	Q4AC94
P19876	P55773
O60543	Q8WY64
O00194	P84077
P36406	Q13636
Q15772	Q8N441
Q16653	Q9NQ25
P13591	Q9NYQ6
Q08722	Q9UIB8
O60229	P54284
O43566	Q02833
P08754	Q92963
O75901	Q9BYG5
O14640	Q7Z698
Q7L0Q8	Q7Z6J4
Q02447	Q9P2D1
O76039	P04626
P01112	P43034
O76039	Q12852
O43396	Q8N807
P01116	Q96CA5
Q8NFH5	Q96PU8
P08912	P0DMS8
P08912	P0DMS9
P08908	P47901
O15068	Q3KR16
Q14155	Q3KR16
Q5VST9	Q8WWN8
O15068	Q96PX9
Q86YR7	Q96PX9
Q5VST9	Q9ULL1
Q02750	Q9Y4K4
O95661	Q16543
Q13418	Q52WX2
O43541	P29279
O95965	Q14511
O43566	O75962
P08581	Q13470
P61970	Q15771
O95971	Q5ZPR3
P06241	Q6ZUT3
Q15027	Q9BZF2
Q99570	Q9H2K8
Q7Z6A9	Q9NP99
Q9H4B4	Q9NQU5
Q9NZC2	Q9NZQ7
P28482	Q9P289
Q16513	Q9P289
Q9H4B4	Q9Y6E0
O15072	P24347
O00308	Q12933
P08138	Q13506
O15072	Q9H306
P08134	Q07890
P60763	Q07890
P0C0E4	Q13905
P15153	Q86X27
P51159	Q86X27
P63000	Q86X27
Q15669	Q86X27
O14807	Q8IZJ4
P56559	Q99418
Q86X27	Q9ULC3
Q8IZJ4	Q9ULC3
Q9NZL6	Q9ULC3
P24593	P27986
O00273	Q9UMX0
O43278	P98073
Q495M9	Q9UBX0
A6NI72	Q9BZP6
Q9NYR9	Q9ULW5
P10398	P55854
P10398	Q96PU4
A6NIZ1	Q8WZ42
P10114	Q8WZ42
P15153	Q8WZ42
P52198	Q8WZ42
P60763	Q8WZ42
P61224	Q8WZ42
P61225	Q8WZ42
P62834	Q8WZ42
Q15669	Q8WZ42
Q8WZ42	Q9Y3L5
O43781	O94921
O43781	P11801
O43781	P19784
P06213	P34947
P34947	P45985
Q09013	Q13188
O15169	Q15011
Q13501	Q15011
Q14596	Q15011
Q08881	Q16832
Q15139	Q16832
P22612	Q86SG6
Q13188	Q86Z02
P49761	Q8IY84
Q15772	Q8N568
Q16832	Q8N568
Q52WX2	Q8N568
Q8IY84	Q8N5S9
O43781	Q8NE63
Q13188	Q8NE63
P50148	Q8TAI7
O43781	Q8WTQ7
P43405	Q8WTQ7
Q16512	Q92630
Q86SG6	Q92630
P45985	Q96BR1
Q8N5S9	Q96BR1
Q00536	Q96GD4
Q13188	Q9NR20
O43781	Q9NY57
O60260	Q9NZL6
Q9HBY8	Q9P286
O00305	Q9UQF2
O14965	Q9Y2U5
Q15208	Q9Y6E0
Q16512	Q9Y6E0
O75592	Q6ZV73
P01130	P07148
P10643	P61626
P07948	P78368
O00308	P98073
O94804	Q13546
Q14289	Q96L34
Q96PY6	Q9H4B4
O14641	Q96HC4
Q92997	Q96HC4
Q96HC4	Q9NSN8
P21266	Q14119
O95057	P47736
P47736	Q96BM9
P47736	Q96HU8
P57729	Q9NZN5
O60575	P49862
O00762	Q71RG4
Q03692	Q9BXJ3
Q6PJF5	Q9GZP9
O00213	P42679
O76003	P32119
O76003	P63302
Q06830	Q8N427
O43396	Q96CM4
O43819	Q96J42
O60239	P21728
P06681	Q10588
P09564	P15153
P11234	Q93045
Q9UI43	Q9Y5R4
P57105	Q96JB8
Q96JB8	Q9ULJ8
P20701	P31994
O15164	P54753
P35968	Q6P5Z2
Q08708	Q8N149
Q08345	Q8N568
Q16659	Q96NX5
P08631	Q9BZL6
Q9BQT9	Q9P232
Q14118	Q9Y2H6
P27448	Q9H2K8
P18075	Q9NR23
P29323	P32243
O75603	P36894
P78545	Q8TAU0
Q96QB1	Q9Y4F1
P35968	P49815
Q8WU20	Q92729
P07550	P10747
P21781	Q12929
O96006	Q8IZ13
P40198	Q8TD46
P40198	Q93033
Q6UXG3	Q9BZW8
Q9BZW8	Q9UKI3
P40198	Q9UM44
Q6UXG8	Q9UQ72
Q70Z35	Q9Y272
O43739	Q14155
P07948	Q9NYY3
O43312	Q6ZV73
P37023	Q96QB1
P15813	P37173
Q9NTZ6	Q9UKA9
O14492	Q5VZ18
O60333	P23258
P49459	P55854
P35916	Q13418
P62253	Q13501
P22626	Q15696
P06239	Q86Z02
Q86X27	Q8TER5
P06239	Q92630
Q14451	Q92835
P55795	Q92879
P31943	Q9BQ04
P23258	Q9BVG8
O75044	Q9HBH0
Q13017	Q9NX57
Q9NRC6	Q9NYT0
O96013	Q9Y272
Q16698	Q9UDR5
P43403	Q86Y07
Q9NRR2	Q9Y5Y6
P15813	Q92956
P13378	P40426
P05230	Q01974
O95696	Q6ZMT4
P09016	Q8N693
O14544	Q9H6Q3
P48995	Q9NQA5
O60687	Q8IX03
Q14CS0	Q93009
Q5VST9	Q9UQP3
O75962	P51157
O15085	Q53GG5
O43307	Q9NYN1
P29965	Q15306
P08754	Q16576
P43034	P53621
P35241	Q96P48
P68543	Q9NZ52
P00734	P03973
Q8NB66	Q8TDW5
Q8TDW5	Q9H2B2
P31949	P54132
O14807	Q86VW2
P46527	Q53EL6
Q14690	Q9NRR4
O60487	Q14126
O95206	Q15223
P00750	P18827
O14786	P10323
Q0P5N6	Q99418
Q92729	Q9HCE7
Q9H4B7	Q9ULI4
O43186	P31271
P17483	P39880
P39880	P56915
O43711	Q03014
P31277	Q03052
P39880	Q07687
P55040	Q12829
O75084	Q13639
Q05397	Q16760
P51157	Q86YS6
P52952	Q8N693
Q14863	Q969G2
P55040	Q96A58
P51157	Q96E17
Q05925	Q96QS3
P55040	Q9BW83
O00425	Q9NQ94
Q9H254	Q9NVD7
P28358	Q9NZR4
P50219	Q9NZR4
Q01851	Q9UBC0
Q13625	Q9UKW4
P18085	Q9UL25
O95096	Q9UPW6
O60315	P12830
P04626	P55268
O00548	Q15465
Q92731	Q99801
Q99697	Q99835
Q92563	Q9Y5E5
O43310	Q9Y6X8
O15031	P10586
P51805	P54764
P0CG47	Q9UQF2
P0CG48	Q9UQF2
P62979	Q9UQF2
P62987	Q9UQF2
P12757	P43026
P13726	Q29980
O15105	Q92729
O15105	Q96QB1
P12757	Q9NYJ7
Q12860	Q9NYJ7
P20749	P55212
O60942	Q05209
P09919	Q16666
P15813	Q5KU26
O43294	Q13322
P01112	Q16623
P01112	Q9UN86
Q04759	Q9UNE7
O60260	Q15813
O95864	P00167
Q08828	Q9NZR1
O43570	P23471
O15018	Q13796
Q5JZY3	Q86W92
Q00888	Q8N126
Q86W92	Q9H694
P21333	Q9NQ94
Q8WXI2	Q9ULJ8
Q96KC2	Q9Y6B6
Q9NPB6	Q9Y6R0
P05067	Q03052
Q8NCW0	Q96MU8
Q13422	Q9UM47
O95278	Q68J44
P00750	P19474
P05019	Q13322
P01111	Q52LW3
P35241	Q9BY11
P10721	P52735
O95073	Q96RL1
P26441	Q9H257
P13747	Q9UBG0
O96028	P55201
O60469	Q15796
Q00978	Q5ZPR3
P43146	Q9ULB1
P04908	P42566
P42566	Q93077
P42566	Q9BTM1
O15151	Q9HCJ0
O15350	Q9HCY8
O15151	Q9NVW2
Q13501	Q9NVW2
Q9Y5E5	Q9Y5E6
A1IGU5	P16333
P80192	Q99963
O00212	P10911
P46531	P52657
P42768	Q96Q42
P26447	Q9NYJ8
P40616	Q96Q42
P51159	Q96Q42
P60953	Q96Q42
P61225	Q96Q42
Q15669	Q96Q42
Q6IQ22	Q96Q42
Q96Q42	Q9H0T7
Q96Q42	Q9Y3L5
O00478	Q8IUD6
P02751	Q8IX05
P11215	Q8IX05
P20702	Q8IX05
Q07108	Q9UKX5
O94810	P04899
P26368	Q8N6W0
Q9NW64	Q9Y5S9
P04899	Q9Y5W8
P14678	P63241
O15357	Q99543
P16885	P80075
P23284	Q9Y3C6
P00749	Q8N475
O95999	P07737
O75147	Q01453
Q01453	Q8WZ42
Q01860	Q9BZS1
O15353	P55317
P28360	P78413
P78411	Q02962
P37275	Q15319
P53667	Q15759
Q16828	Q8WYL5
P56180	Q99956
Q92793	Q9NRM7
P29320	Q9UDY8
O60229	Q9UMS4
P10586	P49763
O00425	P53667
P11234	Q13387
P27361	Q8TAI7
P15813	Q96JZ2
Q9BY11	Q9HCK4
Q15223	Q9UNN5
P29317	Q9UQQ2
Q5TC63	Q8TEA7
Q9UPT9	Q9Y4E8
P10632	P15538
P32942	Q2UY09
P29320	Q8N6P7
O75962	P27037
O00591	Q15822
O15146	Q5VT25
P34947	Q9UBS0
Q15835	Q9UBS0
A2RU54	P10826
P04275	P13987
P04275	P50281
P46531	Q07157
P48061	Q8WZ75
P03372	P13378
P02708	P47869
P52564	Q9H4B4
P35590	Q9UM73
P49841	P61024
P35680	P78367
P57103	Q86XX4
P55201	Q9UPN9
P14635	Q14004
P14635	Q15131
P14780	Q8TDF6
Q13616	Q99942
O15520	Q9BY67
O00237	Q8N9V3
Q8WTR7	Q96A72
Q7Z4W1	Q9BPX1
P07949	P34925
P30411	P47804
P20336	Q96KC2
Q96KC2	Q9H0F7
Q9BYG5	Q9NRD5
Q96KC2	Q9ULW5
Q8N4X5	Q9Y4H2
Q9NP72	Q9Y689
O00305	O76041
P59190	P63096
P38405	Q14088
P38405	Q96DA2
P38405	Q96S79
P63096	Q9NP90
P63096	Q9NYS0
P63096	Q9ULW5
O75592	Q9ULW5
O60260	Q15459
Q8TE77	Q8WUK0
P68106	Q96AY3
Q8WUK0	Q9NRW4
Q02790	Q9Y680
P24158	P45452
O95972	P01225
P09471	P15882
P15882	P63096
Q03692	Q06643
Q01082	Q14155
P52756	Q8IYX4
O75159	Q8N5H7
Q14155	Q969R2
Q96P48	Q9BRR9
Q13480	Q9BST9
Q01844	Q9BY77
O94953	P63146
P36894	Q13233
Q13438	Q9HC52
P05771	Q9Y294
P04216	Q8IU80
O95503	O96028
P50552	Q5JSP0
Q15057	Q8N4T4
Q01082	Q9H115
O00213	Q9NZ72
Q96P48	Q9P2A4
P32238	Q15722
P00749	Q6WRI0
P41146	Q99500
Q07954	Q9NQC7
O15197	O43559
P06850	P28335
P04233	Q99933
O60832	Q96RS0
P11215	Q6PI73
O60939	Q8N475
Q9H254	Q9H329
O43294	P53667
P37023	P42771
P20339	Q9H1R3
Q5TCQ9	Q9H4B6
O00238	P10721
Q2NKQ1	Q86UD7
P26441	Q8IWV2
A6NER0	Q9P0N9
P26441	Q9Y6N7
O75460	O94768
O94768	P17252
O60566	Q02156
P28482	Q92519
P40200	Q6UX41
O14924	Q76G19
P78324	Q8N9C0
P06731	Q8TD46
O15034	Q96AQ7
O60487	Q96DU3
Q6UXE8	Q96N03
P10966	Q99795
O14924	Q9C0E4
O15085	Q9C0E4
Q5SYB0	Q9C0E4
Q8TDQ1	Q9NZQ7
Q6UX41	Q9UIR0
Q7Z7D3	Q9UIR0
Q96RD9	Q9UKJ0
Q8WUN7	Q9ULH1
Q7Z7D3	Q9UM44
Q9UQC2	Q9Y2H5
P24723	P35590
O14931	O60667
A8MPY1	P07510
P04049	P29323
P23416	P32297
P31997	P40259
P23435	P41273
P14867	P43681
P23416	P43681
O75676	P49840
O75676	P49841
A1A4S6	P61587
O14764	Q07001
P31644	Q07001
P47870	Q07001
P49759	Q07002
P10966	Q08708
A1IGU5	Q13501
Q00532	Q13627
P23416	Q15825
P48740	Q16270
P29965	Q6WKZ4
P42684	Q70E73
Q8IU85	Q8IY84
Q8IWQ3	Q8IY84
O43719	Q8IYX4
Q07001	Q8N1C3
Q13627	Q8NE63
A8MPY1	Q8WXA8
P47869	Q8WXA8
O75469	Q92570
Q16566	Q96Q40
P49841	Q96QS6
Q96Q40	Q96QS6
P49759	Q9BWU1
O60285	Q9BXA6
Q92974	Q9H0X9
Q9BWU1	Q9HAZ1
Q70Z35	Q9HB21
Q8TCU6	Q9HB21
P10966	Q9NP99
P51957	Q9NSY1
O14733	Q9P0L2
Q9H0K1	Q9P0L2
O75116	Q9P289
P05771	Q9P289
Q8NEV4	Q9P289
Q9NRM7	Q9P289
P14543	Q9UIB8
P22455	Q9UKE5
P10966	Q9UKJ1
P23416	Q9UN88
P47869	Q9UN88
Q04844	Q9UN88
Q9GZZ6	Q9UN88
Q96Q40	Q9UQB9
Q9C098	Q9UQB9
Q16653	Q9C0A0
Q15811	Q86WV1
O15072	Q99715
P02765	P07358
P04233	P14210
P06850	P25445
O95980	P36897
Q9BPW4	Q9BWW8
Q92734	Q9HC29
O75962	Q9NZ72
P02452	Q9Y219
Q92673	Q9Y5K6
Q96IF1	Q9Y5K6
P02549	Q9UIG0
Q15238	Q6UX41
P43146	Q8WUT4
P08588	P32745
P21728	P32745
P21462	P43119
P21462	P49238
P30939	P51677
P34981	P51679
P30559	P61073
P21462	Q99788
P10586	Q9Y5F3
O15169	Q96SI9
Q9ULL1	Q9Y4F1
O76064	P08151
Q15819	Q9H0R8
Q504T8	Q9Y2T1
O00180	Q6PIU1
Q9NRM7	Q9UBS8
O96013	Q8IZ41
O75159	Q9HB21
Q16849	Q9Y217
P43243	P80217
P10912	Q4ZHG4
Q09666	Q8IVF2
Q13796	Q8IVF2
O00459	Q8TEJ3
Q8IVF2	Q8TF72
Q8N6K7	Q8WWN8
Q14451	Q96IW2
O14924	Q9H5P4
O75815	Q9H788
Q9H788	Q9NP31
Q5SYB0	Q9Y566
O14944	P08253
O14763	Q96EP0
O60347	P35125
O95727	P42226
P10275	P52954
P58401	Q4LDE5
P00747	P02708
P08151	P48742
Q9UMN6	Q9Y294
P01730	P19320
P78310	Q4KMG0
A6NJT0	P49639
O75147	P98160
P09017	Q01860
P17481	Q01860
P31273	Q01860
P49639	Q01860
P52945	Q01860
P78367	Q01860
O75364	Q3C1V8
Q01860	Q8N693
Q01860	Q8TAU0
P40617	Q92928
Q13795	Q96KC2
Q92826	Q9NY43
Q01860	Q9UKI9
Q01860	Q9UMQ3
Q86TI0	Q8N5T2
Q8N5T2	Q96HU1
O75461	Q93034
Q02548	Q9NYB0
P01111	Q58EX7
O43186	Q15835
P00749	Q6UWL2
Q92738	Q96HU1
P37173	P51159
P16234	P42081
O75074	P98164
P35968	Q15465
O94813	Q96A47
P41743	Q96S53
P06239	Q99607
P36896	P49862
O60260	Q9HAU5
Q9NP99	Q9UDY8
P04899	P84095
O75369	Q15465
O00762	Q2KHN1
P12111	Q92859
Q969M7	Q99942
Q9NQC7	Q9UQF2
P04275	P21941
O15105	P43681
Q92830	Q99835
O00468	Q9Y5E1
O60260	Q9NQC7
P62070	Q9Y6D6
P40426	P49639
P40426	P52951
O43896	Q15058
P11309	Q9H2X6
P60763	Q8TC07
O94813	Q16602
O94813	Q92823
P07360	P15529
P52954	Q9H6I2
O43763	Q9HCS4
P23759	Q9HCS4
P48547	Q719H9
Q86V81	Q96RS0
P05771	Q9UNN5
P21554	P28222
P01222	P50453
P61018	Q14155
O00212	Q86YV0
P62873	Q9ULW5
P61081	Q9Y3C5
O15072	Q12948
O15072	Q99958
O43739	Q9NRD0
P17081	P21333
P18887	P50281
Q9BV47	Q9NYA4
P06241	Q9BY11
O95759	Q96HU1
O95747	Q13546
P35030	Q8IZT8
P55040	Q15382
P55040	Q15771
P55040	Q8TAI7
P55040	Q96L33
Q8N4Z0	Q99578
P61020	Q9NVJ2
O43707	P10301
Q12851	Q12852
Q07889	Q96M96
P51149	Q8N9B8
Q8N4T4	Q96E17
P55854	Q04323
P51148	Q8IV61
Q92519	Q92918
Q5TH69	Q96KC2
P05129	Q96RU7
O95393	Q9BWV1
P10600	Q9P1Y5
O95835	P16333
P29466	P35968
Q9H6I2	Q9NQ94
P54821	Q9P2D1
P08588	Q9Y5X5
O14786	Q8IWV2
O14543	Q9NR09
O15068	P40616
O14939	Q96MS0
P32942	Q9NPG4
P51805	Q8TE12
Q04771	Q9H2X0
O60566	P31323
P04626	Q13043
O95881	Q6ZRP7
O95881	Q8N427
P13667	Q96CM4
Q8NBS9	Q96CM4
Q6ZRP7	Q9H299
Q8N427	Q9H299
O95881	Q9Y320
O43918	P13500
P27037	Q13546
P19086	Q8NFM4
O43463	Q7KZF4
O43365	P08138
P49675	Q13009
Q92570	Q9UBR4
P31276	Q03181
P01375	P32004
P19544	Q05516
Q15223	Q15818
O43294	Q12965
P20339	Q14974
P51153	Q14974
O75015	Q30201
P22301	Q8TD46
P12018	Q9HBG7
O75385	Q8NEV4
P51659	Q9NP73
P10114	Q15311
O15394	P78324
O14786	Q6UWV2
Q6UXK2	Q8WXD0
P98160	Q9BZ76
P07766	Q9HBG7
O60667	Q9NY15
Q96JM2	Q9Y2X9
Q96JM2	Q9Y5A6
Q96AP7	Q9Y624
Q6W2J9	Q9Y6H5
P32241	Q9H2B2
P21917	P32745
P35372	P37288
P32238	P46095
P25929	P47775
O95977	P51684
P25090	Q16581
P54284	Q86YM7
P15918	Q96PU4
P10644	Q9Y2H1
P06729	Q9Y4K3
P05771	Q8NB66
P46060	P51965
P46060	Q96LR5
P04632	P31949
O43707	P63165
O15350	Q06546
P25098	Q13163
O14939	Q9Y2I1
P10415	P17483
Q15628	Q9H3D4
Q12933	Q9Y2X8
P02751	P02765
P13631	P31271
Q9BQL6	Q9UPN3
P05231	Q9UHD0
Q9NYB9	Q9Y6R0
P00749	P12757
P38405	Q8TEU7
O95398	Q9Y272
O15105	P54296
O43365	Q9UJU2
P49639	Q9UJU2
O14807	O43182
O43182	P62745
P10301	Q13009
Q12959	Q53GG5
O60565	P01215
O14734	Q8WYK0
O43291	P00750
P20794	Q96L34
Q96E17	Q96P48
Q8N3C7	Q96DZ5
P55854	Q9UQF2
P19086	Q13009
P29692	Q13283
P14678	Q9UKW4
Q92870	Q9UPQ3
O14641	O95835
P35236	Q12923
O14807	Q15438
Q14003	Q16322
Q15438	Q5JSP0
P22001	Q8TAE7
O00425	Q8TAS1
Q8NDX1	Q96Q42
Q7Z6J4	Q99418
Q14003	Q9BQ31
Q8TDN1	Q9BQ31
Q6ZV73	Q9BQI7
Q7Z628	Q9BQI7
P22001	Q9UIX4
O15020	Q9UL15
Q9UJT0	Q9ULI4
P10586	Q9Y2R2
Q16288	Q9Y6R4
O15075	Q9H329
O75385	Q13557
Q13425	Q5EBL8
O43692	Q6UWM5
Q12918	Q6UXB4
O43692	Q6UXB8
Q5TFQ8	Q86SU0
O95644	Q86WI1
Q6UXB4	Q8NC01
O15259	Q8TEJ3
Q14157	Q96AQ7
Q8N8L6	Q96DA2
P41212	Q96NU1
Q8N8L6	Q96P47
Q7Z6Z7	Q9H347
O75970	Q9H6Y5
Q12923	Q9H6Y5
Q13796	Q9H6Y5
Q8TEW0	Q9H6Y5
Q9BXF3	Q9H8M2
Q8TEJ3	Q9NYB9
Q6P9H4	Q9P1V8
Q969H4	Q9P1V8
Q9H6Y5	Q9P202
Q9H706	Q9ULJ8
O60858	P35226
Q01082	Q96A58
P78317	Q96EP1
Q2KHN1	Q99942
Q6Q0C0	Q9BVC4
P31268	P62805
Q9NXA8	Q9Y6E7
Q02410	Q92783
O60266	P04899
P00519	P11309
P31751	P37023
Q13873	Q15835
Q05513	Q8TD08
O95382	Q92519
Q15438	Q9BZE4
Q8TD08	Q9Y6R4
P10323	P48167
P02549	P29323
Q92692	Q9BQ51
Q9Y5G9	Q9Y6N7
P20936	Q9NRC9
A1L4K1	O60500
A1L4K1	O94779
O75553	O95704
P35222	Q13017
Q15256	Q16825
P07306	Q5QGZ9
O60235	Q6MZW2
O60449	Q6UXB4
P16144	Q8N3K9
O60235	Q8N475
P98073	Q8N475
P41212	Q8N6K7
Q7L591	Q8TED9
Q6UXB4	Q8WTT0
P07307	Q92478
Q6S5L8	Q92870
Q86YW5	Q96BF3
P56945	Q96S82
Q7Z736	Q96TA1
Q96S82	Q9BSL1
Q96BF3	Q9BX59
Q6UXB4	Q9BXN2
O94868	Q9H4B6
O14931	Q9H7M9
P01732	Q9H7M9
O00762	Q9HAC8
Q96BF3	Q9NZC2
A1L4K1	Q9P232
Q5JXB2	Q9UHD9
Q7Z6E9	Q9UHD9
Q9HCM4	Q9UHD9
Q5QGZ9	Q9UJ71
Q9BXN2	Q9UJ71
O75596	Q9ULY5
Q13018	Q9ULY5
O00762	Q9UNZ2
Q15811	Q9UNZ2
O75995	P56945
O94868	Q14511
Q8TEC5	Q8WUF5
Q8N157	Q9NQ75
O94885	Q9NRC9
O94868	Q9UHR4
Q9NR46	Q9UKS6
Q8N4N8	Q9HAQ2
P05154	P50452
P00736	P07360
Q15080	Q92882
P05771	Q96NX5
Q9H2G2	Q9NYY3
Q9NYY3	Q9UEW8
O95136	P08908
Q13148	Q15287
P04899	Q15669
O95057	Q7L0Q8
Q12959	Q8TDM6
Q8IUD6	Q969T4
Q15696	Q9BWF3
P05455	Q9H361
Q8IUD6	Q9NPD8
Q15669	Q9NS23
Q96I25	Q9NW64
P56559	Q9NX57
P61081	Q9NYG5
Q96RR4	Q9Y2U5
P06340	Q8WV28
Q08174	Q9BQT9
P10301	Q58EX7
P10721	Q9NRH2
P54764	Q9BWV1
Q15375	Q9BWV1
O75445	Q9Y6N7
Q04759	Q13009
O60330	P20701
O95429	P26441
O75643	P36404
P61020	Q13795
Q15283	Q5VUJ5
Q5VUJ5	Q8N5V2
Q13795	Q96DA2
P20701	Q9NYQ7
P56199	Q9UKJ0
Q13795	Q9ULW5
P36404	Q9Y294
P20701	Q9Y5G7
P20701	Q9Y5H1
Q13151	Q9BWF3
O75494	Q9H0L4
P98175	Q9H0L4
O75494	Q9NQ94
Q15011	Q9NRM7
A6NEQ0	Q9NWB1
Q9BZC1	Q9UPN6
P26842	P29965
P13232	Q7Z6A9
O75351	Q86Y82
P16333	Q9H254
O15164	P19438
P19320	P20827
P98161	Q9NYQ8
Q8TD84	Q9Y5H9
O75054	P13611
P06731	P14543
P10966	P59901
P10966	Q14002
O15085	Q14D04
P06731	Q6UXE8
Q6UXE8	Q6UXG3
P43629	Q6UXN2
Q6UXE8	Q6UXN2
Q14451	Q6WCQ1
Q6PKX4	Q6WCQ1
O14931	Q6ZMC9
P11464	Q6ZMC9
P31997	Q6ZMC9
P31997	Q7Z7D3
O14931	Q86XK7
P01732	Q86XK7
Q6UX41	Q86XK7
O75054	Q8WVV5
O95976	Q8WVV5
Q8NET5	Q8WVV5
O94887	Q96BY6
O95248	Q96BY6
Q6UXN2	Q96D42
A8MVW5	Q96DU3
Q8N126	Q96DU3
Q16557	Q96N03
Q8IVE3	Q96PX9
Q96TA1	Q99704
Q9BRK3	Q9BZW8
Q8TER5	Q9H4E7
Q8TBY0	Q9NQ94
Q8WVV5	Q9NZC2
O95944	Q9UIR0
P11465	Q9UIR0
Q00887	Q9UIR0
Q15238	Q9UIR0
Q16557	Q9UIR0
Q96D42	Q9UIR0
Q6WCQ1	Q9UKG1
Q92974	Q9ULM0
Q70Z35	Q9Y2H5
Q969H4	Q9Y2H5
P06731	Q9Y336
Q8TED9	Q9Y4H2
P48740	Q96IW2
Q96AX9	Q9Y483
O14492	Q9BXN2
P06127	Q9BY67
P12268	Q9P2T1
O60487	P13591
P36405	Q8WUD1
P84085	Q8WUD1
O75604	Q13642
P98174	Q96KC2
Q3KR16	Q96P64
P20936	Q9H1Y0
O75592	P17252
O15392	P50570
P49815	P55290
P49767	Q13322
P52952	Q9NUK0
O75911	Q13268
P28845	Q15738
P26439	Q92506
O75385	O75460
O14640	P11532
P31271	P55055
Q3KR16	Q5JSP0
O15085	Q5VST9
P98174	Q86YR7
P98174	Q8IW93
Q5JSP0	Q8IW93
Q5JSP0	Q92974
O75962	Q96P48
O75460	Q99759
O75398	Q9H2X0
Q58EX7	Q9H7P9
Q5JSP0	Q9NZN5
Q14213	Q9NZQ7
Q3KR16	Q9UKW4
Q5JSP0	Q9ULL1
P24821	Q9Y5E6
Q07889	Q13795
O14640	P23560
Q13705	Q9UL54
Q8WWN9	Q9H0Q0
Q8IUK8	Q9UPW8
P53350	Q96JP0
Q13206	Q9UHL0
Q86VZ2	Q9Y263
Q86VZ2	Q9Y485
Q8IY37	Q9Y5S9
Q15349	Q9Y2K2
P55040	P55042
P55268	Q92823
Q5T4F7	Q9BQL6
Q15233	Q8NFH5
P01137	P17936
P15692	Q14999
P01597	Q9H7M9
O75832	P11277
P20749	P53350
P21583	Q13418
Q9NW07	Q9UJQ4
O75526	Q13310
P26196	Q13838
Q13310	Q8IXT5
O43639	P55290
P60568	Q92692
Q13153	Q13164
A0FGR9	O15197
A0FGR9	Q15375
P08100	P14416
P17948	P19320
P28221	P34998
P41586	Q01718
P46089	Q01718
Q8WUA7	Q96P47
O14786	P04085
O95393	P07996
O15169	P37173
P43405	P61812
Q00978	Q8IUD6
P09601	P31268
Q13233	Q13873
O60755	P08588
O60755	P21728
P07550	P35346
