O96020	Q8IZT6
P12931	Q9UBK2
P13647	Q96RF1
P13671	Q13087
P13747	P42331
P14316	P68431
P14373	Q15047
P14598	P35240
P14635	Q96DE5
P14859	P51843
P15498	P16144
P15498	Q92974
P15880	P29692
P15882	Q9Y6Y1
P15884	Q99929
P15923	Q07869
P15924	Q9H7C4
P15927	P20333
P15927	Q92831
P16104	Q04917
P16157	Q9Y210
P17612	Q04759
P19838	P51825
P20472	P62760
P20749	Q14814
P21675	P49715
P22460	Q16478
P22736	Q01196
P23497	Q13569
P23497	Q9Y6K5
P24844	Q8N6M6
P24855	Q9NQV8
P24864	Q9UKX7
P25116	P49795
P25788	Q14974
P27815	Q9UKA4
P27986	P49760
P27986	Q92729
P27986	Q9ULH0
P29474	P35611
P29508	P49411
P30050	P52429
P31350	Q86XK2
P31946	Q8WYP3
P31949	Q92636
P32121	Q9H173
P32969	P50395
P33681	Q15784
P33778	Q5VWQ8
P34995	Q9H4M7
P35125	Q00587
P35244	P40763
P35916	P51451
P40424	P51692
P41222	Q96K80
P41252	Q9UHV9
P41970	Q9NYQ7
P41970	Q9NZM4
P45983	P56524
P46087	Q9UER7
P46734	P78536
P46783	Q9Y265
P46940	Q6UWE0
P48051	Q9P0N8
P48634	Q14118
P48730	Q86Z02
P48730	Q96KB5
P49137	Q92797
P49354	Q9Y3F4
P49368	Q3ZCM7
P49674	Q9Y6M4
P51681	Q9Y6Y9
P54753	Q13470
P55769	Q99638
P61024	Q9BZD4
P67775	Q15185
P68371	Q8IUE6
Q05682	Q6P3W7
Q13153	Q6WCQ1
Q13287	Q86UE4
Q13451	Q9NNW5
Q13485	Q9UGU0
Q13625	Q15648
Q14190	Q9Y6H5
Q14831	Q9P1A6
Q16342	Q9NVV9
Q3T906	Q63HM2
Q6UXE8	Q8NCG5
Q6ZNE5	Q9Y4W6
Q7L590	Q8NBT2
Q8TDI0	Q9UPP2
Q8WXD5	Q9BUQ8
Q9BRK3	Q9BXN1
O00555	P08247
O00560	Q68CZ2
O14735	Q15006
O15085	P06213
O15145	P36542
O43187	P12931
O43390	P09622
O43396	Q13485
O43557	Q96CG3
O43633	Q96FZ7
O60282	Q86X29
O75170	Q92609
O75323	Q9Y383
O94850	Q8WXI2
O95714	Q13561
O95817	P31948
O95997	Q9BTX1
O95999	Q9BYM8
O96011	Q9C040
P02452	P07942
P05204	Q99967
P06213	P51452
P06241	Q15306
P06702	P28482
P06748	P19447
P07947	P35221
P08670	P63165
P08708	P98175
P09874	Q07021
P10275	P63261
P10398	P48729
P10415	Q9NWB7
P10606	Q6AZZ1
P11142	P45985
P11217	P46940
P13569	P25092
P14784	P16410
P14921	P50549
P15927	Q99640
P16035	Q9H306
P16104	Q01844
P17252	P63096
P19438	P35611
P20774	Q14515
P21246	Q13491
P0DP23	P22694
P0DP24	P22694
P0DP25	P22694
P24928	Q86Y01
P27448	P68400
P27695	Q13114
P28070	P41223
P28482	Q9UKV0
P31943	Q92844
P32970	Q92956
P35222	Q9UJX5
P40222	Q96P70
P43694	Q13761
P49356	Q12967
P50502	Q9Y572
P50990	P62306
P51787	Q15642
P54136	Q14257
P55040	Q13671
P59046	Q13546
P60033	Q7Z698
P61254	Q13885
P61604	Q8IZQ1
P63104	Q96KQ4
Q01082	Q9NYB9
Q01453	Q99969
Q07002	Q86YZ3
Q12967	Q13813
Q13796	Q9Y2H0
Q14566	Q2NKX8
Q16186	Q99729
Q16322	Q9UPT9
Q16799	Q92843
Q32P44	Q9UBF8
Q3ZCQ8	Q92934
Q5JSZ5	Q96HA1
Q5VYK3	Q9Y4K3
O00213	P0DP23
O00213	P0DP24
O00213	P0DP25
Q8NI77	Q9UQ84
O00463	Q13509
Q96EF0	Q9NQN1
Q96KQ4	Q9NTJ3
Q9BV94	Q9H665
Q9BVJ6	Q9Y3C7
Q9H0B6	Q9Y2K2
O15117	Q14511
O15169	P98161
O15212	O43795
O43521	Q9BPZ7
O43684	Q04837
O60296	Q13424
O60884	P19438
O75448	P48443
O75525	Q9GZU2
O75781	P49418
O75935	P14653
O95816	Q13501
O96019	Q92820
P01100	Q9Y4A8
P02760	P48023
P04350	P22087
P04439	Q05655
P05129	Q13144
P05455	Q00839
P06213	P20963
P06400	Q7L590
P07900	P16220
P07948	Q13438
P09234	Q9UK45
P10275	P15173
P10827	Q99929
P10828	P15172
P0DPH7	P10914
P0DPH8	P10914
P11021	Q99704
P11717	P17936
P14314	Q16512
P14543	Q8IUX7
P15531	P39748
P15735	Q14012
P15884	Q9NY57
P18583	Q86X29
P19793	Q96B97
P22674	P42771
P23458	Q15796
P23467	P43378
P23515	Q14982
P26358	P48382
P26358	Q6ZW49
P26998	Q13572
P30291	P56945
P30291	Q86T82
P30307	P42224
P31947	P62995
P33176	P61326
P35232	Q8N2W9
P35346	P50150
P38646	Q86UP2
P42679	Q16620
P48547	P60880
P49760	Q9UMS4
P49815	P82279
P49863	Q13887
P51532	Q15906
P51692	Q92922
P51965	Q15185
P52434	Q92831
P52926	Q92769
P56537	Q9NY93
P61586	Q9UKI2
P78357	Q8WV28
P84022	Q03164
Q00536	Q9NYL2
Q01826	Q96BD5
Q03426	Q9HC97
Q04864	Q9UQL6
Q05516	Q96BD5
Q05655	Q70Z35
Q13114	Q9H4B7
Q13485	Q14669
Q13535	Q92851
Q14195	Q96JN2
Q15185	Q92731
Q15788	Q9GZR7
Q16594	Q9H8E8
Q5JSZ5	Q8N196
Q6P597	Q7L8J4
Q86XK2	Q9ULJ6
Q8IZD4	Q9Y4Z0
Q8TDN4	Q9BTV7
Q8WY54	Q96JN2
O00463	Q99836
Q96CA5	Q9UQF2
Q96P70	Q9BSJ8
Q99661	Q9BWT6
Q9BWT7	Q9Y4K3
Q9BXW9	Q9P287
O00571	O75533
O00635	Q12933
Q9H583	Q9NVP1
Q9UBK9	Q9Y3U8
Q9UKB5	Q9Y3M2
O14548	P60228
O14782	Q14195
O15111	O75030
O15372	P00558
O43390	P31483
O43427	P22607
O43504	P13010
O60239	Q14195
O60333	O95196
O60563	P35251
O75528	Q9Y618
O75533	P24928
O75943	P10644
O94915	Q9Y316
O95400	Q9H840
O95831	Q99613
P00367	Q02750
P00505	Q8IZQ1
P04264	Q9UQM7
P05141	Q13813
P06493	Q70YC5
P07550	P26038
P08247	P46459
P09972	Q9P121
P10301	Q05513
P12236	Q01813
P13164	P19474
P13569	Q9UHC3
P16333	P40238
P18433	P33151
P19235	Q96B97
P19338	Q6WCQ1
P19438	Q9H2X6
P20226	P60568
P25101	P31947
P25789	Q07955
P26367	Q8TAQ2
P27658	P29972
P27708	Q13895
P28482	Q16659
P30304	Q5MJ70
P30305	P54253
P32927	Q9NRF2
P41134	Q02078
P42704	Q13501
P45984	Q15819
P46439	Q16671
P49773	Q9Y572
P49790	Q01130
P50613	Q9Y6K9
P51692	Q9H2X6
P52435	Q96IZ0
P52701	Q9UM11
P54253	Q9Y265
P61587	Q9GZV5
P61764	Q92558
P78357	Q9NZQ3
P78527	Q13813
Q05469	Q9H3Z4
Q05513	Q7Z434
Q05516	Q15796
Q07343	Q9Y3P9
Q07352	Q16644
Q13451	Q9Y230
Q13464	Q7Z5K2
Q13509	Q9BZF9
Q15058	Q9H900
Q15276	Q9BQD3
Q15399	Q9NYK1
Q4KMG0	Q75N03
Q63HM2	Q8N4L8
Q7L2E3	Q99583
Q86UQ8	Q9BXW4
Q8IX12	Q9H9B4
O00151	Q13045
Q8NEM2	Q9Y6A4
O00213	Q15942
O00232	P31689
Q8NHG7	Q9NV58
Q8TBA6	Q9UI14
Q8WXU2	Q969E8
Q92750	Q96L73
Q969G3	Q9H0E9
Q96G01	Q9Y496
Q99689	Q9UF11
O14559	Q05397
O14599	P03372
O14649	P07355
O14744	P31939
O14782	Q13536
O15145	Q9Y6X1
O15379	P55209
O43164	Q6PCD5
O43242	P31948
O43422	Q14232
O60264	P49321
O60813	O95813
O60869	Q96PN7
O75044	P49815
O75446	Q9UQE7
O75830	Q15011
O95229	Q99728
P01374	Q9GZZ7
P04083	Q9UJM3
P04439	P63261
P04626	Q05193
P05386	Q9UBS5
P06753	Q6WCQ1
P07437	P31947
P07437	Q9HCC0
P07947	Q9H792
P09471	Q9UPU3
P10124	Q9Y5K6
P10242	P42224
P10275	P45985
P10276	Q9H204
P10914	P43268
P11831	Q15349
P12755	Q9NP62
P13647	Q9UMD9
P14136	Q02246
P15169	Q9NYV7
P17066	Q92925
P19838	Q99684
P21580	P61073
P22415	P98168
P22736	P50613
P22736	Q02447
P24592	P29279
P25116	P81274
P27797	P51693
P29323	Q9ULV8
P29374	Q9BXK1
P30530	Q96B97
P35442	P36955
P35916	Q8WU20
P38936	Q9ULJ6
P40424	P42229
P40763	P49407
P47775	Q12840
P48052	Q14520
P49368	Q96BD8
P51532	P67809
P51532	Q14765
P55040	Q9UNA4
P56693	Q92876
P62258	Q13191
P63165	Q9UM54
P83916	Q9UNL4
P99999	Q9Y3D3
Q00537	Q7Z401
Q00597	Q92793
Q00889	Q02127
Q03135	Q13177
Q05048	Q9BX63
Q12772	Q16288
Q13153	Q5XLA6
Q13541	Q15645
Q14832	Q9UBB6
Q15633	Q9BPX1
Q15642	Q99816
Q16288	Q9UQB3
A8MW92	O14929
Q53EZ4	Q7RTV3
Q5SW79	Q6ICG6
Q66K89	Q9Y5X4
Q71UI9	Q9Y4A5
Q86VP6	Q8NHY2
O00160	P19971
O00182	P05107
O00192	P55283
Q8TDN4	Q96A56
O00459	P33681
O00459	Q92608
Q96JH8	Q9HAP2
Q9BX63	Q9UHK0
Q9UKE5	Q9Y572
O14559	Q9Y5K6
O14965	P17252
O15105	Q13363
O15151	Q9H4B4
O15304	O43586
O15304	Q07820
O15446	P23588
O15524	P33076
O43159	Q13085
O43294	Q9Y618
O43541	P07900
O43559	Q9UKJ1
O43684	P52597
O75182	Q9NP62
O75293	Q9ULX9
O75376	P51449
O75376	Q14541
O75688	Q13546
O75952	O75969
O76064	P43354
O94956	P14207
P00367	P61962
P00736	Q9NRA1
P03891	P09769
P04049	Q12931
P04350	Q13576
P04406	P24158
P08069	P48023
P08174	P43005
P08253	Q68BL8
P09884	P78396
P10636	Q9NZL4
P11362	Q13191
P11473	P40763
P14635	P63165
P15056	P30556
P16152	Q9UGJ0
P19623	Q9NVH1
P20916	P26998
P21730	P43490
P22223	P29350
P22692	P51884
P24928	P63261
P25963	Q07869
P27986	Q14995
P29466	P59046
P29692	Q969Q1
P31314	Q66LE6
P32969	P46779
P33316	Q8TBN0
P42696	Q13042
P46098	Q9NQ94
P51532	Q05066
P51946	Q13485
P62070	Q96KB5
P62249	Q9BYX4
P62508	Q16656
P63261	Q9Y478
P78560	Q14257
Q02880	Q7Z5K2
Q04206	Q08945
Q09472	Q96KS0
Q12906	Q13217
Q12959	Q8TCU5
Q13029	Q14498
Q13057	Q9ULJ8
Q13490	Q8N2H9
Q13547	Q9H0D2
Q14549	Q9GZZ7
Q5T5U3	Q99418
Q5VVH5	Q8N2H9
Q86W47	Q96NX5
Q8WXI2	Q9UBL0
Q92841	Q9NS56
O00401	O95071
Q96QG7	Q9C0I1
Q9BZF9	Q9ULV4
Q9GZN7	Q9P2W9
O00487	P50395
O00505	Q9Y618
Q9H2K2	Q9NSC2
Q9NZM4	Q9UQ26
O14522	P23468
O14920	P60866
O15304	P22736
O15397	Q15020
O43143	Q9BQ39
O43294	O60237
O43896	Q7Z460
O43896	Q9Y6A4
O60602	Q92985
O75326	P14920
O75489	P36954
O95239	Q9NSG2
O95544	P49137
O95782	Q9H201
P00439	Q9H0N5
P01033	Q14764
P04083	P08195
P05204	Q92585
P06454	Q15329
P09001	P22234
P09914	P23284
P0C0S5	Q32P41
P10909	Q96KQ4
P11142	P68133
P11940	P30260
P14921	P49792
P17081	P46108
P17676	Q96EB6
P17931	Q9H553
P18433	Q14722
P19105	Q9BSJ8
P20333	Q13761
P20774	Q8IZD9
P20823	Q8NFZ8
P24588	P54578
P27797	P42224
P28065	Q16617
P28066	Q00987
P28715	Q15004
P30153	P62829
P0DPH7	P33176
P0DPH8	P33176
P35555	P54821
P35568	Q8N2R0
P41182	Q14995
P42166	Q9UHQ1
P42336	Q13616
P43694	Q15796
P45984	Q13765
P47756	P49411
P48552	Q9UKL0
P49721	P51668
P50549	Q06413
P51532	Q9NQS7
P56524	Q9P0K1
P58753	Q13158
P61626	Q13239
P61758	Q9GZT8
P62333	Q14974
P62979	Q99683
Q01813	Q15645
Q02078	Q96AE4
Q05655	Q15599
Q07864	Q92830
Q13257	Q5JTW2
Q13541	Q92793
Q13651	Q9Y5Q3
Q14161	Q9ULH1
Q14195	Q8N2G6
Q14247	Q15464
Q15468	Q7RTV3
Q15746	Q15847
Q16539	Q6IA17
Q567U6	Q9UPV9
Q70Z35	Q8TB45
Q86U86	Q9UKL0
Q8IYA6	Q9NPD8
Q8N4C8	Q9BY71
Q8N6T7	Q92831
Q8WXW3	Q9NYF8
Q96AP0	Q9NSC2
Q9BV40	Q9Y6N5
Q9H313	Q9UI15
O14493	Q86X29
O14777	Q13200
O14920	P10586
O14980	P61024
O15350	Q07817
O15379	P32121
O43236	P20916
O43307	P10911
O43541	Q13451
O43615	P10301
O43761	Q70YC5
O75182	Q01094
O94826	Q15185
O95071	P60763
O95235	Q9H900
O95544	Q00537
O96019	P54253
P0DML2	Q8IWZ4
P0DML3	Q8IWZ4
P02545	P04792
P02790	P19827
P04083	P37802
P04233	Q9NY15
P05549	Q9UQ80
P06400	Q6SJ96
P06576	Q99766
P06756	P08962
P07333	P78357
P08238	Q8IUE6
P10242	P20333
P15498	Q15366
P16220	Q16576
P18850	P49137
P18887	Q01105
P19338	Q04912
P20292	Q14314
P20810	Q92988
P23284	P37802
P24941	P29558
P25789	P49792
P25963	P36873
P29590	Q9UQM7
P30679	Q5TCQ9
P34932	Q06124
P35080	P53671
P37275	Q9BSN7
P38936	Q16520
P41143	Q14232
P41271	Q15011
P41970	Q13796
P42224	Q15843
P48052	Q9H3N8
P48729	Q9P0L2
P49418	Q13387
P50570	P63267
P51784	Q13501
P53779	Q15256
P61758	P62487
P62495	Q13362
P62829	Q14974
P78559	Q02833
P83731	Q2NL82
Q05193	Q9UF11
Q07666	Q15427
Q07666	Q9UBT2
Q13291	Q6GTX8
Q13509	Q9BV68
Q13885	Q99683
Q15047	Q969S8
Q15233	Q9HBE1
Q16394	Q9BXM7
Q8N5Y2	Q9UNL4
Q8NF91	Q9UHQ1
Q92831	Q9BXP5
Q96KB5	Q9NQT8
Q9BVM2	Q9Y572
O00499	P51148
O00505	P24385
Q9HCU8	Q9UIF7
Q9UJM3	Q9UQC2
O14744	P04049
O14920	Q13619
O15027	P62847
O15105	O60934
O15126	Q9UJY4
O43283	Q9UGK3
O43353	O94972
O43516	Q9Y6Y9
O43708	Q9H222
O43719	Q15427
O60762	Q9Y252
O75674	P08729
O95149	P98177
O95863	Q9NX09
P02533	P47756
P07585	P78539
P0DMV8	Q7Z2E3
P0DMV9	Q7Z2E3
P09651	P27635
P10275	Q15109
P10276	P11802
P10914	Q12778
P11308	P41212
P11473	Q9H7Z6
P12524	Q9UBS5
P12931	P54136
P13647	Q9Y4B5
P14635	P62805
P15923	Q06546
P15923	Q15532
P17812	P20248
P18206	Q14192
P20333	Q13287
P21802	Q16385
P24941	P55345
P29558	Q13636
P30153	P78344
P30281	Q13153
P30304	Q13501
P31321	P58549
P35240	Q5TCZ1
P40424	Q16633
P42262	P43003
P46087	P62306
P46940	Q9Y6Q9
P48681	Q9NXR1
A6NKT7	O60260
P0DP23	P50749
P0DP24	P50749
P0DP25	P50749
P51452	P53004
P51808	Q96K76
P53007	Q9BYX7
P55899	P61916
P61088	P62826
P62380	Q92750
P63167	P67775
P98170	Q96S96
Q12913	Q13233
Q13163	Q9UQC2
Q13233	Q15843
Q13404	Q14527
Q13416	Q8IY92
Q13443	Q9ULH1
Q13491	Q99767
Q13794	Q9UMX3
Q14247	Q96RU3
Q15303	Q9UQ16
Q6NZY4	Q9Y4B5
Q7L8J4	Q9H4L5
Q7Z460	Q8NHQ8
O00159	O43353
Q8IYR6	Q9H169
Q8N3F8	Q9UPU9
Q8NEM0	Q99608
Q8TBX8	Q99856
Q8TCG1	Q99471
Q92522	Q9Y657
Q92918	Q9NYL2
Q93034	Q969H0
O00308	O75095
Q96TC7	Q9Y6A4
Q9H211	Q9Y253
Q9NS56	Q9UBE0
Q9UJD0	Q9UM19
O14492	P46940
O14625	P08575
O14654	Q16531
O15342	P49458
O15442	Q3V6T2
O15530	Q14155
O15540	Q9ULB1
O43312	P31749
O43395	Q969G9
O60260	P0DJD0
O60260	P0DJD1
O60383	Q9GZZ7
O75159	Q99959
O75807	P51532
O95561	P51582
O95571	Q00653
P01258	P26436
P02452	P27695
P02462	Q9BUD6
P05067	Q15788
P06576	P17980
P07332	P07947
P0DMV8	P27797
P0DMV9	P27797
P08571	Q8TD55
P08729	Q9GZY6
P09871	Q16832
P10914	P42575
P12004	Q8TAT5
P12814	Q00536
P12931	P41235
P15248	P63104
P15311	P18085
P17677	Q9H5V8
P18754	Q92973
P19634	P40763
P21333	Q07889
P21918	Q9C0G6
P22681	Q13873
P24666	P50991
P25963	Q8N3C0
P26038	P53671
P26640	Q9BTW9
P27816	P78329
P27986	Q9NVC6
P29034	Q92831
P29353	Q12852
P30154	P63000
P30305	P54132
P35080	Q99816
P38936	P51813
P40939	P41279
P45983	P56192
P46459	P51665
P49116	Q13485
P49760	Q13153
A0JLT2	Q16629
P50479	Q16513
P50549	P61925
P50552	P56945
P50591	Q9UNG2
P50914	P60228
P51532	Q5QNW6
P51553	P53597
P51617	Q9BXL7
P51659	Q92785
P51948	P78368
P52333	Q99952
P52630	Q9UKB1
P53567	Q01201
P54277	Q8NFH3
P55198	Q9NR12
P56524	Q15306
P56524	Q9Y4B4
P56693	Q969S8
P60520	Q96J02
P60981	Q53GG5
P61981	Q9HD36
P62979	Q04917
P63215	Q8IZD9
P68104	Q13153
P78329	Q9BYB0
P78552	Q8IY31
P84074	Q9UM19
P84098	Q969Q0
P84103	Q99459
P98177	Q9H6Z4
Q00839	Q13503
Q01201	Q14653
Q01813	Q71UM5
Q01851	Q15637
Q03001	Q8IX03
Q04912	Q92730
Q05086	Q9H3D4
Q05397	Q9UBE8
Q05516	Q99814
Q07020	Q15758
Q07864	Q92922
Q07954	Q9H204
Q08999	Q8IUQ4
Q09472	Q9ULX6
Q13087	Q9ULD4
Q13087	Q9Y5X2
Q13112	Q8TEX9
Q13127	Q86U86
Q13131	Q9UQM7
Q13153	Q96S96
Q13158	Q15399
Q13315	Q8NHY2
Q13428	Q99683
Q13627	Q7Z460
P0DPH7	Q92734
P0DPH8	Q92734
Q13813	Q5VST9
Q13885	Q9Y3P9
Q13951	Q9NQB0
Q14168	Q99689
Q14192	Q9UKX5
Q14257	Q9H9A7
Q14515	Q99457
Q14691	Q2NKX8
Q14691	Q8WVK7
Q15078	Q59EK9
Q15121	Q9NPB3
Q15311	Q16594
Q15393	Q16637
Q15393	Q9Y265
Q15569	Q8WYL5
Q15633	Q9HCK5
Q15645	Q96T88
Q15788	Q8WYA1
Q15800	Q9BWD1
Q15942	Q8IZP0
Q16584	Q6DT37
Q63HM2	Q8WY54
Q6ICG6	Q9HAP2
Q6MZQ0	Q70Z35
Q6PL18	Q9NQW6
Q7L590	Q9BW19
Q8IUD2	Q9P2M7
Q8N163	Q99683
Q8N2W9	Q99816
Q8NDC0	Q9UPN6
O00213	P09496
Q8WVM7	Q96MT8
Q8WWR8	Q92734
Q92481	Q9UBT2
Q92793	Q9NZC7
Q92993	Q9Y2X7
Q93062	Q9UKJ3
Q96AQ6	Q96EZ8
O00401	Q01082
O00408	P35869
O00453	Q8IY34
Q96EY1	Q9NS68
Q9BQY4	Q9UBX5
Q9BWX5	Q9UKV0
Q9BZJ0	Q9NQW7
O00501	O95471
O00629	P32519
O00635	Q13158
Q9H1R3	Q9Y265
Q9H3P2	Q9Y5B9
Q9HCM9	Q9UL42
Q9NTJ3	Q9UNS2
Q9NYQ3	Q9Y3X0
Q9NYV4	Q9UKE5
Q9P035	Q9Y575
Q9UQQ2	Q9Y4H2
Q9Y316	Q9Y3P9
Q9Y316	Q9Y496
O14512	Q9UER7
O14558	O95232
O14593	P14316
O14594	Q13491
O14654	Q12929
O14709	P49454
O14718	Q9NQN1
O14757	P62877
O14770	P25101
O14770	P37275
O14786	P12931
O14920	P05161
O14920	P15923
O14939	P53680
O14964	P04083
O14976	O75379
O15027	P11441
O15068	Q13554
O15131	P24864
O15151	Q6K0P9
O15162	Q04900
O15169	P61077
O15245	P14859
O15350	Q96GD4
O43157	Q9UNE7
O43159	Q92993
O43236	P09417
O43304	Q9Y4J8
O43324	P78371
O43422	P55212
O43435	Q09472
O43505	Q69YW2
O43525	Q9Y4K3
O43541	P17661
O43639	Q14247
O43914	P33241
O43918	P23760
O60238	P63098
O60264	P15923
O60674	P30874
O60762	P00441
O60762	P05141
O60825	P23677
O60885	P10912
O60885	Q9NQR1
O60934	Q13950
O60934	Q15006
O75293	P24941
O75390	P55735
O75582	Q5TD97
O75628	Q05655
O75676	Q9HBH9
O75689	P01111
O75925	Q969G3
O75925	Q9H160
O75955	P07339
O76021	P62266
O94832	Q13501
O94868	P54259
O95178	P14854
O95248	Q9NXD2
O95379	P19320
P00488	P51659
P00533	P10276
P00734	P02649
P00749	P06400
P01100	P11142
P01375	Q9NXR7
P01570	Q6EMB2
P02458	P62993
P02458	Q13705
P02489	P04637
P02545	Q06323
P02654	Q13651
P02771	P05783
P02771	P49662
P03950	P22460
P03950	Q86TC9
P04150	P48443
P04150	Q96EY1
P04150	Q9NR30
P04350	P50552
P04440	P10914
P04637	P30154
P04637	Q8N0X7
P05155	P39060
P05412	P19438
P05412	Q9Y3V2
P06748	Q9NS23
P07196	P31150
P07288	Q07954
P07355	P08729
P07437	Q9Y6U3
P07900	Q01105
P07910	P53611
P07919	P13073
P07947	Q9Y5X1
P07951	Q99966
P08151	Q09028
P08174	Q13751
P08195	Q08722
P08567	Q8IYL9
P08575	P43657
P08631	Q9NSI8
P08779	P83731
P09525	Q8IYU8
P09936	Q9HBZ2
P10398	Q99595
P10636	P84074
P10809	Q9NY65
P11021	P57678
P11021	Q9P035
P11021	Q9Y6U3
P11142	P49755
P11474	Q969H0
P11831	Q13263
P12110	Q99689
P12110	Q9H254
P12814	Q9NVW2
P12830	P25098
P12830	Q13526
P12882	P62424
P12883	Q8TF61
P12956	P62913
P13164	P32246
P13224	Q8IVT5
P13637	Q96RK0
P13647	Q9H0K1
P13671	Q9UMN6
P13747	Q10589
P13765	Q08881
P14316	Q15326
P14598	Q8WV41
P14678	P43308
P14784	P16220
P14923	P35637
P15153	P30511
P15514	P29353
P15884	Q9HCS4
P15923	P53355
P15923	Q9P1Z2
P17252	P28749
P17302	P33151
P18084	Q14289
P18887	Q14181
P19447	Q9UNL4
P19838	Q13133
P20810	Q9Y5X2
P21333	Q9NY15
P21675	Q9UGL1
P21810	Q12884
P22314	P51553
P22392	Q07954
P22460	Q5JTD0
P23025	P54725
P23258	P25789
P23458	P33076
P24855	Q13813
P24941	Q06187
P25208	Q00403
P25208	Q15329
P25490	Q16539
P25685	Q03933
P25963	Q14978
P25963	Q9UBU7
P26842	Q9Y3P8
P27816	Q96GP6
P27986	Q9Y4A5
P28065	P49683
P28223	Q8IW70
P28482	Q9ULJ6
P29074	P78357
P29083	P30876
P29350	P34910
P29466	Q03518
P29508	P39656
P30050	P60660
P30279	P42574
P30291	Q12959
P30304	P46734
P31350	P40227
P31946	Q14814
P31946	Q16531
P31994	Q15303
P32969	P61224
P33681	P82251
P33992	Q15653
P35221	Q92793
P35557	Q969H0
P38159	P55209
P38398	Q13163
P38398	Q969H0
P38936	Q92973
P40337	P62993
P41180	Q8IY22
P41271	P63261
P42684	Q92796
P0DPB5	P42704
P0DPB6	P42704
P42858	Q99496
P43243	Q9Y297
P43489	Q14164
P43490	Q16649
P45452	Q99727
P45984	P61981
P46821	Q99608
P46940	Q53EZ4
P47756	Q9Y4B5
P48201	Q99942
P48741	P61619
P49418	Q92581
P49761	Q9UJF2
P49790	Q8N3X1
P49796	Q04917
P49863	Q15027
P49910	Q15637
P49915	Q9UER7
P49918	P53350
P50213	P53597
P51582	Q13950
P51692	Q12929
P52434	Q99832
P53779	Q14206
P53803	Q15006
P53804	P83916
P55001	Q9H1C3
P55036	Q15154
P55084	Q8IZQ1
P55345	Q9UBU9
P56159	Q14451
P58549	Q16143
P60709	Q13509
P60866	Q9BWT7
P60880	Q16534
P62333	Q8WW12
P62993	Q99873
P63252	Q13368
P63279	Q9UPY8
P68104	Q15181
P98082	Q9H9E1
Q00526	Q9Y618
Q00534	Q9UBQ5
Q01094	Q9P0W2
Q01968	Q8WYP3
Q02078	Q92574
Q02127	Q8IWZ4
Q03135	Q14686
Q05195	Q15583
Q06546	Q9H944
Q07021	Q16891
A7E2V4	O75909
Q09470	Q9P0K1
Q12772	Q99583
Q12778	Q14541
Q12934	Q13233
Q12983	Q99933
Q13114	Q13177
Q13114	Q9H857
Q13153	Q9ULW0
Q13464	Q71UI9
Q13487	Q15573
Q13554	Q99759
Q13619	Q9H3D4
Q13813	Q9HC77
Q15628	Q9NRI5
Q15796	Q8IW41
Q16531	Q9UNE7
Q16539	Q16543
Q16667	Q5BJF2
Q5SQI0	Q9NZU1
Q5SW79	Q96G01
Q7L1I2	Q9BT88
Q86WV6	Q8IWA4
Q86XK2	Q9UNH5
O00141	P21580
O00141	P35222
O00151	Q9HD15
Q8N531	Q9UKV0
O00170	Q9Y2N7
Q8TDY2	Q96EZ8
Q8WUM4	Q9UER7
Q92783	Q9UHV7
Q92831	Q9UBL3
Q93009	Q99558
Q93009	Q99986
O00308	Q12860
O00308	Q96KR1
O00339	O94769
O00411	P27708
O00459	P15056
O00471	Q03001
Q96CA5	Q9BVA1
Q96JC9	Q9GZN1
Q99962	Q9H2X9
Q9BSJ8	Q9BWT7
Q9BVK8	Q9UI14
Q9BYJ1	Q9Y6N8
O00506	Q00537
O00567	Q9BQE3
Q9NSC2	Q9Y4E5
Q9Y5Q3	Q9Y6Y9
O00762	P18858
O14525	Q9NYI0
O14654	Q9NVI1
O14776	Q13526
O14788	Q9Y5U5
O14828	Q13571
O14920	P18146
O14920	P36578
O14948	P23497
O15056	P52306
O15056	P98164
O15117	Q9NPF8
O15212	P48643
O15297	P49674
O15355	P55884
O15379	Q9Y468
O15442	Q8IWZ3
O15519	Q9Y2U5
O43157	Q07889
O43172	Q15046
O43248	Q92793
O43281	P04626
O43294	Q14393
O43353	P19105
O43432	Q504Q3
O43526	Q05682
O43593	Q9UM07
O43670	Q92769
O43683	P17612
O43809	P06733
O60229	Q96RS0
O60282	O94856
O60282	P49418
O60477	Q13554
O60496	Q9Y264
O60504	P23458
O60721	Q9H222
O60721	Q9H9L3
O60885	P09619
O75044	Q13885
O75074	P48751
O75116	Q02878
O75365	P36897
O75791	Q9BXM0
O75832	Q13547
O75843	P37088
O94911	Q8NF91
O95445	P15169
O95478	P09001
O95670	Q9Y6A2
O95786	Q09028
O95870	P52630
O95999	Q9UBE8
O96005	P52565
P00519	Q96T58
P01008	P31327
P01023	P29466
P01106	P43694
P01574	Q7Z5L9
P02730	Q99704
P02743	P31995
P03372	P68104
P03372	Q9UGK3
P04150	P47902
P04155	Q9UI08
P04350	Q9P2G1
P04440	P13236
P04626	P20963
P04818	Q8NEM2
P05015	P33681
P05112	P40933
P05412	P10242
P05412	Q92994
P06400	P14859
P06400	Q6VMQ6
P06734	Q92918
P07333	Q9NWQ8
P07947	P25098
P07992	Q9HCN4
P08708	Q14004
P08729	P21860
P09874	Q07955
P10275	P28827
P10398	P18615
P10415	Q9NZC7
